GENESIS-Tabelle: 33111-001r-2015
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nutzung (nach ALKIS-Nutzungsarten), Jahr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(ab 2015);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten);Bodenfläche (nach ALKIS-Nutzungsarten)
09186151;      Scheyern;3828,86;117,89;9,18;4,48;2,37;2,68;-;-;2,29;96,33;13,15;3,43;0,07;1,38;2,19;1,64;80,83;54,47;1,00;-;-;-;1637,95;687,92;-;-;0,98;1045,25;23,10;-;-;-;17,65;6,62;-;16,00
09186152;      Schweitenkirchen;5299,57;107,73;41,85;5,20;1,56;2,82;-;-;9,49;153,90;4,43;6,29;-;-;4,68;1,91;192,89;73,52;9,41;-;-;-;3184,34;444,69;0,85;-;2,41;991,84;19,33;-;-;-;32,12;5,53;-;2,78
09186158;      Vohburg a.d.Donau, St;4517,56;168,91;17,09;13,06;183,35;1,10;-;-;0,34;70,73;10,18;12,18;0,42;4,90;6,24;2,12;141,69;93,50;3,59;9,83;-;-;2348,96;358,30;1,63;0,03;0,17;564,75;129,94;-;-;-;111,86;158,65;-;104,06
09186162;      Wolnzach, M;9150,61;219,32;73,06;21,11;11,49;8,46;-;-;26,08;229,85;15,68;17,50;0,61;4,51;6,05;2,82;276,45;131,89;2,73;14,39;1,70;-;4662,13;823,81;11,68;-;4,04;2396,94;81,82;-;-;-;77,56;21,46;-;7,47
09187;    Rosenheim (Lkr);143944,79;4899,07;828,46;412,48;118,79;80,36;0,77;-;394,43;3062,87;459,25;550,77;31,37;146,63;152,90;60,61;2875,79;1681,53;117,38;393,03;6,93;4,42;17440,83;50227,30;113,03;-;68,23;49357,49;1707,58;335,89;1348,05;375,93;2823,21;1862,50;2,22;2004,67
09187113;      Amerang;3980,59;78,26;20,53;4,81;0,43;0,63;-;-;10,54;109,15;5,94;4,52;3,90;0,20;0,49;1,09;82,29;38,58;2,65;8,73;-;-;701,11;1613,30;-;-;-;1064,00;32,57;-;99,22;7,55;40,08;23,17;-;26,84
09187114;      Aschau i.Chiemgau;7959,32;154,28;6,25;9,98;1,49;1,70;-;-;1,06;61,22;13,55;5,24;0,42;7,11;6,44;1,07;52,46;65,19;3,04;6,94;-;-;19,93;2186,47;-;-;-;4753,26;90,15;-;5,36;0,15;444,17;51,21;-;11,16
09187116;      Babensham;5430,69;72,78;14,27;2,82;3,42;2,52;-;-;13,80;106,72;4,03;4,46;0,79;0,65;1,57;0,63;90,98;64,78;0,47;-;-;0,05;1183,30;1617,18;-;-;0,58;1958,83;24,64;-;32,71;28,10;45,17;128,08;-;27,36
09187117;      Bad Aibling, St;4139,63;258,21;38,42;29,11;10,55;2,89;-;-;-;117,82;55,91;17,32;1,10;12,40;18,01;4,85;107,32;58,28;6,50;9,48;-;-;630,01;1668,39;2,05;-;-;841,02;65,06;-;46,68;-;64,01;39,38;-;34,86
09187118;      Bernau a.Chiemsee;2667,59;136,37;5,76;18,01;3,79;0,52;-;-;-;57,18;31,91;9,28;1,55;9,44;2,91;0,88;95,06;29,07;5,37;10,33;-;-;100,11;1265,29;-;-;0,47;693,16;24,41;-;67,24;10,65;42,69;22,11;0,10;23,93
09187120;      Brannenburg;3366,58;121,49;10,96;6,19;0,96;1,92;-;-;12,22;47,33;11,65;10,76;0,06;0,71;2,07;2,11;55,59;33,56;2,38;20,00;0,26;-;106,15;1051,14;-;-;-;1455,32;122,60;55,16;0,46;-;207,23;20,62;-;7,69
09187121;      Breitbrunn a.Chiemsee;812,32;65,86;0,54;0,94;0,18;0,35;-;-;-;28,19;1,11;2,34;2,33;0,63;0,69;0,80;17,67;14,72;0,50;-;-;-;116,17;362,93;-;-;-;142,05;12,46;-;15,18;10,64;12,46;0,62;0,06;2,89
09187122;      Bruckmühl, M;5020,69;309,34;64,49;22,00;4,72;4,63;-;-;27,03;121,36;20,65;14,41;0,23;2,16;6,42;3,66;115,88;72,82;1,98;17,83;-;-;736,28;1636,05;1,99;-;0,28;1621,62;50,58;-;-;-;66,59;49,66;-;48,04
09187123;      Chiemsee;256,84;3,82;0,16;2,78;0,41;-;-;-;-;2,48;6,02;-;-;0,00;17,79;0,14;-;6,62;-;-;-;-;-;54,59;-;-;-;148,25;6,51;-;-;-;3,99;0,05;-;3,24
09187124;      Edling;2003,68;101,88;22,14;6,93;0,94;0,15;-;-;10,64;54,85;4,10;6,69;1,64;-;0,88;1,37;47,76;16,59;0,09;17,89;0,82;-;378,41;743,83;0,13;-;2,25;451,78;27,08;-;19,59;-;46,91;17,70;-;20,64
09187125;      Eggstätt;2428,62;63,02;13,82;6,31;0,56;1,69;-;-;21,28;39,87;2,76;2,68;0,81;0,70;0,74;1,07;31,60;25,29;0,70;-;-;-;275,85;749,50;-;-;-;844,18;37,67;-;115,02;15,59;47,74;13,77;-;116,41
09187126;      Eiselfing;3489,17;55,52;22,15;3,44;2,60;8,68;-;-;5,65;86,17;2,36;5,76;-;-;1,65;0,62;72,38;48,23;0,34;-;-;-;817,39;1394,06;-;-;-;759,82;35,47;-;8,85;37,03;36,35;72,65;-;12,00
09187128;      Bad Endorf, M;4010,09;139,75;16,31;14,91;1,30;0,33;-;-;1,24;87,37;13,58;7,35;0,37;7,22;2,21;1,45;66,77;40,28;3,13;20,58;1,76;-;330,45;1436,32;0,10;-;-;1104,75;39,35;-;38,85;40,19;51,13;13,45;-;529,58
09187129;      Bad Feilnbach;5748,91;143,25;17,19;8,24;1,59;4,35;-;-;87,41;118,66;18,50;6,18;0,56;15,49;2,67;2,15;122,53;63,34;4,32;-;-;-;266,30;2495,72;-;-;39,26;1944,74;65,12;-;152,15;-;102,58;48,22;-;18,38
09187130;      Feldkirchen-Westerham;5324,48;207,62;27,24;9,88;13,35;4,85;0,47;-;-;143,20;14,77;66,61;0,21;3,51;3,42;1,60;100,13;67,51;3,70;11,92;-;-;829,74;1722,18;0,25;-;2,99;1885,02;51,71;-;2,18;0,60;47,64;38,92;-;63,29
09187131;      Flintsbach a.Inn;3130,21;54,94;10,69;7,56;0,87;-;0,30;-;33,07;27,55;4,36;3,54;-;3,91;1,15;0,82;69,46;33,44;5,44;14,95;0,12;0,80;128,63;722,43;-;-;-;1675,30;54,48;180,20;1,22;0,61;53,32;26,02;0,57;14,46
09187132;      Frasdorf;3270,99;63,61;6,34;5,15;0,95;0,19;-;-;2,85;65,47;4,57;2,21;-;0,67;1,87;0,88;75,38;36,10;0,93;1,07;-;-;69,11;1345,26;0,72;-;-;1501,13;22,08;-;1,42;-;40,23;20,92;-;1,89
09187134;      Griesstätt;2953,11;51,22;8,20;1,08;3,32;1,26;-;-;11,77;66,07;4,15;5,83;-;1,30;0,92;0,25;51,93;39,51;0,43;-;-;-;737,93;847,10;-;-;-;857,15;13,16;-;7,49;26,58;42,33;170,75;-;3,35
09187137;      Großkarolinenfeld;2907,41;127,54;17,73;6,89;3,47;0,62;-;-;-;76,57;5,49;6,26;-;3,99;3,28;1,72;51,78;29,16;1,26;20,45;-;-;617,63;1179,83;24,86;-;-;665,66;22,50;-;-;-;26,12;12,26;-;2,33
09187138;      Gstadt a.Chiemsee;1070,46;52,87;1,01;1,65;3,80;0,12;-;-;-;27,08;1,33;1,19;0,15;2,98;1,66;0,21;20,55;11,51;1,80;-;-;-;185,46;301,22;-;-;0,53;376,86;8,56;-;39,02;1,27;26,11;1,53;-;1,99
09187139;      Halfing;2279,39;47,11;11,27;3,51;0,29;1,14;-;-;-;66,71;2,61;3,30;-;1,53;1,05;0,99;34,02;26,32;0,14;4,99;0,90;-;304,23;905,93;0,63;-;-;772,39;12,84;-;16,92;18,56;25,51;7,94;-;8,56
09187142;      Schechen;3153,42;84,04;13,00;12,36;16,05;1,35;-;-;1,65;98,46;6,85;3,79;5,75;2,52;1,52;1,04;72,64;49,10;0,28;19,67;-;-;712,65;1174,95;49,46;-;0,52;649,72;59,01;-;-;0,23;53,74;39,96;-;23,12
09187145;      Höslwang;1617,59;23,30;3,57;2,85;5,20;0,14;-;-;2,26;39,29;1,51;62,65;-;-;0,93;0,26;24,04;17,21;0,22;-;-;-;217,97;734,26;-;-;-;444,21;8,34;-;13,67;0,36;10,15;2,94;-;2,26
09187148;      Kiefersfelden;3673,81;134,00;20,27;11,41;2,95;1,68;-;-;1,67;31,71;6,60;3,34;1,63;1,01;3,19;1,44;69,07;29,09;14,55;16,88;-;-;30,09;938,48;-;-;-;2039,54;116,85;-;-;-;124,04;63,54;-;10,81
09187150;      Kolbermoor, St;1982,77;266,42;36,90;42,19;2,64;-;-;-;-;55,38;13,71;9,29;0,20;1,93;20,53;3,18;70,90;28,60;0,99;7,30;-;-;198,28;450,64;-;-;-;572,58;48,08;-;11,50;0,21;89,86;37,48;-;13,95
09187154;      Neubeuern, M;1532,11;88,33;5,47;2,42;0,35;0,99;-;-;6,65;39,13;4,63;6,25;1,05;3,20;0,90;0,47;34,49;24,49;1,67;-;-;-;238,76;480,73;-;-;4,92;491,18;14,88;0,07;0,39;-;30,41;33,38;-;16,92
09187156;      Nußdorf a.Inn;2855,80;59,68;7,32;5,07;2,44;0,21;-;-;19,79;28,21;3,19;3,60;-;2,61;0,51;0,48;26,03;45,01;1,16;-;-;0,01;77,12;682,97;-;-;-;1672,58;24,94;-;-;0,37;75,08;105,06;0,06;12,28
09187157;      Oberaudorf;5929,30;123,46;7,48;11,26;1,44;1,34;-;-;2,50;49,30;12,17;7,48;0,23;6,88;1,86;1,46;99,33;49,77;8,37;15,02;-;-;25,76;2050,97;-;-;-;2861,75;115,25;100,47;8,11;3,17;266,09;78,57;-;19,82
09187159;      Pfaffing;3539,10;89,84;19,96;8,56;1,23;1,05;-;-;2,55;93,33;2,82;61,27;0,11;0,25;0,35;0,78;64,73;36,88;0,78;4,61;-;-;963,66;1217,40;13,56;-;-;827,02;36,95;-;18,86;-;41,20;26,04;-;5,32
09187162;      Prien a.Chiemsee, M;2070,10;222,16;14,07;23,07;0,67;0,49;-;-;3,21;51,32;19,67;44,02;2,24;11,91;1,95;2,08;60,13;18,41;10,32;16,31;-;3,53;118,24;888,72;-;-;0,13;478,67;21,82;-;1,32;0,02;27,84;22,33;1,44;4,03
09187163;      Prutting;1622,46;57,79;7,29;1,86;0,39;0,16;-;-;10,92;45,50;2,86;4,30;0,32;2,15;0,11;0,20;30,17;22,99;0,45;6,33;-;-;277,85;621,34;-;-;0,09;443,40;11,18;-;40,63;11,63;13,68;5,11;-;3,76
09187164;      Ramerberg;809,21;32,83;3,69;2,59;0,20;0,73;-;-;-;26,56;0,68;2,09;-;0,42;1,19;0,30;20,87;11,07;0,19;8,52;-;-;188,57;318,73;0,65;-;-;151,81;6,23;-;0,29;0,20;21,66;5,67;-;3,47
09187165;      Raubling;4426,60;226,42;61,63;19,71;0,52;2,32;-;-;10,11;71,95;19,49;12,30;2,23;1,90;4,88;2,71;154,09;53,75;4,84;14,96;-;-;294,33;1054,32;-;-;-;1582,10;93,19;-;418,84;44,54;100,25;70,13;-;105,09
09187167;      Riedering;3794,84;118,55;9,75;4,02;0,91;0,52;-;-;0,31;102,80;5,56;21,82;1,36;6,37;0,22;1,64;68,81;48,72;2,14;-;-;-;240,00;1823,30;0,91;-;3,81;1207,49;34,91;-;6,55;4,18;32,10;19,67;-;28,41
09187168;      Rimsting;1999,54;93,62;12,30;5,57;1,53;2,86;-;-;-;47,85;5,24;4,00;0,02;4,77;1,73;1,14;43,70;19,40;1,51;9,97;-;-;115,98;864,82;-;-;0,23;505,36;28,03;-;4,82;38,96;31,70;8,02;-;146,43
09187169;      Rohrdorf;2865,48;120,37;54,24;3,68;4,35;2,55;-;-;35,46;64,79;8,39;8,32;0,69;3,29;2,70;1,90;104,16;44,73;8,82;6,88;-;-;259,65;948,34;-;-;6,41;982,07;33,39;-;2,67;-;54,18;80,65;-;22,81
09187170;      Rott a.Inn;1957,06;71,67;19,85;2,79;0,74;1,97;-;-;1,61;57,88;3,72;4,37;-;-;5,62;0,70;46,89;24,67;0,41;13,45;-;-;454,43;759,66;13,58;-;-;386,59;12,83;-;1,30;0,00;49,51;19,51;-;3,31
09187172;      Samerberg;3340,41;57,73;2,05;2,03;0,53;-;-;-;-;59,13;3,08;4,20;0,27;1,11;0,39;0,69;39,69;33,60;1,89;-;-;-;-;1701,95;-;-;0,18;1368,98;14,81;-;0,16;-;30,90;16,01;-;1,01
09187173;      Schonstett;1359,51;25,07;9,52;0,56;1,30;0,87;-;-;-;28,10;4,44;1,76;-;0,45;0,39;0,19;22,74;13,66;0,15;-;-;-;327,50;424,40;0,51;-;-;441,72;9,43;-;25,80;0,50;8,20;10,16;-;2,10
09187174;      Söchtenau;2562,15;52,17;8,47;1,59;2,83;1,41;-;-;19,91;74,23;1,83;4,43;-;3,24;1,19;0,82;45,57;32,42;0,31;10,66;0,11;-;427,76;1033,42;-;-;-;722,89;14,32;-;38,36;7,53;32,13;10,10;-;14,43
09187176;      Soyen;2896,01;69,00;8,49;6,46;2,30;7,73;-;-;1,22;85,00;5,12;3,10;-;5,90;0,49;1,17;63,03;26,72;1,23;26,80;-;-;631,96;1115,77;0,10;-;0,29;656,68;24,94;-;7,68;7,90;40,14;41,22;-;55,56
09187177;      Stephanskirchen;2651,42;201,07;54,54;13,57;2,03;8,40;-;-;18,80;63,49;8,00;6,55;-;6,13;8,70;2,60;75,00;32,86;2,16;19,19;-;-;321,12;595,81;3,18;-;4,25;589,34;45,81;-;0,75;23,86;81,05;88,30;-;374,89
09187179;      Tuntenhausen;6898,58;130,35;34,67;25,49;3,32;1,99;-;-;1,33;170,09;7,95;71,58;0,42;0,68;0,62;2,09;99,04;86,20;1,80;17,22;0,14;-;1392,65;2749,11;-;-;0,30;1988,00;37,67;-;-;-;38,03;28,67;-;9,17
09187181;      Vogtareuth;3424,38;55,90;6,04;1,29;0,90;1,20;-;-;10,79;80,41;12,67;3,54;0,04;0,29;0,58;1,13;46,42;57,80;0,07;-;2,80;-;583,11;1112,38;-;-;0,50;1043,55;38,47;-;40,50;4,98;47,24;170,76;-;101,01
09187182;      Wasserburg a.Inn, St;1879,96;153,77;60,76;28,90;4,59;1,54;-;-;4,94;41,61;68,55;8,02;0,68;5,00;13,96;3,58;96,41;18,97;7,55;14,12;-;0,03;304,40;377,63;0,36;-;-;426,82;29,11;-;9,35;29,79;39,70;90,36;-;39,46
09187186;      Albaching;1815,68;32,79;11,67;1,01;0,39;0,31;-;-;0,21;46,27;1,18;2,78;-;-;0,49;0,19;32,06;17,93;-;-;-;-;504,84;808,44;-;-;0,23;322,39;8,16;-;3,90;-;11,16;7,06;-;2,24
09187444;      Gemeindefreie Gebiete;1036,72;-;-;-;-;-;-;-;-;0,05;-;-;-;-;-;-;4,23;16,57;0,35;-;-;-;-;0,05;-;-;-;984,72;0,00;-;23,04;-;0,80;2,77;-;4,14
09188;    Starnberg (Lkr);48772,03;2819,10;207,62;136,84;35,04;20,70;-;-;166,04;698,56;381,63;406,86;26,64;134,01;86,09;40,38;1149,97;572,89;67,93;142,47;104,29;1,33;7038,96;8257,69;28,32;-;72,80;17481,48;638,73;0,21;443,23;150,28;955,50;92,49;2,21;6411,75
09188113;      Berg;3662,72;273,65;8,66;5,19;0,47;0,98;-;-;3,04;63,38;33,20;13,45;0,28;8,10;6,65;1,87;95,99;46,17;3,01;-;-;-;264,99;1035,04;-;-;-;1627,61;55,05;-;31,31;7,61;58,73;8,03;-;10,26
09188117;      Andechs;4043,54;73,10;15,26;5,10;0,79;0,76;-;-;8,05;58,96;15,00;4,56;0,60;2,97;2,59;0,90;47,39;56,93;4,23;-;-;-;775,46;1226,92;1,84;-;-;1551,03;56,65;0,17;11,45;10,29;91,14;7,16;-;14,26
09188118;      Feldafing;914,72;123,42;0,97;8,90;5,41;0,08;-;-;-;12,05;48,25;48,42;0,65;0,79;3,50;1,31;34,65;9,08;3,17;13,04;-;-;70,15;175,12;1,26;-;-;272,65;34,32;-;11,39;-;30,34;3,75;-;2,06
09188120;      Gauting;5550,42;354,31;11,43;11,71;9,25;1,48;-;-;50,26;78,63;62,28;17,38;0,29;2,76;6,65;5,58;117,44;83,07;4,76;20,66;33,82;-;1104,76;395,47;12,17;-;9,94;3010,99;43,39;-;-;0,51;81,13;16,07;-;4,22
09188121;      Gilching;3149,80;239,22;31,73;22,83;1,08;-;-;-;39,87;75,34;16,35;13,27;0,81;1,24;9,73;3,81;135,90;38,14;4,65;10,08;2,68;-;1043,15;353,83;0,12;-;-;924,66;24,31;-;79,68;7,10;49,96;1,86;-;18,40
09188124;      Herrsching a.Ammersee;2087,73;240,01;11,62;7,75;0,77;0,14;-;-;1,60;35,55;30,84;8,81;1,49;11,64;9,82;2,08;65,28;31,63;3,74;3,16;-;-;185,41;310,42;-;-;29,34;902,99;37,12;-;28,78;76,22;36,43;4,66;-;10,40
09188126;      Inning a.Ammersee;2441,79;137,50;11,34;7,66;0,83;0,08;-;-;2,41;42,26;9,99;5,10;12,33;15,97;2,40;1,54;68,74;33,59;5,09;-;-;-;372,51;441,74;-;-;24,73;891,22;35,28;-;21,61;0,89;81,52;4,18;-;211,30
09188127;      Krailling;1599,90;124,72;27,69;4,31;1,69;0,16;-;-;-;23,70;12,68;8,02;0,45;0,56;8,67;4,74;49,34;28,41;1,28;7,72;-;-;231,08;75,64;1,26;-;3,64;930,64;17,17;-;-;-;33,65;1,57;-;1,11
09188132;      Seefeld;3485,04;164,21;14,97;6,11;8,79;0,73;-;-;1,00;55,31;13,47;5,52;2,20;28,10;4,39;1,98;73,40;43,60;5,63;12,53;-;-;801,27;624,54;-;-;-;1250,42;38,26;-;13,65;0,09;85,71;4,64;-;224,52
09188137;      Pöcking;2095,91;143,98;2,65;5,02;0,50;1,44;-;-;0,16;41,99;41,46;3,98;-;18,96;1,90;1,21;50,45;26,97;8,48;11,65;-;-;294,65;600,57;-;-;-;639,16;50,78;0,04;71,85;12,81;34,73;5,66;-;24,85
09188139;      Starnberg, St;6184,73;475,20;26,93;26,80;1,86;14,56;-;-;6,66;89,87;66,11;145,94;4,25;9,14;12,86;9,14;211,01;81,06;10,36;21,94;-;0,54;816,01;1071,01;3,41;-;2,70;2641,76;138,05;-;106,80;4,48;162,66;17,37;1,10;5,13
09188141;      Tutzing;3564,80;214,59;8,72;12,13;2,23;0,12;-;-;7,89;48,14;20,10;68,18;0,21;3,63;11,09;3,62;83,41;33,30;4,05;26,69;-;-;207,11;1115,99;8,27;-;-;1441,22;62,78;-;22,61;15,74;88,36;16,35;-;38,27
09188144;      Weßling;2260,39;119,27;31,95;6,42;0,96;-;-;-;39,79;41,23;5,67;7,72;1,97;1,68;3,81;1,21;61,06;32,50;5,40;8,77;67,78;-;400,62;581,30;-;-;-;766,30;16,49;-;5,05;-;34,60;0,47;-;18,40
09188145;      Wörthsee;2042,43;134,50;3,70;6,86;0,40;0,16;-;-;5,31;32,08;5,94;55,55;1,07;12,76;0,98;1,38;55,82;28,31;4,10;6,22;-;-;471,81;249,76;-;-;2,44;629,88;22,99;-;36,67;1,93;65,84;0,70;-;205,28
09188444;      Gemeindefreie Gebiete;5688,09;1,42;-;0,04;-;-;-;-;-;0,06;0,29;0,96;0,06;15,69;1,05;-;0,08;0,16;-;-;-;0,78;-;0,35;-;-;-;0,96;6,09;-;2,38;12,62;20,72;0,00;1,11;5623,26
09189;    Traunstein (Lkr);153376,25;3472,44;746,87;195,81;75,14;75,97;-;-;346,47;2755,90;265,48;538,76;56,65;200,16;97,41;47,15;2529,86;1588,35;104,00;241,35;16,29;0,04;28403,82;37895,62;54,15;-;18,34;56133,37;1095,02;22,31;1688,20;340,87;4313,88;1153,83;0,57;8902,17
09189111;      Altenmarkt a.d.Alz;2610,26;82,81;19,36;3,85;0,77;0,51;-;-;14,00;66,77;5,49;3,99;-;-;1,01;1,23;61,97;28,79;2,74;5,76;-;-;1138,02;408,25;0,51;-;-;693,57;9,64;-;0,96;-;11,06;47,59;-;1,64
09189113;      Bergen;3690,26;116,70;9,95;3,85;4,65;0,94;-;-;-;39,71;4,82;3,89;0,54;3,98;1,80;1,23;64,21;38,76;2,29;10,37;-;-;39,84;1080,23;-;-;-;1908,40;72,59;0,96;101,78;0,81;146,61;27,82;-;3,52
09189114;      Chieming;3773,31;127,62;15,84;11,24;1,30;2,20;-;-;27,40;89,42;4,46;120,56;4,20;10,76;1,01;0,77;71,82;36,97;3,99;-;-;-;739,05;1300,33;11,49;-;5,83;1075,84;22,89;-;34,26;5,96;39,10;2,37;-;6,64
09189115;      Engelsberg;3418,07;53,35;12,12;-;0,83;1,51;-;-;15,37;92,89;2,09;4,42;0,02;1,13;0,57;0,60;57,22;29,97;0,59;1,58;-;-;1867,58;469,81;-;-;-;777,94;9,10;-;-;-;14,51;4,12;-;0,74
09189118;      Fridolfing;4422,25;99,75;30,68;6,31;1,98;1,93;-;-;4,48;121,99;6,87;26,91;2,99;0,69;1,77;1,34;100,43;75,07;2,30;6,67;-;-;1893,93;986,15;9,79;-;1,86;825,69;25,68;-;-;2,03;79,80;83,00;-;22,13
09189119;      Grabenstätt;3780,52;96,24;24,28;2,15;1,54;0,42;-;-;51,48;80,63;5,86;8,68;-;3,88;0,98;0,63;85,62;43,06;1,61;12,80;2,62;-;551,03;1637,33;1,10;-;-;907,44;21,95;-;118,32;52,60;31,64;18,38;0,00;18,25
09189120;      Grassau, M;3577,74;141,17;16,98;7,66;1,22;2,27;-;-;1,35;53,32;5,79;66,82;1,39;0,97;2,04;2,02;53,91;32,61;1,14;15,88;-;-;136,50;948,35;4,32;-;-;1190,95;86,59;-;700,59;-;59,80;38,09;-;6,02
09189124;      Inzell;4534,94;102,38;10,97;8,58;0,25;1,27;-;-;5,28;45,23;13,65;11,20;11,66;10,21;2,87;0,88;49,73;82,23;3,11;-;-;-;2,02;940,29;-;-;-;2529,38;28,91;1,03;102,08;0,00;541,25;18,88;-;11,58
09189126;      Kienberg;2283,33;31,75;9,46;1,35;3,91;9,71;-;-;5,92;52,90;1,37;1,42;-;0,14;0,12;0,26;34,32;24,70;-;-;2,72;-;1313,11;288,09;-;-;-;486,31;2,32;-;-;-;9,12;1,42;-;2,91
09189127;      Kirchanschöring;2522,91;72,19;12,17;0,68;0,97;1,86;-;-;-;76,69;3,68;8,18;-;7,12;1,60;0,93;52,58;34,19;1,22;11,07;-;-;624,75;894,35;-;-;-;662,09;11,83;-;0,21;0,16;20,35;19,12;-;4,92
09189129;      Marquartstein;1340,47;71,86;2,94;1,55;0,73;0,00;-;-;6,97;22,02;13,96;4,80;3,71;1,48;1,74;0,48;20,70;16,58;2,30;-;-;-;23,62;260,09;-;-;-;819,34;3,85;5,42;16,27;-;13,25;26,28;-;0,53
09189130;      Nußdorf;1611,93;52,09;18,29;1,91;0,41;6,90;-;-;26,80;34,78;2,91;2,26;-;-;0,13;0,60;40,18;20,19;0,63;3,96;-;-;239,33;584,09;0,39;-;-;532,30;4,09;-;2,73;1,67;9,53;24,41;-;1,36
09189133;      Obing;4374,76;90,81;19,58;2,81;2,91;0,43;-;-;18,30;104,78;3,97;27,19;3,35;1,24;1,69;2,13;80,35;49,17;2,72;2,50;-;-;1595,32;1325,32;-;-;0,56;931,28;10,28;-;13,15;20,02;9,37;2,48;-;53,05
09189134;      Palling;5384,21;69,07;8,20;2,65;4,28;9,86;-;-;23,46;113,68;4,37;3,34;-;0,00;1,37;0,50;84,11;67,05;0,22;-;-;-;2060,56;1385,57;1,80;-;-;1513,89;6,66;-;-;-;18,74;1,15;-;3,68
09189135;      Petting;2992,26;43,09;10,05;1,16;0,63;2,77;-;-;1,82;78,99;1,55;2,61;1,01;6,56;0,91;0,58;55,76;37,41;0,82;-;-;-;449,35;1103,27;-;-;-;1019,69;22,39;0,34;65,12;7,44;24,75;21,66;-;32,51
09189137;      Pittenhart;2790,75;37,71;2,28;2,69;0,62;0,39;-;-;3,12;69,01;1,26;1,89;0,47;-;0,19;0,25;37,17;32,07;0,13;6,65;-;-;727,30;932,05;-;-;-;863,59;4,68;-;1,00;32,50;10,02;2,86;-;20,82
09189139;      Reit im Winkl;7098,05;68,78;9,97;11,91;1,04;1,21;-;-;-;25,81;4,62;22,81;0,41;8,59;1,13;0,37;49,98;69,86;7,15;-;-;-;-;912,33;-;-;-;5493,05;47,67;8,31;34,79;12,50;188,94;52,22;-;64,60
09189140;      Ruhpolding;14783,01;139,99;12,60;17,48;1,55;3,37;-;-;0,57;81,83;15,96;84,53;5,05;3,49;3,68;1,42;89,47;124,94;9,93;5,08;-;-;-;1877,36;5,45;-;-;9826,35;166,06;0,20;0,10;19,77;2133,98;116,57;-;36,22
09189141;      Schleching;4516,80;59,02;6,79;0,81;0,17;-;-;-;-;21,84;1,59;3,39;0,18;1,66;0,51;0,45;31,23;38,05;1,69;-;-;-;-;997,88;-;-;-;2916,83;55,80;-;45,67;-;269,13;61,84;-;2,27
09189142;      Schnaitsee;6114,17;69,84;8,02;2,38;4,52;2,13;-;-;24,65;142,12;5,81;3,85;0,11;2,24;1,52;1,06;98,05;55,55;0,91;-;-;-;2661,22;1458,88;8,03;-;4,30;1500,18;13,26;-;3,85;0,87;15,11;6,33;-;19,37
09189143;      Seeon-Seebruck;4793,31;117,19;16,57;2,38;3,04;0,55;-;-;2,70;108,83;4,40;8,45;2,57;9,26;1,86;0,94;89,52;57,83;5,15;-;-;-;1014,57;1362,84;-;-;-;1636,49;35,33;-;49,42;26,85;43,48;116,98;-;76,11
