GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2011;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09179136;      Mammendorf;212161;8033;1455;4017;1708;940;1047;1224;9832;1813;-;-;140890;35728;2847;2484;143;-
09179137;      Mittelstetten;186178;4112;289;3318;271;191;45;5224;6460;-;-;-;124423;38795;647;2363;40;-
09179138;      Moorenweis;454456;7844;904;8361;2784;628;84;823;15203;-;-;-;284792;126562;1788;4604;79;-
09179140;      Oberschweinbach;72358;3179;337;1504;23;6;43;140;3073;-;-;-;51094;11610;230;1087;32;-
09179142;      Olching, St;299158;30282;3541;11413;1857;1025;3221;7505;20707;5044;15;-;166782;29174;8634;9291;667;-
09179145;      Puchheim, St;122354;23347;3308;5712;544;-;1885;999;9203;643;15;-;62464;7890;588;5044;712;-
09179147;      Schöngeising;128607;3867;55;1292;97;-;15;411;4711;1509;-;-;36000;77117;2226;1288;19;-
09179149;      Türkenfeld;159509;7552;778;3394;1354;237;69;602;5874;1111;235;-;86582;43380;1140;7130;71;-
09180;    Garmisch-Partenkirchen (Lkr);10122637;159786;12012;105485;8229;8309;13308;28601;176856;17476;269615;177;1974985;5345715;248533;1751006;2544;-
09180112;      Bad Kohlgrub;325588;5374;133;5323;131;-;49;448;6267;1121;9973;-;129799;162270;1683;2935;82;-
09180113;      Bad Bayersoien;176566;2512;99;3018;292;54;505;151;4311;-;22831;-;77789;58202;4812;1934;56;-
09180114;      Eschenlohe;550381;2859;1114;2496;167;78;190;485;9709;608;37516;-;87608;301345;6240;99913;53;-
09180115;      Ettal;147442;1307;-;2495;137;-;2633;69;3942;-;2145;-;36131;90440;4739;3380;24;-
09180116;      Farchant;257798;5360;615;2351;133;-;138;1351;4697;622;505;-;49741;162157;3813;26233;82;-
09180117;      Garmisch-Partenkirchen, M;2056849;40012;2987;20980;1438;212;2729;4825;29215;4142;-;163;221590;961405;19157;747130;864;-
09180118;      Grainau;493805;9946;643;3687;156;-;98;460;7812;1367;-;-;38954;262900;19234;148488;60;-
09180119;      Großweil;220332;2948;275;3081;111;900;4;2698;8862;-;3979;-;109028;81626;3485;3285;50;-
09180122;      Krün;363118;5092;143;2937;374;365;113;756;6962;472;3002;-;71634;252711;12610;5894;53;-
09180123;      Mittenwald, M;1328463;11333;610;11367;899;257;933;2564;16548;1692;-;-;125534;826266;21355;308970;135;-
09180124;      Murnau a.Staffelsee, M;380649;24164;1710;10543;856;1975;4531;1991;11705;1829;103605;14;114754;72387;25783;4591;211;-
09180125;      Oberammergau;300593;9118;480;6608;360;69;33;1027;7975;118;2338;-;63523;181336;2237;25118;253;-
09180126;      Oberau;178665;4813;1061;2090;457;-;70;3932;3862;556;9991;-;20926;104912;1988;23900;107;-
09180127;      Ohlstadt;411757;6124;541;5100;1411;17;87;606;12402;2549;16878;-;136262;209480;4714;15483;103;-
09180128;      Riegsee;204372;3391;7;3281;17;307;28;537;4136;-;2802;-;115476;68565;1394;4369;62;-
09180129;      Saulgrub;354837;3544;67;3260;235;244;17;255;5646;469;6791;-;88052;214653;6121;25434;49;-
09180131;      Schwaigen;235747;1381;82;1423;2;-;217;99;3114;-;483;-;62314;162812;1882;1895;43;-
09180132;      Seehausen a.Staffelsee;157149;6006;112;2064;35;501;401;809;3036;762;1847;-;43198;19710;76401;2216;51;-
09180133;      Spatzenhausen;77379;1330;532;3056;23;1883;-;730;3065;-;-;-;60202;5021;754;771;12;-
09180134;      Uffing a.Staffelsee;427491;7034;168;5833;114;60;301;1880;8454;535;37080;-;182443;176732;3658;3095;104;-
09180135;      Unterammergau;299289;2742;442;2407;326;789;119;132;5959;634;7390;-;92846;157036;2566;25838;63;-
09180136;      Wallgau;339588;3396;191;1743;522;598;74;2796;5482;-;459;-;34089;264603;8271;17337;27;-
09180444;      Gemeindefreie Gebiete;834779;-;-;342;33;-;38;-;3695;-;-;-;13092;549146;15636;252797;-;-
09181;    Landsberg am Lech (Lkr);8043730;226763;37001;194271;22920;34693;12425;25036;302083;36956;4952;223;4080272;2353628;616632;92078;3797;-
09181111;      Apfeldorf;123088;2439;113;2777;204;251;17;447;4278;-;2429;-;77904;23280;7835;1043;71;-
09181113;      Denklingen;567688;5150;2453;6798;331;1450;150;468;16499;642;-;-;188749;341341;1272;2315;70;-
09181114;      Dießen am Ammersee, M;826386;25991;1390;17124;1433;591;1656;1413;23472;1303;714;-;361059;374335;5107;10531;267;-
09181115;      Eching am Ammersee;62355;4467;302;1430;836;-;103;890;3889;-;-;-;42141;4469;1564;2207;57;-
09181116;      Egling a.d.Paar;207701;5224;627;4189;1141;92;320;296;7864;764;-;-;139885;44312;756;2138;93;-
09181118;      Eresing;142199;3487;654;4419;110;665;56;559;5253;728;68;-;79689;44527;680;1248;56;-
09181120;      Finning;233356;4211;340;5748;164;616;165;374;7873;-;-;-;144619;64315;2087;2790;54;-
09181121;      Fuchstal;397451;9014;2814;8432;721;1372;145;993;13736;418;-;-;217254;130292;7667;4495;98;-
09181122;      Geltendorf;348194;11451;1086;7600;1494;2097;11;602;14341;2690;-;-;217977;83524;1948;3174;199;-
09181123;      Greifenberg;82033;4250;849;2413;23;-;341;324;5724;508;-;-;33422;31858;819;1453;49;-
09181124;      Hofstetten;170220;4137;706;3152;689;390;47;403;5664;-;-;-;98963;52603;1319;2083;64;-
09181126;      Hurlach;171759;3651;677;3628;1432;2786;23;307;9282;765;-;-;125597;19532;1938;2065;76;-
09181127;      Igling;263533;5306;647;6073;1276;5031;274;2121;13513;1852;6;141;139723;83301;1633;2536;100;-
09181128;      Kaufering, M;176849;13484;2277;6336;1086;-;1974;1404;9560;2106;-;-;88050;36381;11473;2464;254;-
09181129;      Kinsau;114521;2161;612;2079;91;680;13;347;3507;226;-;-;58792;35406;7069;3495;43;-
09181130;      Landsberg am Lech, GKSt;579043;33444;12996;32675;2379;2847;4038;4598;41287;3890;235;-;261081;147026;20180;11568;799;-
09181131;      Obermeitingen;99293;3586;894;6648;69;5599;99;395;4839;123;-;-;57382;15586;932;2973;168;-
09181132;      Penzing;338026;8090;370;13875;1576;2072;453;454;12686;17508;-;-;180085;94516;1938;4140;263;-
09181133;      Vilgertshofen;271029;6014;492;6071;1936;1414;236;499;10403;-;120;-;164205;62928;14123;2498;90;-
09181134;      Prittriching;253808;5105;758;4806;1243;178;286;370;8837;-;-;-;180481;36331;10268;5010;135;-
09181135;      Reichling;232585;3409;334;4960;71;755;36;720;6589;-;225;-;132751;67446;13959;1293;37;-
09181137;      Rott;197468;3390;146;4562;418;1479;-;210;5673;-;93;-;118824;59089;1439;2107;38;-
09181138;      Scheuring;212542;4055;373;3395;1082;345;58;288;6539;-;-;-;102218;79494;12699;1884;112;-
09181139;      Schondorf am Ammersee;65945;10847;401;2206;86;-;401;846;3592;679;-;-;30091;14481;241;1976;98;-
09181140;      Schwifting;114471;2067;54;1763;983;415;2;791;5220;-;-;-;56151;46404;86;520;15;-
09181141;      Pürgen;219885;7915;1484;4473;186;701;127;686;8922;-;-;-;119342;70279;2544;3151;75;-
09181142;      Thaining;87005;2233;103;2425;682;676;38;167;3083;-;-;-;52659;23431;326;1107;75;-
09181143;      Unterdießen;127804;3379;417;3141;236;273;223;412;5265;278;-;-;74408;31989;7005;730;48;-
09181144;      Utting am Ammersee;190098;12472;911;6410;160;451;377;2168;7881;546;-;-;89686;64998;1303;2619;116;-
09181145;      Weil;444856;7835;890;9012;534;868;105;1003;15114;1930;133;-;319592;82035;1815;3894;96;-
09181146;      Windach;248410;8431;829;5463;248;599;398;438;11495;-;929;82;127458;86982;2693;2284;81;-
09181444;      Gemeindefreie Gebiete;474129;68;2;188;-;-;253;43;203;-;-;-;34;1137;471914;287;-;-
09182;    Miesbach (Lkr);8662284;197018;22990;132859;7857;9416;7062;33116;197300;18678;15585;17;2746352;4727200;186768;357523;2543;-
09182111;      Bad Wiessee;327739;12691;59;5390;220;-;1141;4996;7425;-;-;-;48211;239631;3483;4295;197;-
09182112;      Bayrischzell;794504;3835;313;3402;144;13;206;274;9589;1129;663;17;217981;485509;4600;66803;26;-
09182114;      Fischbachau;758157;11638;1559;9861;487;2151;92;1138;14874;452;2159;-;302443;386711;5990;18510;92;-
09182116;      Gmund a.Tegernsee;344029;14841;2609;7468;816;-;335;623;9944;958;6;-;164437;135155;2801;3565;471;-
09182119;      Hausham;222932;10891;2899;6441;1820;-;71;402;6878;597;-;-;79216;109106;1873;2585;153;-
09182120;      Holzkirchen, M;482391;22012;3639;13603;590;1100;358;2571;18912;2215;647;-;212539;197860;2010;4060;275;-
09182123;      Irschenberg;539058;4828;1106;10953;314;31;83;289;16928;-;1046;-;296551;191377;5880;9579;93;-
09182124;      Kreuth;1222663;9286;273;5557;94;907;424;1073;12066;-;-;-;93492;969767;10822;118732;170;-
09182125;      Miesbach, St;324362;16585;3514;10905;567;359;540;804;11234;654;255;-;176790;95310;3723;2854;268;-
09182127;      Otterfing;211550;7974;1022;5082;56;1220;28;500;7716;1057;-;-;99900;85681;16;1253;45;-
09182129;      Rottach-Egern;591169;20550;598;6021;26;93;506;746;7109;-;197;-;92336;403483;5269;54140;95;-
09182131;      Schliersee, M;791402;20818;503;7586;863;189;1306;1101;12752;1203;1463;-;154507;516285;29871;42836;119;-
09182132;      Tegernsee, St;227680;10492;397;3032;24;147;1524;238;3283;215;42;-;13938;101581;89299;3403;65;-
09182133;      Valley;421834;6031;1363;8788;167;1099;81;11953;16780;6821;646;-;171013;191354;1843;3794;101;-
09182134;      Waakirchen;423175;11169;1102;8396;421;1272;127;4314;10457;1200;653;-;177935;198937;1202;5832;158;-
09182136;      Warngau;512585;6559;809;10482;821;406;7;1304;13688;1377;-;-;255712;215009;2097;4197;117;-
09182137;      Weyarn;467054;6818;1225;9892;427;429;233;790;17665;800;7808;-;189351;204444;15989;11085;98;-
09183;    Mühldorf a.Inn (Lkr);8053494;186987;60353;242740;10962;20977;6430;21993;274309;27434;73;-;5175035;1838340;100471;84019;3371;-
09183112;      Ampfing;311358;10567;6915;10897;1037;1469;284;935;13002;1881;-;-;217681;38170;3258;5071;191;-
09183113;      Aschau a.Inn;207594;5765;13521;6579;643;2217;149;126;6026;422;-;-;121697;40610;7396;2359;84;-
09183114;      Buchbach, M;287893;5816;1905;10383;376;42;61;437;8067;-;-;-;225158;30763;1200;3589;96;-
09183115;      Egglkofen;139839;2723;627;3743;30;16;271;312;5126;519;16;-;87091;37329;358;1631;47;-
09183116;      Erharting;136786;2339;458;2740;120;-;61;309;7929;1030;-;-;75316;43115;2019;1287;63;-
09183118;      Gars a.Inn, M;436549;7512;1265;11469;538;1701;23;444;12158;1304;-;-;238640;137748;19672;3963;112;-
09183119;      Haag i.OB, M;203684;10745;2387;7532;882;2292;188;830;10512;-;-;-;114920;49839;1004;2444;109;-
09183120;      Heldenstein;198473;5355;792;5345;305;242;40;375;8715;1147;-;-;142484;28682;1504;3419;68;-
09183122;      Jettenbach;91774;2177;257;1876;208;73;-;220;3057;1234;-;-;48079;33134;703;745;11;-
09183123;      Kirchdorf;210322;2619;2512;5632;315;108;2;85;6563;-;-;-;137216;53438;432;1368;32;-
09183124;      Kraiburg a.Inn, M;275497;7517;882;7637;97;261;196;7801;7465;-;-;-;182531;56042;1067;3944;57;-
09183125;      Lohkirchen;148817;1297;145;4211;102;-;24;-;3924;-;-;-;110619;26755;581;1141;18;-
09183126;      Maitenbeth;309384;4022;1052;6173;87;1496;31;293;8531;-;-;-;117903;167331;708;1676;81;-
09183127;      Mettenheim;272428;5952;1036;6540;48;2890;74;886;14001;1008;-;-;190810;41909;2081;5154;39;-
09183128;      Mühldorf a.Inn, St;294236;27156;4890;19658;1455;3234;1198;2632;20841;7119;-;-;133044;51349;13658;7481;521;-
09183129;      Neumarkt-Sankt Veit, St;610685;10590;2492;18202;355;143;451;559;17674;4487;-;-;427946;121288;2365;3935;198;-
09183130;      Niederbergkirchen;246982;2196;183;6538;57;-;-;215;6496;1675;-;-;174458;51705;936;2482;41;-
09183131;      Niedertaufkirchen;266947;2098;154;7873;17;-;51;39;6802;-;23;-;191483;56289;536;1572;10;-
09183132;      Oberbergkirchen;275345;2792;730;7686;195;319;28;348;6778;-;-;-;213275;40360;1026;1792;16;-
09183134;      Oberneukirchen;195972;970;189;5430;83;635;8;69;4572;-;-;-;158392;24619;124;881;-;-
09183135;      Obertaufkirchen;316354;4186;774;10688;75;131;218;381;9220;494;-;-;215093;71064;1465;2528;37;-
09183136;      Polling;438549;9102;3932;10011;359;560;465;558;11656;1235;26;-;278444;114379;3275;4392;155;-
09183138;      Rattenkirchen;198665;1742;778;4781;49;771;-;59;7495;460;8;-;129495;50665;936;1399;27;-
09183139;      Rechtmehring;243886;3337;358;7166;113;573;11;237;7209;-;-;-;161100;60302;1100;2313;67;-
09183140;      Reichertsheim;313766;2601;505;9751;81;803;118;322;9674;-;-;-;227396;60703;601;1168;43;-
09183143;      Schönberg;253412;1566;344;7097;150;-;-;127;8585;-;-;-;183357;49249;1403;1502;32;-
09183144;      Schwindegg;207731;6350;1536;7095;927;-;44;506;8181;1059;-;-;153534;19908;3566;4918;107;-
09183145;      Taufkirchen;253298;2395;1066;6847;450;541;35;160;6696;-;-;-;173400;60703;481;480;44;-
09183147;      Unterreit;322060;2750;681;8917;624;247;5;1416;7992;249;-;-;201624;90601;5958;958;38;-
09183148;      Waldkraiburg, St;215601;30432;7927;11181;1095;213;2330;1142;14647;1654;-;-;67225;49050;20565;7135;1005;-
09183151;      Zangberg;98434;2318;60;3061;89;-;26;170;2666;-;-;-;75607;12694;493;1228;22;-
09183444;      Gemeindefreie Gebiete;71173;-;-;1;-;-;38;-;2049;457;-;-;17;68547;-;64;-;-
09184;    München (Lkr);6642462;426281;90125;244529;18115;29505;52113;70672;374824;24274;5166;39318;2088219;2996413;111864;60520;10524;-
09184112;      Aschheim;280522;8233;5245;12094;317;3444;2818;7826;16682;6;2862;-;153517;19890;44278;3197;113;-
09184113;      Baierbrunn;72103;5976;1205;1307;837;-;208;473;3924;579;-;-;17323;38479;1074;635;83;-
09184114;      Brunnthal;379409;9555;1545;5750;291;3529;129;4766;26944;-;-;161;92119;233132;73;1328;87;-
09184118;      Feldkirchen;64123;7140;4127;4826;59;1728;686;398;6616;653;-;341;32026;1422;1064;2865;172;-
09184119;      Garching b.München, St;281661;13391;14671;23370;2986;-;3708;3470;20260;473;-;28726;106033;57773;3057;3460;283;-
09184120;      Gräfelfing;95777;30935;1781;5016;75;1956;1563;705;10598;726;-;-;13563;27552;331;455;521;-
09184121;      Grasbrunn;263923;9622;192;5104;241;2439;418;7832;14105;313;-;-;83855;136374;52;3167;209;-
09184122;      Grünwald;76287;34387;2812;3270;67;-;1118;2265;7771;379;-;-;4278;16667;2008;210;1055;-
09184123;      Haar;129038;18413;893;13853;722;3360;2020;2231;10636;1732;-;-;56122;17633;59;788;576;-
09184127;      Höhenkirchen-Siegertsbrunn;237633;10983;545;5356;280;-;445;802;11767;888;-;-;58539;146059;-;1700;269;-
09184129;      Hohenbrunn;185804;14129;4842;4787;386;-;466;741;13556;945;-;-;51583;91618;32;2491;228;-
09184130;      Ismaning;401899;17343;1456;21529;1287;521;1832;3024;17993;822;-;-;266303;58935;9462;804;588;-
09184131;      Kirchheim b.München;155035;11011;8734;6787;304;-;2961;1399;10446;431;-;-;88717;7694;15066;1218;267;-
09184132;      Neuried;96218;9085;1013;1982;35;46;783;516;5958;-;-;-;3601;71985;-;938;276;-
09184134;      Oberhaching;330595;24485;2071;10005;1166;2158;983;2913;14083;2080;-;-;99354;168466;224;2265;342;-
09184135;      Oberschleißheim;303163;11450;3634;14534;946;78;8238;5597;18751;4192;-;7973;99739;120188;5158;2343;342;-
09184136;      Ottobrunn;52318;25424;2932;4130;20;-;1009;1264;8215;288;-;-;2749;3814;9;1434;1030;-
09184137;      Aying;565594;8182;1070;9537;377;1784;159;1261;16372;1173;343;33;184811;336347;393;3674;78;-
09184138;      Planegg;106760;13244;1114;7259;140;4241;2578;1089;8497;405;-;-;17040;49169;251;1324;409;-
09184139;      Pullach i.Isartal;73963;18000;3064;7878;257;-;972;1189;6956;938;-;-;1309;26478;3346;2998;578;-
09184140;      Putzbrunn;111674;6750;1896;4566;111;41;195;634;7172;-;-;-;45810;42665;6;1601;227;-
09184141;      Sauerlach;569496;12459;2000;10133;765;1320;163;830;18940;2010;17;404;176410;341577;104;2134;230;-
09184142;      Schäftlarn;167185;13477;701;4944;205;112;228;573;6853;376;-;-;61255;76255;199;1918;89;-
09184144;      Straßlach-Dingharting;283387;9071;563;5888;315;184;333;8627;7185;-;1880;-;115542;127319;3745;2590;145;-
09184145;      Taufkirchen;220059;15394;6233;8235;669;2164;1953;2357;14695;417;-;-;72239;92075;287;2697;644;-
09184146;      Neubiberg;57672;14305;245;12111;208;-;4193;971;7870;705;-;-;10645;3682;746;1716;275;-
09184147;      Unterföhring;127936;8512;3181;8997;3578;-;4854;2018;10288;919;-;-;57237;13093;13319;1657;283;-
09184148;      Unterhaching;103737;19501;481;10111;291;-;2238;1745;10923;1224;-;-;40959;10943;199;4631;491;-
09184149;      Unterschleißheim, St;149277;25788;11879;9333;832;-;4832;2629;15618;714;-;579;64037;9240;2204;958;634;-
09184444;      Gemeindefreie Gebiete;700214;36;-;1837;348;400;30;527;25150;886;64;1101;11504;649889;5118;3324;-;-
09185;    Neuburg-Schrobenhausen (Lkr);7398358;186106;68975;198018;19422;14047;10855;27647;301833;33288;1080;6;4505311;1737288;131969;158799;3714;-
09185113;      Aresing;299017;5886;1844;8762;638;898;148;536;13460;-;-;-;199214;62628;1113;3806;84;-
09185116;      Berg im Gau;225921;2473;320;5683;340;192;145;353;6714;-;-;-;201022;4425;692;3523;39;-
09185118;      Bergheim;289264;4433;467;3633;1918;1624;194;470;11912;-;-;-;151405;93107;13306;6588;207;-
09185123;      Brunnen;321497;3425;680;6220;1077;370;428;627;13141;2104;219;-;191707;95722;540;5170;67;-
09185125;      Burgheim, M;497381;10470;3284;12661;1267;3022;616;1081;24689;2509;-;-;368394;49139;7896;12109;244;-
09185127;      Ehekirchen;627827;7870;1470;15223;1274;501;264;408;24987;-;-;-;427902;136088;1581;10038;221;-
09185131;      Gachenbach;302531;4885;956;8912;1347;-;116;534;14956;-;-;-;208171;55499;1189;5866;100;-
09185139;      Karlshuld;290950;13358;865;12684;285;884;76;2034;7521;-;-;-;237468;2048;5425;8121;181;-
09185140;      Karlskron;385249;12003;5901;9061;546;747;239;575;13916;840;-;-;295632;33628;3680;8364;117;-
09185143;      Langenmosen;238845;2736;907;6464;148;749;102;357;7790;-;-;-;175683;40196;332;3346;35;-
09185149;      Neuburg a.d.Donau, GKSt;813004;42349;20175;29493;3186;3034;2879;11005;40289;21379;-;6;348187;247385;22240;20676;721;-
09185150;      Oberhausen;320076;6593;2999;4836;1197;154;479;663;13526;2173;861;-;130199;137224;9199;9873;100;-
09185153;      Rennertshofen, M;931266;11846;1298;15741;1009;423;997;920;36474;-;-;-;442258;372509;31746;15845;200;-
09185157;      Rohrenfels;175369;3285;443;4606;154;51;41;599;6807;-;-;-;141680;11000;911;5748;44;-
09185158;      Schrobenhausen, St;752678;32733;20814;18761;1994;652;3641;2722;33535;3172;-;-;376014;238788;4520;14422;910;-
09185163;      Königsmoos;408342;11408;2809;18760;258;153;35;1005;10658;-;-;-;340979;3824;6363;11868;222;-
09185166;      Waidhofen;273211;5294;981;6201;1413;570;239;512;10315;-;-;-;162079;77203;2241;6097;66;-
09185168;      Weichering;245930;5059;2762;10317;1371;23;216;3246;11143;1111;-;-;107317;76875;18995;7339;156;-
09186;    Pfaffenhofen a.d.Ilm (Lkr);7607620;228500;43250;206311;45677;20808;12094;33136;353157;82654;63;149;4447801;1879709;130703;119706;3902;-
09186113;      Baar-Ebenhausen;147951;10690;4858;3073;742;449;840;871;10540;2286;-;-;88901;17636;4446;2414;205;-
09186116;      Ernsgaden;75034;3462;767;1263;168;102;122;409;4288;15978;-;-;27763;13573;5535;1570;34;-
09186122;      Geisenfeld, St;883087;20660;8071;21282;1811;7410;2064;1823;30750;467;-;-;457752;266480;41293;22892;332;-
09186125;      Gerolsbach;589938;6111;737;15968;398;297;45;6915;19648;-;-;-;388226;146870;1459;3159;105;-
09186126;      Hettenshausen;185987;4103;1021;4756;276;940;45;774;5860;749;-;-;109955;54406;658;2338;106;-
09186128;      Hohenwart, M;522256;8333;2515;13741;810;2127;555;782;24153;-;-;140;328989;127569;4737;7684;121;-
09186130;      Ilmmünster;138887;4615;161;2878;311;-;107;403;5445;552;-;-;63005;59021;448;1859;82;-
09186132;      Jetzendorf;217403;6302;441;6436;319;244;449;823;8834;-;-;-;144276;46531;1217;1449;82;-
09186137;      Manching, M;354393;19564;2752;12128;1307;689;2264;1641;25284;50938;55;9;179960;40983;11036;5318;465;-
09186139;      Münchsmünster;158164;8372;943;3358;11310;485;183;670;10411;1103;-;-;89607;20910;7143;3519;150;-
09186143;      Pfaffenhofen a.d.Ilm, St;926531;37382;5303;30281;3344;2396;1420;3689;40849;2141;-;-;509377;272573;3040;13930;806;-
09186144;      Pörnbach;226354;5355;552;4392;290;367;59;567;9985;-;-;-;133512;66948;1981;2301;45;-
09186146;      Reichertshausen;236380;11494;242;5631;348;225;314;6397;8298;778;-;-;126028;73677;866;1927;155;-
09186147;      Reichertshofen, M;368983;16146;4065;9613;974;964;1434;1620;23662;1913;-;-;189934;90104;12120;16254;180;-
09186149;      Rohrbach;296284;10432;1753;8119;200;710;212;1048;18766;2782;8;-;181758;62873;2290;5193;140;-
09186151;      Scheyern;382944;10301;942;12074;371;119;293;363;13797;-;-;-;233597;105875;2308;2740;164;-
09186152;      Schweitenkirchen;530042;9561;2760;16298;464;985;431;629;27760;-;-;-;365675;100159;817;4317;186;-
09186158;      Vohburg a.d.Donau, St;451817;15057;1409;9375;18777;243;583;1878;23729;1126;-;-;272789;68667;26428;11483;273;-
09186162;      Wolnzach, M;915185;20560;3958;25645;3457;2056;674;1834;41098;1841;-;-;556697;244854;2881;9359;271;-
