GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09473174;      Weidhausen b.Coburg;96099;9109;2728;2946;319;-;682;479;5141;-;-;-;45688;24643;452;3741;171;-
09473175;      Weitramsdorf;337076;14630;875;4168;379;-;556;8016;12143;-;-;-;87730;199371;2365;6675;168;-
09473444;      Gemeindefreie Gebiete;60246;-;-;-;-;-;-;-;1036;-;-;-;1400;57227;41;542;-;-
09474;    Forchheim (Lkr);6427929;217872;36824;145899;14864;18659;14023;37947;301901;12333;860;10942;2923130;2509670;69082;110120;3803;-
09474119;      Dormitz;45809;3672;100;1465;146;-;199;493;1973;-;-;377;32438;4088;362;448;48;-
09474121;      Ebermannstadt, St;499538;13481;2156;9117;1169;940;974;5643;24630;3224;208;1390;176369;252403;2430;5188;216;-
09474122;      Effeltrich;119278;5480;215;4152;351;-;123;440;4662;-;-;-;79669;21458;817;1831;80;-
09474123;      Eggolsheim, M;488928;12788;3496;10403;1336;8948;736;2703;26496;981;218;2499;215477;177774;10709;14220;144;-
09474124;      Egloffstein, M;280623;5203;898;5426;219;50;202;3890;10993;-;-;-;115058;133673;746;4152;113;-
09474126;      Forchheim, GKSt;444451;44273;13574;19297;1889;777;5390;3936;32877;2631;-;329;116298;174710;13156;14264;1050;-
09474129;      Gößweinstein, M;576882;8994;365;10951;504;12;456;867;24684;539;-;1760;227240;295005;1790;3567;148;-
09474132;      Gräfenberg, St;378300;8851;2011;8176;492;5495;981;1208;18510;137;-;587;217123;112476;632;1507;114;-
09474133;      Hallerndorf;413103;7885;3480;6350;523;1362;371;1020;15869;-;434;49;164617;188801;13077;9076;189;-
09474134;      Hausen;135259;6985;1393;3247;494;263;253;985;7199;296;-;-;51424;50719;6404;5514;83;-
09474135;      Heroldsbach;156076;10082;497;4014;232;-;400;3079;7529;-;-;-;38325;83432;2773;5640;73;-
09474137;      Hetzles;117670;2386;359;2203;85;-;49;470;3867;5;-;48;70773;36073;656;664;32;-
09474138;      Hiltpoltstein, M;255356;4504;523;4886;363;-;293;145;11411;-;-;298;120524;110823;75;1462;49;-
09474140;      Igensdorf, M;288329;11040;715;7662;1306;46;197;1938;13803;989;-;96;176911;67769;1640;4152;65;-
09474143;      Kirchehrenbach;82106;4484;250;1895;157;-;87;494;4023;397;-;2362;36628;26986;1123;3174;46;-
09474144;      Kleinsendelbach;75020;3393;139;1976;81;538;9;4004;3053;-;-;155;48865;10846;1324;607;30;-
09474145;      Kunreuth;98147;2777;172;1933;49;-;59;364;3796;-;-;-;61200;26334;408;1004;51;-
09474146;      Langensendelbach;95816;6463;428;2725;74;-;236;475;4725;-;-;40;51617;25751;1853;1256;173;-
09474147;      Leutenbach;194088;3341;306;3258;181;-;76;450;7772;-;-;57;106161;70034;522;1855;75;-
09474154;      Neunkirchen a.Brand, M;263952;16149;2034;7852;353;-;1590;855;12060;716;-;-;149383;63777;875;8052;256;-
09474156;      Obertrubach;211584;4605;516;4925;222;-;230;830;9098;-;-;216;84020;102745;316;3780;81;-
09474158;      Pinzberg;133128;3385;306;3055;3071;-;93;703;4451;360;-;-;90757;24704;1129;1053;61;-
09474160;      Poxdorf;51647;2693;352;1729;47;-;239;364;2357;279;-;-;34443;6960;550;1610;24;-
09474161;      Pretzfeld, M;242018;4821;854;3997;215;228;149;284;10393;288;-;281;112342;103947;1950;1997;272;-
09474168;      Unterleinleiter;124732;3161;396;1440;184;-;157;278;5831;-;-;-;40835;69952;394;2051;53;-
09474171;      Weilersbach;86126;4363;214;1883;141;-;124;392;5095;-;-;285;42177;27409;387;3589;67;-
09474173;      Weißenohe;46874;2283;252;770;28;-;13;182;2044;141;-;113;19071;21040;221;684;32;-
09474175;      Wiesenthau;64342;3780;199;1795;83;-;45;292;2790;462;-;-;41677;9605;160;3369;85;-
09474176;      Wiesenttal, M;458747;6550;624;9317;869;-;292;1163;19910;888;-;-;201708;210376;2603;4354;93;-
09475;    Hof (Lkr);8925278;263261;52677;182982;20038;15058;28050;25894;413507;24606;347;54;4442615;3211240;80280;161056;3613;-
09475112;      Bad Steben, M;258452;9933;862;7950;436;139;2323;894;11170;111;-;-;147939;66426;2255;7882;132;-
09475113;      Berg;388985;7280;1909;7447;849;3966;568;360;24493;-;-;-;209554;120989;3221;8244;105;-
09475120;      Döhlau;152497;11429;1313;4248;1675;699;984;1188;9495;571;-;54;92682;21960;1733;4361;105;-
09475123;      Feilitzsch;302224;7220;651;5729;520;-;1075;438;12864;2002;-;-;185547;78880;1996;5284;18;-
09475127;      Gattendorf;221866;3388;1742;3255;398;13;65;5016;10486;-;-;-;132321;60738;827;3605;12;-
09475128;      Geroldsgrün;155805;9083;1017;3583;199;-;235;638;6821;-;11;-;91322;35419;732;6614;131;-
09475136;      Helmbrechts, St;587176;22663;6105;12178;1197;-;2306;1870;29875;1234;-;-;285104;209266;5064;9878;436;-
09475137;      Issigau;186839;3862;522;2464;132;-;557;253;6417;63;-;-;84517;83264;1314;3435;39;-
09475141;      Köditz;314519;8031;1562;7076;707;2027;493;703;15321;964;-;-;178283;89874;3968;5431;79;-
09475142;      Konradsreuth;432392;8278;2859;8575;639;-;643;641;16101;-;-;-;258202;129302;2852;4177;123;-
09475145;      Leupoldsgrün;102544;4001;339;2122;103;-;107;162;7567;41;-;-;57935;27406;607;2091;63;-
09475146;      Lichtenberg, St;94696;3743;258;1436;146;1235;1443;582;4428;193;-;-;32436;44673;2009;2066;48;-
09475154;      Münchberg, St;687842;22869;4743;20885;3855;255;2970;1471;36508;4168;-;-;417371;155133;7757;9516;341;-
09475156;      Naila, St;370402;18854;4031;10409;1698;577;1785;1608;20207;1324;1;-;141164;154855;3239;10331;319;-
09475158;      Oberkotzau, M;215061;14229;1813;5889;1075;-;879;1049;9119;2640;239;-;110115;60558;1971;5322;163;-
09475161;      Regnitzlosau;398986;8314;689;7116;964;2796;759;512;19882;-;64;-;250355;93107;3333;10986;109;-
09475162;      Rehau, St;803280;21888;6438;12782;1441;1895;3215;1928;34203;2049;-;-;263989;430494;6332;16403;223;-
09475165;      Schauenstein, St;266569;5032;809;5676;230;-;426;394;10344;-;-;-;152722;84033;2724;4075;104;-
09475168;      Schwarzenbach a.d.Saale, St;591828;17947;5402;12664;808;-;3567;1550;25339;4828;31;-;317216;178227;15592;8435;222;-
09475169;      Schwarzenbach a.Wald, St;367029;13262;2892;7568;527;533;553;1339;19721;-;1;-;112125;198999;1414;7944;151;-
09475171;      Selbitz, St;277452;12208;2507;6821;320;-;927;949;17761;1172;-;-;156659;69989;1794;6069;276;-
09475174;      Sparneck, M;163577;5882;894;2662;120;923;497;433;5442;-;-;-;62027;81654;1077;1914;52;-
09475175;      Stammbach, M;346723;7672;1185;7542;446;-;307;573;15635;1804;-;-;201370;105005;1891;3220;73;-
09475181;      Töpen;207996;2851;744;4809;306;-;106;440;6653;-;-;-;138590;48392;1380;3697;28;-
09475182;      Trogen;123167;3661;159;1618;274;-;491;210;9097;263;-;-;64006;40108;753;2425;102;-
09475184;      Weißdorf;219101;3624;636;4064;238;-;257;347;6654;387;-;-;132493;64736;1840;3767;58;-
09475189;      Zell im Fichtelgebirge, M;312355;6055;596;6119;701;-;493;280;10754;792;-;-;163008;118715;1951;2790;101;-
09475444;      Gemeindefreie Gebiete;375915;2;-;295;34;-;19;66;11150;-;-;-;3563;359038;654;1094;-;-
09476;    Kronach (Lkr);6515369;175288;42116;89580;11134;9941;6996;23738;265999;14543;94;-;1838601;3842663;55069;136862;2745;-
09476145;      Kronach, St;669878;39462;10879;20760;1728;810;3444;4627;32617;2414;-;-;290184;234364;6731;21371;487;-
09476146;      Küps, M;356346;20475;3529;8389;1101;-;563;8359;16643;986;32;-;171902;109768;3649;10630;320;-
09476152;      Ludwigsstadt, St;587531;9002;1560;5159;327;2798;171;720;23203;2851;-;-;114378;412303;2120;12742;197;-
09476154;      Mitwitz, M;331939;6232;2827;5841;374;2339;78;591;12939;-;-;-;113229;176306;5624;5488;71;-
09476159;      Nordhalben, M;219288;5213;1638;1811;509;-;100;169;9907;662;-;-;51126;136798;6996;4307;52;-
09476164;      Pressig, M;531939;10376;2323;5894;657;2231;204;771;20517;2811;62;-;143998;330449;3640;7813;193;-
09476166;      Reichenbach;86570;1784;134;1066;58;-;55;211;2737;-;-;-;25507;53862;344;758;54;-
09476171;      Schneckenlohe;93100;3233;661;1619;28;-;42;213;5133;-;-;-;46134;33010;592;2378;57;-
09476175;      Steinbach a.Wald;361452;8433;3441;5022;1121;83;371;1336;13305;1405;-;-;126883;188554;1522;9824;152;-
09476177;      Steinwiesen, M;550268;8102;1434;4150;936;-;208;936;21262;574;-;-;87942;411358;6920;6346;100;-
09476178;      Stockheim;253581;14478;2755;5270;443;-;253;1272;12743;1768;-;-;105247;102093;2477;4476;306;-
09476179;      Tettau, M;238019;6598;3014;1332;269;15;91;700;9825;-;-;-;26056;181408;1056;7537;118;-
09476180;      Teuschnitz, St;342494;5289;736;3328;194;18;232;665;11677;367;-;-;86970;219679;1753;11517;69;-
09476182;      Tschirn;201370;1339;474;1152;109;-;13;144;7830;-;-;-;33250;151556;1086;4396;21;-
09476183;      Marktrodach, M;333206;10449;2179;4955;373;824;256;884;12411;491;-;-;125837;166514;2410;5473;150;-
09476184;      Wallenfels, St;456551;5912;2567;3015;400;38;459;374;20291;-;-;-;46506;367469;3182;6201;137;-
09476185;      Weißenbrunn;264108;8190;1269;4923;2123;710;230;732;11975;214;-;-;119403;104470;1480;8271;118;-
09476189;      Wilhelmsthal;429136;10721;696;5873;383;75;223;1034;16674;-;-;-;123287;260054;2924;7049;143;-
09476444;      Gemeindefreie Gebiete;208593;-;-;21;1;-;3;-;4310;-;-;-;762;202648;563;285;-;-
09477;    Kulmbach (Lkr);6583318;181017;42517;137200;20575;18201;10390;19398;295567;16376;-;-;3230565;2461905;46693;100046;2868;-
09477117;      Grafengehaig, M;208125;3714;623;2984;278;-;89;367;7687;-;-;-;92503;95572;1240;3014;54;-
09477118;      Guttenberg;106547;1693;80;1442;36;1954;160;282;4106;-;-;-;39337;55540;377;1514;26;-
09477119;      Harsdorf;112531;2614;335;1778;143;-;246;106;7163;671;-;-;50138;48140;270;891;36;-
09477121;      Himmelkron;230621;7651;3393;7531;598;-;370;683;15854;2894;-;-;121099;61088;2075;7300;85;-
09477124;      Kasendorf, M;390012;6098;2592;6354;1786;3013;290;455;16226;-;-;-;222971;124070;853;5158;146;-
09477127;      Ködnitz;196232;5167;152;3043;80;-;122;265;9059;416;-;-;92023;82348;1679;1878;-;-
09477128;      Kulmbach, GKSt;927724;56235;16551;27624;5743;990;4580;3682;48780;3852;-;-;432584;297094;9891;19117;1001;-
09477129;      Kupferberg, St;82853;2944;236;1531;56;4570;116;411;3323;-;-;-;39662;27879;506;1579;40;-
09477135;      Ludwigschorgast, M;59419;2958;112;878;141;1318;103;293;3010;599;-;-;30742;17324;659;1229;53;-
09477136;      Mainleus, M;494198;15721;3276;13024;345;294;828;1211;20289;1436;-;-;276250;147564;5287;8382;291;-
09477138;      Marktleugast, M;338736;9460;1357;5741;1092;-;135;1232;12432;-;-;-;155262;145307;2764;3791;163;-
09477139;      Marktschorgast, M;158095;3758;1925;2457;289;-;76;322;9075;1668;-;-;72676;61651;1117;3007;74;-
09477142;      Neudrossenfeld;502451;10218;1320;11092;932;2569;306;867;22842;250;-;-;291044;149298;6724;4882;107;-
09477143;      Neuenmarkt;189459;8098;2269;7026;891;-;377;315;7177;2585;-;-;134559;21047;1340;3693;82;-
09477148;      Presseck, M;548186;5242;349;6162;206;1200;300;542;21037;-;-;-;158918;346034;1940;6125;131;-
09477151;      Rugendorf;173195;2586;642;4318;873;-;28;274;7910;-;-;-;113871;40299;552;1808;34;-
09477156;      Stadtsteinach, St;397947;8747;1850;6684;1282;2154;446;1180;15850;463;-;-;168200;182467;2469;6055;100;-
09477157;      Thurnau, M;641814;10668;2825;11937;1070;-;800;5519;27492;-;-;-;310217;261944;2335;6836;171;-
09477158;      Trebgast;170863;4843;323;3924;303;139;509;607;8052;668;-;-;82010;63021;1786;4608;70;-
09477159;      Untersteinach;114258;4986;1412;2360;1117;-;208;309;6373;874;-;-;68574;23375;1241;3307;122;-
09477163;      Wirsberg, M;172109;4891;684;3398;248;-;136;353;7331;-;-;-;78428;73528;1216;1853;43;-
09477164;      Wonsees, M;367943;2725;211;5912;3066;-;165;123;14499;-;-;-;199497;137315;372;4019;39;-
09478;    Lichtenfels (Lkr);5199665;153328;32121;111517;13003;16267;11366;16687;230630;19554;28;-;2351671;1992512;79621;168445;2915;-
09478111;      Altenkunstadt;329087;12604;1161;8282;250;279;723;1148;13412;-;-;-;151999;125829;3880;9313;207;-
09478116;      Burgkunstadt, St;405965;15929;2965;11085;712;1476;818;1119;17901;1931;-;-;201017;130688;5690;14202;432;-
09478120;      Ebensfeld, M;687288;12098;1472;16309;2257;356;505;1592;31222;1060;-;-;407728;178980;11090;22363;256;-
09478127;      Hochstadt a.Main;137832;4829;1255;3345;130;-;156;537;5691;1413;-;-;75718;36944;3089;4647;78;-
09478139;      Lichtenfels, St;1222885;42609;8584;26472;2931;1580;3040;5875;61192;7198;-;-;424462;580491;22205;35461;785;-
09478143;      Marktgraitz, M;37462;3678;391;932;8;-;87;222;1521;-;28;-;20591;6945;478;2506;75;-
09478144;      Marktzeuln, M;68576;4126;872;1724;987;1716;413;469;3336;472;-;-;40946;7837;1829;3796;53;-
09478145;      Michelau i.OFr.;193560;17324;7100;4469;391;1;1068;1702;8713;271;-;-;74583;60938;7605;9137;258;-
09478155;      Redwitz a.d.Rodach;146626;8313;2342;3875;840;482;656;432;7495;1079;-;-;69821;37410;6376;7337;168;-
09478165;      Bad Staffelstein, St;994077;21537;3086;21260;1559;9890;3373;2158;45752;6130;-;-;478033;351851;15578;33494;376;-
09478176;      Weismain, St;901433;10281;2893;13762;2933;487;522;1201;31904;-;-;-;406749;402894;1741;25839;227;-
09478444;      Gemeindefreie Gebiete;74874;-;-;2;5;-;5;232;2491;-;-;-;24;71705;60;350;-;-
09479;    Wunsiedel i.Fichtelgebirge (Lkr);6064199;178842;50925;111236;16557;9025;13879;20029;262598;24269;3220;104;2332889;2786165;86652;165215;2594;-
09479111;      Bad Alexandersbad;89358;2700;119;3198;216;-;465;133;4109;-;-;-;42097;33609;1129;1531;52;-
09479112;      Arzberg, St;431905;13880;4225;7862;1862;-;450;1163;19150;3109;-;-;194884;168374;6619;10119;208;-
09479126;      Höchstädt i.Fichtelgebirge;149556;3504;765;2992;125;-;137;1254;8251;-;-;-;89610;35026;2639;5224;29;-
09479127;      Hohenberg a.d.Eger, St;81967;4778;1071;1871;339;-;23;230;3800;-;-;-;43158;18836;3669;4132;60;-
09479129;      Kirchenlamitz, St;484812;9914;2017;7679;467;726;233;716;17325;2080;-;-;202519;229499;4008;7515;114;-
09479135;      Marktleuthen, St;354874;8426;1709;6251;353;4;529;367;13839;2665;-;-;172970;135560;4878;7236;87;-
09479136;      Marktredwitz, GKSt;495265;30979;12206;15554;2472;597;1611;2207;33492;6864;-;-;224127;142115;5861;16518;662;-
09479138;      Nagel;77843;6771;417;1909;121;-;186;305;3292;-;-;-;33260;24288;1144;6081;69;-
09479145;      Röslau;298319;6162;1658;4301;503;-;199;455;9500;2158;43;-;156022;100916;6301;10015;86;-
09479147;      Schirnding, M;165103;3944;2462;2315;43;2307;105;356;8042;1729;-;-;49389;89464;2005;2868;74;-
09479150;      Schönwald, St;191914;8496;1285;3613;1012;-;1063;897;11050;835;-;-;58930;96406;2571;5631;125;-
09479152;      Selb, GKSt;623841;34448;10905;21695;3281;233;4316;3274;36673;2559;-;-;308742;154385;13142;29758;430;-
09479158;      Thiersheim, M;237110;5500;2646;4251;2566;237;89;416;13404;-;-;-;146994;52105;2562;6294;46;-
09479159;      Thierstein, M;129333;4228;960;2464;251;-;-;219;7990;-;-;-;67512;35439;5139;5073;58;-
09479161;      Tröstau;192885;7695;1252;3753;112;47;372;5090;7816;339;-;-;86031;69021;3492;7776;89;-
09479166;      Weißenstadt, St;422299;8412;2109;8018;706;38;1375;1291;14271;-;2569;104;183082;171118;12001;17069;136;-
09479169;      Wunsiedel, St;548842;18992;5119;13093;2067;2897;2713;1563;23632;1830;-;-;265577;189003;6168;15919;269;-
09479444;      Gemeindefreie Gebiete;1088973;13;-;417;61;1939;13;93;26962;101;608;-;7985;1041001;3324;6456;-;-
095;  Mittelfranken;72449127;2374309;566203;1857535;255263;147758;317574;320652;3662408;325640;8806;5047;34602767;24938390;973387;2038696;54692;-
09561;    Ansbach (Krfr.St);999309;58250;16037;48512;5744;857;8886;5120;68146;12203;-;-;444504;288594;6190;34967;1299;-
09562;    Erlangen (Krfr.St);769722;111110;25869;55113;4510;291;13615;10303;86171;4718;-;-;235968;171005;27075;21702;2272;-
09563;    Fürth (Krfr.St);633464;103538;28395;50551;3125;-;12310;15728;67561;6746;-;-;222595;81929;13524;23967;3495;-
09564;    Nürnberg (Krfr.St);1864288;348415;103291;177212;18584;969;104978;42137;230492;93513;-;-;334512;316591;34630;44752;14212;-
09565;    Schwabach (Krfr.St);408111;54281;10115;22032;5220;1527;3762;3481;35315;2831;-;-;137877;116128;3030;11142;1370;-
09571;    Ansbach (Lkr);19718248;362759;99656;455797;67055;17815;38039;59576;903200;42432;1334;2362;11208770;5629339;179640;643785;6689;-
09571111;      Adelshofen;271898;1728;352;5269;342;127;152;392;10624;-;-;-;175303;66685;1084;9787;53;-
09571113;      Arberg, M;312922;5145;891;6171;485;-;261;622;12297;-;-;-;154596;119023;4180;9192;59;-
09571114;      Aurach;366714;6681;2429;7209;3046;-;199;734;22478;575;-;-;218442;95356;1372;8105;88;-
09571115;      Bechhofen, M;618686;12882;3060;13021;2143;1950;1210;1511;24205;-;-;-;330175;195185;9893;23090;361;-
09571122;      Bruckberg;76149;2265;113;2538;79;-;237;121;4013;-;-;-;28607;34397;375;3319;85;-
09571125;      Buch a.Wald;264399;1871;421;5505;919;-;174;6730;9598;-;-;-;155656;71636;1901;9953;35;-
09571127;      Burgoberbach;126175;8214;1262;3422;318;579;473;608;6566;-;-;-;83361;14903;1226;5138;105;-
09571128;      Burk;140788;2933;380;1884;1019;63;194;215;5039;-;-;-;44768;76111;2861;5225;96;-
09571130;      Colmberg, M;383472;4233;518;7850;891;-;275;4505;13872;-;-;-;241130;97675;2192;10254;77;-
09571132;      Dentlein a.Forst, M;180148;6688;707;4304;755;95;265;474;6885;-;-;-;62260;89505;2037;6099;74;-
09571134;      Diebach;223506;2000;212;4643;255;426;60;262;13090;-;-;251;148771;43198;832;9450;56;-
09571135;      Dietenhofen, M;639431;11420;4214;13182;2801;-;1472;1129;29095;-;-;-;349974;203171;4274;18502;197;-
09571136;      Dinkelsbühl, GKSt;751877;20761;6127;22215;2341;-;4781;6997;40616;2040;-;-;423148;180166;17113;25162;410;-
09571137;      Dombühl, M;178973;4016;1324;3383;711;-;161;329;7037;2225;-;-;94409;57242;1141;6916;79;-
09571139;      Dürrwangen, M;230338;5948;480;4350;482;814;247;1058;10369;-;-;-;94973;100928;4371;6205;113;-
09571141;      Ehingen;476181;3750;586;8465;452;289;419;792;17158;-;-;-;274692;148064;9421;11949;144;-
09571145;      Feuchtwangen, St;1372680;22055;9497;36290;4130;749;2483;2924;68384;3502;-;-;797604;360153;13479;51151;279;-
09571146;      Flachslanden, M;409348;5637;609;7368;1325;-;355;796;15651;619;495;-;190514;168442;4097;13308;132;-
09571152;      Gebsattel;191259;4214;248;3689;252;263;288;237;14129;-;-;-;135490;23913;1372;7081;83;-
09571154;      Gerolfingen;125922;1988;169;4361;279;57;128;451;5609;420;-;-;85788;14471;1831;10332;38;-
09571155;      Geslau;419713;2592;1023;8640;663;-;252;677;16296;-;-;-;282660;97451;1502;7910;47;-
09571165;      Heilsbronn, St;622386;15679;4861;14047;10046;-;1137;1656;30898;2399;-;-;320498;205650;2114;13212;189;-
09571166;      Herrieden, St;816804;15250;4910;17263;1182;-;3066;1759;34790;-;-;-;467012;241793;4546;25014;219;-
09571169;      Insingen;213283;2238;1223;4497;613;-;125;400;9383;-;-;-;154438;33035;584;6712;35;-
09571170;      Langfurth;211528;5313;544;4890;485;389;177;1161;8803;-;-;-;117092;58552;4910;9078;134;-
09571171;      Lehrberg, M;508601;6144;465;9173;2525;-;620;504;20850;1592;-;-;265205;180202;3150;18070;101;-
09571174;      Leutershausen, St;840955;11482;4148;17607;2648;-;1864;1410;32690;5340;-;-;546430;183375;8196;25575;190;-
09571175;      Lichtenau, M;413606;7655;1611;10170;1127;-;324;4913;24939;-;-;-;219787;124557;2682;15726;115;-
09571177;      Merkendorf, St;260780;5867;2428;7752;1683;-;633;398;12243;1460;59;-;188100;29179;1544;9332;102;-
09571178;      Mitteleschenbach;105083;2813;414;3354;366;-;73;293;4619;-;-;-;58442;32369;388;1914;38;-
09571179;      Mönchsroth;119245;3925;1330;3280;104;642;161;314;5206;-;-;34;61370;34857;2493;5460;69;-
09571180;      Neuendettelsau;338138;11117;2124;11566;1063;-;894;929;18925;625;-;-;176217;101699;2076;10709;194;-
09571181;      Neusitz;137813;4737;1140;3272;498;-;207;737;11686;216;-;13;92895;14787;1041;6542;42;-
09571183;      Oberdachstetten;236269;3949;335;5571;478;-;297;288;9992;1776;-;-;129083;75361;969;8126;44;-
09571188;      Ohrenbach;227455;1035;293;5576;687;-;127;-;12410;-;-;-;163058;35238;760;8226;45;-
09571189;      Ornbau, St;151610;3475;614;3123;703;-;299;452;5734;-;573;-;119970;5438;3025;8152;52;-
09571190;      Petersaurach;418224;11969;1737;8977;3871;-;637;878;20471;2961;-;-;199108;153628;1874;11946;167;-
09571192;      Röckingen;109117;1619;190;2729;203;-;86;302;4514;-;-;-;82964;8503;1437;6527;43;-
09571193;      Rothenburg ob der Tauber, GKSt;416901;15360;7059;13843;763;5869;3703;948;21854;1973;-;-;283158;44272;2910;14873;316;-
09571194;      Rügland;209159;2784;708;4716;471;-;186;339;9316;-;-;-;109414;71290;1239;8648;48;-
09571196;      Sachsen b.Ansbach;209406;8204;277;5817;1026;-;371;765;9435;5057;-;-;106814;59673;1388;10475;104;-
09571198;      Schillingsfürst, St;275082;5907;1934;6822;742;-;1636;509;12595;-;-;-;125199;113875;1409;4339;115;-
09571199;      Schnelldorf;514526;8232;4294;10946;1192;-;599;1295;30633;1992;-;-;243027;192913;3406;15807;190;-
09571200;      Schopfloch, M;153458;6563;1115;6049;193;-;542;318;7692;959;-;-;98577;23855;2160;5134;301;-
09571205;      Steinsfeld;318135;2470;1529;6317;827;3259;158;-;15558;487;-;-;218049;57902;1304;10211;64;-
09571208;      Unterschwaningen;185695;1708;313;3960;279;265;1234;798;7040;834;-;-;100109;60048;3795;5266;46;-
09571214;      Wassertrüdingen, St;535816;11156;2509;12781;1422;-;1024;1473;20628;1373;207;797;322216;140458;3963;15565;244;-
09571216;      Weidenbach, M;217177;4730;377;6819;452;-;284;501;9900;715;-;-;142372;42901;2219;5835;72;-
09571217;      Weihenzell;452268;6196;1105;9278;943;-;670;611;16891;693;-;-;240286;158137;2078;15279;101;-
09571218;      Weiltingen, M;240250;2789;330;5803;400;-;527;319;9601;-;-;-;150888;58520;2345;8645;83;-
09571222;      Wettringen;214220;2440;326;3165;116;543;100;417;7428;-;-;-;99587;92958;980;6120;40;-
09571223;      Wieseth;205906;3023;802;6231;292;148;149;638;7634;-;-;-;126986;48340;2504;9082;77;-
09571224;      Wilburgstetten;252861;5322;6941;4967;783;944;194;567;11151;1919;-;685;103468;98454;8598;8816;52;-
09571225;      Windelsbach;384895;2249;299;5638;573;-;164;292;15709;276;-;582;167727;179298;2756;9285;47;-
09571226;      Windsbach, St;681256;11415;2732;15556;863;-;830;734;30759;221;-;-;341921;253049;4167;18849;160;-
09571227;      Wittelshofen;242314;2061;241;6958;354;-;270;232;10369;8;-;-;177203;34533;1827;8162;96;-
09571228;      Wörnitz;244543;3457;2613;7659;1073;-;177;438;16449;175;-;-;171503;31006;1064;8884;45;-
09571229;      Wolframs-Eschenbach, St;254730;5405;1163;5866;2321;344;408;424;11086;-;-;-;146276;74219;1083;6037;98;-
09571444;      Gemeindefreie Gebiete;18174;-;-;-;-;-;-;-;308;-;-;-;-;17740;102;24;-;-
09572;    Erlangen-Höchstadt (Lkr);5646417;240700;31063;127287;16571;4575;22623;28975;281720;8489;329;1120;2138671;2371343;206914;161856;4181;-
09572111;      Adelsdorf;316828;13696;1530;11401;861;-;1227;1701;15266;482;-;-;139830;92208;24028;14405;193;-
09572114;      Aurachtal;184029;6269;552;3605;526;-;485;471;7849;-;-;-;107652;47925;4531;4048;116;-
09572115;      Baiersdorf, St;118067;11247;1723;4785;418;-;1813;677;10040;1004;-;-;58408;16769;4690;6299;194;-
09572119;      Bubenreuth;41429;7648;340;1580;52;-;264;365;3708;474;-;-;11070;14097;820;799;212;-
09572120;      Buckenhof;13894;4848;14;686;72;-;327;78;1425;-;-;66;2732;2969;232;355;90;-
09572121;      Eckental, M;297321;26559;3146;10853;837;-;1457;2648;17912;847;79;3;150938;69703;3637;8302;400;-
09572126;      Gremsdorf;129663;2852;1386;2805;249;595;212;415;8879;264;-;-;67344;20470;16924;7216;52;-
09572127;      Großenseebach;72010;4247;168;1244;157;-;211;415;3179;-;-;-;25482;32175;2620;2022;90;-
09572130;      Hemhofen;67542;9969;896;2965;343;-;462;941;4549;387;-;-;21507;19181;3170;2852;320;-
09572131;      Heroldsberg, M;110944;14997;1762;3554;433;944;1564;958;7962;675;-;40;60328;14152;597;2783;195;-
09572132;      Herzogenaurach, St;476268;34625;6785;18916;2322;-;5328;9712;25532;1029;-;-;221187;124861;9598;15873;500;-
09572133;      Heßdorf;247751;6456;1294;4642;535;330;571;481;13954;-;250;-;100312;82842;24679;11354;51;-
09572135;      Höchstadt a.d.Aisch, St;708793;26979;3759;14715;1997;1605;1666;1993;38725;163;-;-;273426;280140;39332;23746;547;-
09572137;      Kalchreuth;108609;5253;474;3600;226;559;918;785;4909;624;-;-;67107;20846;1322;1884;102;-
09572139;      Lonnerstadt, M;227178;3864;338;4689;660;337;369;512;9122;-;-;-;119640;79261;2777;5486;123;-
09572141;      Marloffstein;66161;4009;8;1753;65;-;262;282;2976;-;-;-;39522;14912;1031;1304;37;-
09572142;      Möhrendorf;131761;8530;420;3007;209;205;523;635;6774;460;-;698;48356;48845;8024;4983;92;-
09572143;      Mühlhausen, M;165996;2995;576;4446;451;-;299;582;9344;424;-;-;94015;46399;2202;4121;142;-
09572147;      Oberreichenbach;48245;2401;408;1302;51;-;214;20;2307;-;-;-;18862;18750;2793;1076;61;-
09572149;      Röttenbach;77620;10381;294;2991;400;-;605;478;3888;-;-;-;22100;27194;5839;3386;64;-
09572154;      Spardorf;32249;3506;-;1334;38;-;138;383;1342;-;-;-;14353;9496;76;1435;148;-
