GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09677159;      Mittelsinn;142785;2364;539;1723;189;-;194;223;4816;1708;-;-;50090;78462;945;1483;49;-
09677164;      Neuendorf;96480;2667;517;500;698;-;82;253;3684;1131;-;-;8927;72545;4684;769;23;-
09677165;      Neuhütten;59530;3890;321;1805;35;-;389;300;3387;706;-;-;26682;20136;630;1104;145;-
09677166;      Neustadt a.Main;198060;3797;174;750;161;-;270;714;6371;-;-;-;14397;161611;6138;3603;74;-
09677169;      Obersinn, M;116969;3253;114;1371;69;-;193;650;4072;1492;-;-;40435;63083;992;1213;32;-
09677170;      Partenstein;104754;6132;676;1756;511;-;417;472;4994;493;-;-;19842;66106;764;2515;76;-
09677172;      Rechtenbach;72665;2669;17;523;45;-;79;10;2715;-;-;-;12452;51562;178;2372;43;-
09677175;      Retzstadt;180779;3560;113;1777;593;2171;249;471;8994;-;-;-;113444;47469;123;1783;32;-
09677177;      Rieneck, St;261992;5486;453;1827;139;-;551;416;8147;2080;-;-;21802;216863;1934;1632;662;-
09677178;      Roden;200617;3031;274;2605;630;-;93;302;9361;-;-;-;95836;85977;1037;1429;42;-
09677181;      Rothenfels, St;120641;2600;190;1536;53;-;398;351;4514;60;-;-;29710;78226;2004;939;60;-
09677182;      Schollbrunn;122855;2741;344;1073;209;-;172;230;6050;-;-;-;23609;86708;521;1177;21;-
09677186;      Steinfeld;336923;5454;955;4458;563;1558;639;763;15973;84;-;-;173888;128898;1121;2464;105;-
09677189;      Thüngen, M;136092;3053;685;1785;4417;-;624;297;5971;885;-;-;70463;44874;689;2295;54;-
09677193;      Urspringen;179860;3322;294;1979;688;-;269;290;8358;-;-;-;106308;56633;87;1598;34;-
09677200;      Wiesthal;92396;4052;491;1255;193;-;160;172;3316;1086;-;-;24281;49308;894;7074;114;-
09677203;      Zellingen, M;414405;11013;1111;9093;972;1075;1675;1666;21606;1825;-;-;190799;159317;6917;7187;149;-
09677444;      Gemeindefreie Gebiete;1672856;15;-;302;12;-;154;54;40593;512;-;-;3283;1622541;1311;4079;-;-
09678;    Schweinfurt (Lkr);8414613;222303;24005;165942;31900;5508;40668;38003;510828;18751;-;71;4890541;2199358;75786;186021;4928;-
09678115;      Bergrheinfeld;198662;7811;1554;4203;5412;234;1462;1543;15562;2181;-;-;120790;20208;10547;6956;199;-
09678122;      Dingolshausen;102316;3464;101;2137;335;-;463;272;5687;-;-;-;80689;6969;580;1581;38;-
09678123;      Dittelbrunn;238353;14580;60;4372;596;933;1310;1529;13939;-;-;-;122509;74045;228;3993;259;-
09678124;      Donnersdorf;269683;4135;768;6529;727;168;627;876;13880;-;-;-;176557;59852;2206;3271;87;-
09678128;      Euerbach;174009;7059;6;2684;183;-;1500;761;10076;-;-;-;117670;30390;223;3241;216;-
09678130;      Frankenwinheim;147337;1595;-;2776;674;225;358;379;6819;324;-;-;116329;15406;455;1950;47;-
09678132;      Geldersheim;153282;4780;815;14325;546;-;356;272;11439;3944;-;-;102024;8729;452;5529;71;-
09678134;      Gerolzhofen, St;183912;11232;1498;9174;862;-;1277;1569;13784;458;-;-;120953;16109;3845;2884;267;-
09678135;      Gochsheim;206740;7926;4399;9957;441;416;2505;1028;18658;1985;-;-;115368;35607;1797;6373;280;-
09678136;      Grafenrheinfeld;113497;5584;600;2773;4040;315;1160;864;7508;12;-;-;49001;26187;9045;6254;154;-
09678138;      Grettstadt;349289;9984;784;4734;861;-;466;1796;21486;384;-;33;206021;90932;2978;8711;119;-
09678150;      Kolitzheim;591005;10957;2162;12948;2654;80;1560;1850;33446;20;-;-;454819;59102;2042;9130;235;-
09678153;      Lülsfeld;112029;1567;-;2365;174;-;312;377;6733;218;-;-;88427;9081;300;2430;45;-
09678157;      Michelau i.Steigerwald;141532;3399;170;3103;281;189;513;302;7791;-;-;-;91547;31229;592;2362;54;-
09678160;      Niederwerrn;97700;11175;373;6722;363;-;1919;788;9806;979;-;-;62038;1145;257;1995;140;-
09678164;      Oberschwarzach, M;255145;3300;99;5263;794;-;688;808;13854;-;-;38;163161;60231;1674;5199;36;-
09678168;      Poppenhausen;391320;10663;352;4491;455;-;1675;800;29281;1552;-;-;231270;101987;1124;7482;188;-
09678170;      Röthlein;190876;8322;1025;5826;913;-;1355;1373;11330;-;-;-;102494;41094;9843;7134;167;-
09678174;      Schonungen;810323;18445;748;7286;1211;24;2016;9087;39493;922;-;-;338297;371080;8600;12713;401;-
09678175;      Schwanfeld;119983;4330;362;1989;525;-;517;333;6236;-;-;-;85897;17176;84;2277;257;-
09678176;      Schwebheim;81005;7347;2584;4590;697;-;677;711;7265;-;-;-;36554;17762;354;2352;112;-
09678178;      Sennfeld;69796;5413;1880;3938;139;-;3476;1270;6314;245;-;-;33937;8962;1813;2312;97;-
09678181;      Stadtlauringen, M;636097;9667;553;10341;646;466;2952;2040;34649;-;-;-;412481;145700;4687;11626;289;-
09678183;      Sulzheim;267853;4118;393;3713;2361;2015;748;1018;14777;906;-;-;189117;42824;2167;3532;164;-
09678186;      Üchtelhausen;621436;9367;281;5759;774;26;1448;1568;31460;-;-;-;229204;303125;1308;36907;209;-
09678190;      Waigolshausen;237580;6260;53;3027;1509;-;1020;513;12282;1858;-;-;186711;20442;2235;1544;126;-
09678192;      Wasserlosen;512970;6693;399;6025;1287;-;1328;1451;38486;-;-;-;299927;146123;342;10759;150;-
09678193;      Werneck, M;735675;21306;1828;13395;2389;417;6555;2626;55253;2429;-;-;522948;90140;1867;14060;462;-
09678196;      Wipfeld;52293;1824;158;1425;51;-;417;199;3775;334;-;-;32288;6815;3563;1385;59;-
09678444;      Gemeindefreie Gebiete;352915;-;-;72;-;-;8;-;9759;-;-;-;1513;340906;578;79;-;-
09679;    Würzburg (Lkr);9684132;267581;40640;182454;40898;33174;31572;31465;549404;38761;490;1492;5949033;2229564;50776;230849;5979;-
09679114;      Aub, St;175436;2371;297;3957;638;4072;641;309;9505;-;-;-;128973;19856;786;3941;90;-
09679117;      Bergtheim;264839;5732;705;4374;1134;-;759;1158;12824;1409;-;-;208484;24683;221;3195;161;-
09679118;      Bieberehren;148239;1566;35;2074;124;-;439;163;8210;-;-;-;100897;28292;1506;4894;39;-
09679122;      Bütthard, M;362611;2472;92;4814;605;-;431;664;14884;-;-;-;275063;58074;468;4954;90;-
09679124;      Eibelstadt, St;70636;4175;1284;3085;176;387;614;628;6936;35;-;-;31295;11324;4348;6284;65;-
09679126;      Eisingen;53224;4774;453;3554;179;-;224;549;4503;-;-;-;31290;5058;41;2487;112;-
09679128;      Erlabrunn;40060;3102;3;757;110;-;308;924;3975;-;-;-;17614;9122;2513;1597;35;-
09679130;      Estenfeld;181229;7919;593;4144;375;186;694;727;17136;-;-;-;115888;28569;302;4420;276;-
09679131;      Frickenhausen a.Main, M;105515;2057;124;1785;380;534;397;738;7861;967;-;-;57254;24985;4278;4104;51;-
09679134;      Gaukönigshofen;319895;4118;248;5546;70;-;622;547;15219;761;-;-;277156;7081;761;7675;91;-
09679135;      Gelchsheim, M;157472;1555;312;3480;1567;-;186;337;7154;-;-;-;133759;6965;119;1992;46;-
09679136;      Gerbrunn;45832;8008;342;2527;23;-;525;586;3188;-;-;-;20732;4779;34;4940;148;-
09679137;      Geroldshausen;103913;2878;615;2013;5798;2131;480;164;4598;1209;-;-;81088;1477;94;1327;41;-
09679138;      Giebelstadt, M;480537;8246;4564;9029;4537;-;697;1438;20800;17692;-;-;392106;14657;359;6017;395;-
09679141;      Greußenheim;176700;2542;4;3180;323;-;476;335;8801;-;-;-;102671;54053;209;4076;30;-
09679142;      Güntersleben;160471;7617;402;3360;379;1246;474;785;8553;-;-;-;89085;43260;63;5119;128;-
09679143;      Hausen b.Würzburg;219799;4537;174;4797;642;-;526;661;15949;-;-;-;152949;35997;243;3221;103;-
09679144;      Helmstadt, M;227956;4597;972;3515;1613;2654;838;607;16138;-;-;-;132366;60639;83;3871;63;-
09679146;      Hettstadt;139193;5992;234;2055;44;-;497;353;7020;598;-;-;97511;21557;49;3197;86;-
09679147;      Höchberg, M;75482;16219;927;2961;588;-;712;733;7262;-;-;-;29030;13946;29;2745;330;-
09679149;      Holzkirchen;84249;2130;2;1261;111;751;282;346;4927;-;-;-;39745;33446;147;1058;43;-
09679153;      Kirchheim;189787;5264;1527;2221;944;9552;177;558;7966;1064;-;-;126150;30984;204;3117;59;-
09679154;      Kist;38660;4321;284;1039;255;-;257;686;5089;-;-;-;22339;2619;7;1720;44;-
09679155;      Kleinrinderfeld;77389;4382;1562;1747;489;202;136;399;4474;-;-;-;57548;4190;112;2086;62;-
09679156;      Kürnach;122838;7198;1558;3371;985;-;507;600;11218;-;-;-;74500;20346;119;2329;107;-
09679161;      Margetshöchheim;66713;5564;262;1283;53;27;711;207;4299;320;-;-;31439;17429;2782;2154;183;-
09679164;      Neubrunn, M;265548;4426;609;2712;409;143;633;841;13054;-;-;1486;144468;91080;143;5482;62;-
09679165;      Altertheim;240723;3251;94;3234;364;-;831;664;13387;-;-;-;158508;54965;183;5167;75;-
09679167;      Eisenheim, M;115545;2665;83;1383;515;434;311;730;8182;259;-;-;72097;19400;4501;4941;44;-
09679169;      Oberpleichfeld;86525;1806;250;1700;413;-;440;460;4341;812;-;-;74735;229;113;1192;34;-
09679170;      Ochsenfurt, St;635749;19371;6969;12839;1629;824;2776;1890;33862;2199;490;-;437168;85481;5543;24353;355;-
09679174;      Prosselsheim;200369;2083;179;2790;2039;-;328;208;8020;1534;-;6;158222;21234;199;3479;48;-
09679175;      Randersacker, M;162618;5455;367;2690;103;-;774;834;12166;332;-;-;94133;30483;4974;10195;112;-
09679176;      Reichenberg, M;347859;7733;1488;6966;859;-;1147;1004;16267;1613;-;-;244576;60092;213;5769;132;-
09679177;      Remlingen, M;204435;2974;143;3291;303;1221;491;579;9628;-;-;-;121596;60684;96;3348;81;-
09679179;      Riedenheim;239866;1153;52;3202;2692;-;120;263;10835;301;-;-;142077;75714;251;3156;50;-
09679180;      Rimpar, M;364104;12649;1534;4733;1682;-;1009;665;17596;-;-;-;182965;131527;853;8710;181;-
09679182;      Röttingen, St;272036;3220;1466;4373;643;31;683;211;13208;-;-;-;150588;87996;1144;8403;70;-
09679185;      Rottendorf;148338;7050;1954;5475;376;-;706;462;11835;3380;-;-;94588;18456;173;3774;109;-
09679187;      Sommerhausen, M;72164;2740;93;1950;50;1617;495;1732;6706;-;-;-;38084;12578;1608;4445;66;-
09679188;      Sonderhofen;187997;1096;125;2832;1376;-;249;246;8328;-;-;-;169861;1224;232;2370;58;-
09679192;      Tauberrettersheim;85585;1595;9;1595;53;-;276;292;5326;-;-;-;54690;18907;729;2089;24;-
09679193;      Theilheim;96928;4145;131;1448;68;-;99;373;7379;-;-;-;66652;12542;39;3951;101;-
09679194;      Thüngersheim;110564;4697;452;2203;224;393;900;598;8788;1284;-;-;46808;35918;3886;4311;102;-
09679196;      Uettingen;135256;3533;250;3174;1568;55;647;427;9524;-;-;-;67966;44885;391;2805;31;-
09679200;      Leinach;280241;5746;58;6374;272;-;625;673;14031;242;-;-;151751;92190;82;8096;101;-
09679201;      Unterpleichfeld;239308;5100;556;6221;661;-;455;477;13538;-;-;-;184024;25327;252;2637;60;-
09679202;      Veitshöchheim;107581;14096;2813;10868;872;-;3007;495;7811;1221;-;-;33364;27875;1964;2671;524;-
09679204;      Waldbrunn;66227;5072;277;1008;458;-;306;449;7002;-;-;-;43231;4333;155;3796;140;-
09679205;      Waldbüttelbrunn;191561;8062;2081;3031;233;5174;664;898;12467;-;-;-;106956;44662;245;6795;293;-
09679206;      Winterhausen, M;87262;2333;495;2577;677;1165;395;231;5851;1529;-;-;46068;20195;1414;4300;32;-
09679209;      Zell a.Main, M;99609;6194;370;1666;38;-;509;529;5884;-;-;-;34072;47545;1345;1241;216;-
09679444;      Gemeindefreie Gebiete;551459;-;167;190;179;375;86;32;25899;-;-;-;2853;520654;171;853;-;-
097;  Schwaben;99933575;3191581;815984;2475500;308805;200989;272369;417294;4273864;247735;108471;25257;53701873;29383831;1723561;2729052;57409;-
09761;    Augsburg (Krfr.St);1468576;202498;64668;106397;10361;383;54216;27875;137953;20988;58;1503;382223;376147;41186;34085;8035;-
09762;    Kaufbeuren (Krfr.St);400280;51050;16049;40319;3907;2168;3451;2760;29046;1907;638;-;134388;101242;8542;3054;1759;-
09763;    Kempten (Allgäu) (Krfr.St);632793;61326;20023;44218;2198;-;15666;7984;48949;5114;537;18;323592;81178;13049;7223;1718;-
09764;    Memmingen (Krfr.St);701392;54502;23083;37651;2390;2348;6759;3257;48010;3845;366;-;328306;173115;4833;11251;1676;-
09771;    Aichach-Friedberg (Lkr);7803047;252412;49675;197658;27614;15256;13287;24159;353684;15771;325;252;4639689;1994106;83622;131685;3852;-
09771111;      Adelzhausen;169596;3345;464;3747;293;806;15;564;9186;-;-;-;107999;39145;733;3259;40;-
09771112;      Affing;448164;11698;2338;11690;1216;778;318;2206;16624;2927;-;-;295646;88715;4904;8912;192;-
09771113;      Aichach, St;928685;38038;9844;26091;4748;2023;2431;3350;47623;2343;72;-;469556;297079;5619;19274;594;-
09771114;      Aindling, M;313941;11141;1215;8712;342;208;140;946;13514;-;-;-;183912;89860;537;3271;143;-
09771122;      Dasing;408354;10926;2885;13520;610;2753;241;1105;25244;1085;-;-;262852;77169;1786;8042;136;-
09771129;      Eurasburg;239351;3899;1212;3184;566;1278;15;304;9973;-;-;-;74601;141454;203;2598;64;-
09771130;      Friedberg, St;812553;51905;11226;26634;3841;1183;3826;4644;46751;2418;-;-;450653;181487;8434;18743;808;-
09771140;      Hollenbach;260980;5837;1423;5671;1507;432;479;354;10121;-;-;20;169250;62523;661;2610;92;-
09771141;      Inchenhofen, M;275548;5452;944;7103;362;320;87;438;10514;-;-;-;202961;42194;1488;3583;102;-
09771142;      Kissing;231379;16959;5179;8160;1283;366;962;1380;10939;1519;-;-;126333;41400;11985;4719;195;-
09771144;      Kühbach, M;374982;10143;2675;9270;866;228;421;1380;18168;1236;-;-;221821;99135;4387;5063;189;-
09771145;      Merching;248130;5470;912;4574;223;731;431;385;8996;1348;-;-;193644;12321;15123;3849;123;-
09771146;      Mering, M;268302;19765;1737;8361;2035;-;1048;1402;13900;2328;-;-;160706;48617;1258;6907;238;-
09771149;      Obergriesbach;103102;5448;9;2187;487;233;50;365;5201;293;-;-;49515;37589;418;1205;102;-
09771155;      Petersdorf;195028;4515;153;4646;1222;202;97;652;9398;-;-;-;107885;63937;235;1978;108;-
09771156;      Pöttmes, M;825488;15381;2896;18691;2090;453;1672;1653;34555;-;-;-;475754;255177;2824;14112;230;-
09771158;      Rehling;262404;5917;746;5060;829;513;155;854;9804;-;-;-;179872;51125;5389;2032;108;-
09771160;      Ried;292144;6596;660;7110;624;520;146;384;11525;-;-;-;201575;57875;795;4257;77;-
09771162;      Schiltberg;297859;4735;540;5994;560;828;34;377;11174;-;253;232;161697;108048;1164;2133;90;-
09771163;      Schmiechen;134942;3175;28;2783;686;-;21;322;4136;274;-;-;98539;19698;3099;2124;57;-
09771165;      Sielenbach;178435;3231;157;5393;304;218;51;369;6384;-;-;-;128049;29231;1085;3909;54;-
09771168;      Steindorf;162034;2896;103;3135;71;622;-;413;5473;-;-;-;112892;33212;505;2678;34;-
09771169;      Todtenweis;202524;3178;1655;2647;478;327;631;30;7585;-;-;-;125603;45620;10522;4207;41;-
09771176;      Baar (Schwaben);169122;2762;674;3295;2371;234;16;282;6896;-;-;-;78374;71495;468;2220;35;-
09772;    Augsburg (Lkr);10711081;483317;121875;341637;48353;23946;31731;52814;536184;27742;5080;810;5164074;3572484;101566;192322;7146;-
09772111;      Adelsried;97042;5886;700;3159;118;-;224;555;6336;-;-;-;41497;34282;418;3752;115;-
09772114;      Allmannshofen;103213;2246;101;2722;5437;-;382;103;5175;522;-;-;60577;23562;1066;1252;68;-
09772115;      Altenmünster;411894;12344;1112;8852;2182;269;211;1708;17785;-;-;-;172356;186771;2432;5698;174;-
09772117;      Aystetten;93449;8086;9;1079;75;-;738;534;5395;-;-;-;7840;68504;110;1011;68;-
09772121;      Biberbach, M;368857;9530;492;8337;660;84;427;862;17422;215;173;-;164618;155728;3160;7029;120;-
09772125;      Bobingen, St;502775;29488;10909;11700;1234;2356;2258;9088;24886;1638;-;-;193939;197605;7375;9825;474;-
09772126;      Bonstetten;67495;4109;36;1014;241;-;82;394;3193;-;39;-;20257;36916;42;1104;68;-
09772130;      Diedorf, M;332484;20481;1709;8323;520;129;1159;1042;14055;1182;493;-;122550;152607;2268;5702;264;-
09772131;      Dinkelscherben, M;676950;15622;2990;15488;2217;1093;530;1379;28226;2770;-;-;385963;207898;3904;8589;281;-
09772134;      Ehingen;96471;3020;165;2397;476;-;60;232;4866;-;98;-;69153;14293;575;1070;66;-
09772136;      Ellgau;139121;2655;512;3183;323;325;28;278;5056;-;-;-;102614;17156;5339;1627;25;-
09772137;      Emersacker;116854;3668;191;1330;180;-;129;460;4925;-;-;80;22347;80481;672;2347;44;-
09772141;      Fischach, M;302090;11253;3455;7594;349;163;957;909;12939;797;-;-;133769;121532;2090;6085;198;-
09772145;      Gablingen;267016;10598;2868;20816;1037;3530;530;1134;11686;1093;712;-;123696;83551;1734;3817;214;-
09772147;      Gersthofen, St;340078;28232;24231;12990;3155;2506;3702;1460;33158;1088;-;-;102316;109267;2996;14481;496;-
09772148;      Gessertshausen;413446;10889;1207;8207;860;245;783;1753;15885;1366;-;-;145319;215193;2884;8691;164;-
09772149;      Graben;145628;7372;1711;42523;234;668;489;312;7145;493;-;-;80881;1056;349;2295;100;-
09772151;      Großaitingen;390527;12660;1523;5492;703;601;485;1108;14489;711;190;-;180270;163092;4012;5044;147;-
09772156;      Heretsried;173150;2825;186;1971;1859;430;86;222;6164;-;-;-;54397;102944;601;1399;66;-
09772157;      Hiltenfingen;145511;3738;279;2926;567;-;39;576;6532;-;-;-;112025;15963;1709;1102;55;-
09772159;      Horgau;264842;6728;919;4759;1580;169;400;897;11769;-;734;-;117191;115254;765;3631;46;-
09772160;      Kleinaitingen;156585;2707;1871;14454;3650;1651;50;358;6522;613;-;-;93720;23434;547;6958;50;-
09772162;      Klosterlechfeld;23612;5652;583;613;75;713;253;397;3551;376;-;585;8815;633;-;1263;103;-
09772163;      Königsbrunn, St;184015;31715;12317;14817;1333;812;3144;6609;20848;-;-;-;84267;2485;2155;2957;556;-
09772166;      Kühlenthal;71313;2513;113;2253;204;-;19;84;2593;-;16;-;43590;18224;595;1109;-;-
09772167;      Kutzenhausen;279191;6770;1216;5997;731;54;207;127;11267;1283;-;-;159472;87853;1028;3105;81;-
09772168;      Langenneufnach;128173;5066;1072;3599;28;55;79;465;5300;455;-;-;65199;43582;661;2557;55;-
09772170;      Langerringen;421016;9885;1602;12612;1070;149;529;683;15801;2103;330;-;354758;13190;4151;4034;119;-
09772171;      Langweid a.Lech;235645;12071;5853;5731;1976;1928;488;1078;16068;792;-;-;111028;71046;2974;4279;333;-
09772177;      Meitingen, M;298821;22197;9197;10919;2212;828;973;2211;21863;1511;-;103;167746;46202;5281;7315;263;-
09772178;      Mickhausen;158901;3893;362;4601;6;-;190;193;5798;-;-;-;82183;57964;866;2816;29;-
09772179;      Mittelneufnach;169285;2606;260;3025;367;-;12;235;6167;576;-;-;77173;75547;952;2317;48;-
09772184;      Neusäß, St;252092;40005;7911;10396;1361;-;3424;2336;18196;1426;-;-;103398;56059;2073;4997;510;-
09772185;      Nordendorf;75179;6263;883;2731;1997;-;227;527;6007;543;-;-;45768;6433;1699;2006;95;-
09772186;      Oberottmarshausen;85982;3119;213;2254;3633;2098;129;340;3690;419;2;-;53980;8973;5002;2068;62;-
09772197;      Scherstetten;157214;3248;137;3318;134;-;39;65;5347;-;-;-;78588;63259;552;2505;22;-
09772200;      Schwabmünchen, St;555199;25897;6221;14403;590;1183;2380;1888;29847;1944;108;-;321785;135697;5773;7109;374;-
09772202;      Stadtbergen, St;114900;22418;2019;5211;353;-;2025;4769;10656;74;-;-;25333;38899;184;2605;354;-
09772207;      Thierhaupten, M;391702;10503;2373;7163;2056;560;671;860;15379;-;-;-;208351;126828;11373;5445;140;-
09772209;      Untermeitingen;160319;12888;2802;17221;36;24;752;933;9041;394;-;-;109083;3917;-;3148;80;-
09772211;      Ustersbach;111414;3255;483;2553;519;-;40;325;5228;378;-;-;68966;27631;522;1486;28;-
09772214;      Walkertshofen;127462;3114;1005;2648;92;-;74;329;4772;548;-;-;56964;54706;658;2517;35;-
09772215;      Wehringen;141036;7112;1972;2456;364;334;787;724;5851;379;-;-;98512;17026;1976;3420;123;-
09772216;      Welden, M;179780;9581;1697;3717;464;148;711;757;8727;-;732;42;58570;90497;1346;2663;128;-
09772217;      Westendorf;63230;3851;1201;2001;210;-;59;377;5380;606;-;-;45866;637;895;2045;102;-
09772223;      Zusmarshausen, M;687336;15558;3207;12082;885;841;770;1138;34442;1447;1453;-;227384;366080;5799;16047;203;-
09772444;      Gemeindefreie Gebiete;32786;-;-;-;-;-;-;-;756;-;-;-;-;32027;3;-;-;-
09773;    Dillingen a.d.Donau (Lkr);7922181;260057;48259;166036;31918;15470;18924;21847;375724;6362;-;788;4735097;1868607;220619;148903;3570;-
09773111;      Aislingen, M;193475;4395;838;3498;356;-;529;339;8164;-;-;-;138621;20235;11564;4910;26;-
09773112;      Bachhagel;197501;7316;838;4761;789;232;400;293;11564;-;-;-;151161;14799;360;4909;79;-
09773113;      Bächingen a.d.Brenz;73406;3822;894;2466;397;-;460;269;3752;-;-;-;56600;1711;1651;1332;52;-
09773116;      Binswangen;119099;3714;241;2466;126;1950;135;321;6024;-;-;-;79649;11218;9942;3251;62;-
09773117;      Bissingen, M;642146;11632;1977;12970;1134;1057;351;1002;30693;-;-;788;357665;213105;2640;6942;190;-
09773119;      Blindheim;263927;6393;738;4405;1711;-;177;715;10443;721;-;-;146735;75943;8883;7016;47;-
09773122;      Buttenwiesen;594891;18602;4284;11472;2976;1499;507;2015;25972;234;-;-;422162;86363;7292;11301;212;-
09773125;      Dillingen a.d.Donau, GKSt;755796;38528;4055;25409;2670;738;2387;3910;43639;1424;-;-;468503;118225;29501;16193;614;-
09773133;      Glött;109898;3627;511;2091;435;102;527;371;4485;-;-;-;72882;17218;5330;2271;48;-
09773136;      Gundelfingen a.d.Donau, St;540547;19235;8323;10081;2883;3565;1971;2032;23180;1237;-;-;272447;134547;46473;14401;172;-
09773137;      Haunsheim;178099;5540;239;2457;224;799;757;740;7669;-;-;-;98565;58142;403;2510;54;-
09773139;      Höchstädt a.d.Donau, St;374485;15184;3588;10767;1607;1440;1795;1061;20361;1123;-;-;224400;57901;26167;8906;185;-
09773140;      Holzheim;408640;13170;1169;6475;1759;438;551;1442;16695;-;-;-;223571;123534;13733;5927;176;-
09773143;      Laugna;276049;5633;183;4493;448;53;143;251;11925;-;-;-;126309;122691;1312;2525;83;-
09773144;      Lauingen (Donau), St;443847;20472;7738;13635;9645;218;3629;1280;22850;439;-;-;259751;69286;23079;11217;608;-
09773146;      Lutzingen;249581;3452;300;2526;396;-;78;436;9958;-;-;-;97256;133207;720;1221;31;-
09773147;      Mödingen;230159;4296;280;3530;377;-;216;365;9911;-;-;-;157002;48302;1641;4207;32;-
09773150;      Finningen;278423;6199;580;3682;401;309;422;516;11501;-;-;-;139534;107608;3976;3642;53;-
09773153;      Medlingen;170738;3992;294;1794;4;-;203;218;7088;561;-;-;97093;58081;177;1198;35;-
09773164;      Schwenningen;250467;4659;350;4380;302;372;243;390;9933;623;-;-;168063;37965;13468;9668;51;-
09773170;      Syrgenstein;166565;12639;1034;4099;153;187;840;1063;10082;-;-;-;76947;55964;250;3205;102;-
09773179;      Villenbach;178070;5127;271;2812;443;-;103;235;6715;-;-;-;131610;25886;1543;3246;79;-
09773182;      Wertingen, St;518720;23903;7226;14940;1241;392;1068;1409;31708;-;-;-;340629;85286;3303;7260;355;-
09773183;      Wittislingen, M;174191;8613;1119;2591;417;37;985;406;9483;-;-;-;126495;18586;2945;2441;73;-
09773186;      Ziertheim;208188;3236;318;3692;647;1908;218;220;9069;-;-;-;140007;41743;1368;5728;34;-
09773187;      Zöschingen;146076;2827;462;1572;220;174;108;198;4847;-;-;-;45352;88415;343;1508;50;-
09773188;      Zusamaltheim;179197;3851;409;2972;157;-;121;350;8013;-;-;-;116088;42646;2555;1968;67;-
09774;    Günzburg (Lkr);7624408;276514;93863;187516;36196;13569;18211;34868;407033;18943;6896;256;3971698;2236125;148107;170146;4467;-
09774111;      Aletshausen;176586;3796;281;3748;198;184;63;178;7840;535;-;-;104422;50459;1813;2980;89;-
09774115;      Balzhausen;146329;3426;2110;3413;98;707;105;395;6761;-;-;-;102572;19553;3269;3902;18;-
09774116;      Ursberg;254081;6832;321;8301;292;56;1037;632;14309;-;-;-;144281;67812;4464;5433;311;-
09774117;      Breitenthal;132699;3773;309;2887;112;262;359;893;6302;-;-;-;92641;13595;7312;4195;59;-
09774118;      Bubesheim;77590;3457;9089;1216;1405;-;369;297;5764;33;-;-;41125;11944;1012;1812;67;-
09774119;      Bibertal;272961;12970;988;8003;669;640;167;633;14946;87;-;-;185519;40902;1711;5595;131;-
09774121;      Burgau, St;259312;19114;7158;10268;2666;1060;684;1460;20078;1156;-;-;138007;43769;3602;10038;252;-
09774122;      Burtenbach, M;376295;8977;2095;6632;2315;917;600;1497;16272;-;-;-;165813;157106;7580;6404;87;-
09774124;      Deisenhausen;116636;4556;1076;2520;82;45;163;503;6748;-;-;-;74871;19178;2897;3917;80;-
09774127;      Dürrlauingen;123417;4470;192;4428;196;-;118;161;5908;670;-;-;87827;14419;2411;2525;92;-
09774129;      Ebershausen;90883;1997;301;2246;18;10;360;171;3947;-;-;-;64603;14492;867;1851;20;-
09774133;      Ellzee;147726;2869;1007;3626;488;423;109;392;7198;373;-;-;112438;15000;1942;1837;24;-
09774135;      Günzburg, GKSt;554085;32408;19504;22410;2894;156;4118;7892;38634;3458;919;-;272408;91818;36878;20213;375;-
09774136;      Gundremmingen;108347;3935;499;1658;5056;-;134;282;6994;378;-;-;57910;28363;1266;1800;72;-
09774140;      Haldenwang;179826;5329;334;4232;22;691;23;345;7886;-;-;-;103548;53351;1090;2884;91;-
09774143;      Ichenhausen, St;342686;17087;4428;9138;2661;2037;722;1594;18090;654;57;-;190141;86265;2506;6957;349;-
09774144;      Jettingen-Scheppach, M;541389;16442;5477;11266;2366;405;1980;6363;30015;2812;3970;62;227791;214329;6386;11491;234;-
09774145;      Kammeltal;417168;10342;934;8720;804;759;181;1131;17594;421;30;4;181563;183153;3462;7916;154;-
09774148;      Kötz;205358;9034;1730;4526;870;274;365;562;10745;315;-;-;138882;30710;3285;3942;118;-
09774150;      Krumbach (Schwaben), St;446267;26023;4978;13082;4241;142;1397;1584;27183;1301;-;-;162826;192521;2348;8069;572;-
