GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2014;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09474140;      Igensdorf, M;288251;11822;572;8142;1310;46;149;1904;14790;974;-;75;175109;67369;1480;4425;84;-
09474143;      Kirchehrenbach;82370;4888;210;1951;166;-;278;495;4128;383;-;-;35743;27280;1088;5714;46;-
09474144;      Kleinsendelbach;74978;3465;323;2030;31;-;31;3733;3078;-;-;155;48846;11393;1268;595;30;-
09474145;      Kunreuth;97852;2955;177;2149;57;-;84;348;3843;-;-;-;60553;26384;398;854;50;-
09474146;      Langensendelbach;95843;6762;432;2680;73;-;194;642;4734;-;-;40;50848;25880;1846;1539;173;-
09474147;      Leutenbach;193927;3376;201;3889;184;-;108;450;7681;-;-;31;105253;70133;513;2031;77;-
09474154;      Neunkirchen a.Brand, M;264036;16935;1983;7765;323;-;1945;864;12070;717;-;-;147428;64804;884;8061;257;-
09474156;      Obertrubach;211432;4630;579;4906;344;-;204;822;9407;-;-;216;83180;102375;312;4367;90;-
09474158;      Pinzberg;133162;3780;299;3227;2995;-;74;705;4458;359;-;-;89788;25021;1100;1294;62;-
09474160;      Poxdorf;51658;2762;330;1643;47;-;232;347;2375;279;-;-;34364;7121;550;1584;24;-
09474161;      Pretzfeld, M;241975;4874;726;4338;213;227;177;301;10451;285;-;270;110488;103472;1974;3914;265;-
09474168;      Unterleinleiter;124745;3158;448;1634;175;-;231;316;5785;-;-;-;40275;70307;394;1981;41;-
09474171;      Weilersbach;86106;4546;187;2152;106;-;92;394;5014;-;-;285;41753;28024;376;3107;70;-
09474173;      Weißenohe;47004;2253;253;1038;13;-;21;187;2069;131;-;52;18711;21330;218;696;32;-
09474175;      Wiesenthau;64138;3944;238;1801;83;-;58;292;2832;463;-;-;41410;10058;177;2701;81;-
09474176;      Wiesenttal, M;459049;6677;746;9521;812;-;542;1103;20586;887;-;-;201620;210140;2580;3745;90;-
09475;    Hof (Lkr);8925181;266869;49947;186199;25227;15846;31801;25995;415629;24411;346;-;4436748;3202174;80216;160209;3564;-
09475112;      Bad Steben, M;258411;10097;851;7899;464;139;2300;894;11297;111;-;-;148279;66253;2256;7439;132;-
09475113;      Berg;389139;7385;2024;7795;1068;3968;725;363;24481;-;-;-;209292;121271;3194;7474;99;-
09475120;      Döhlau;152475;11505;1310;4241;1634;701;1002;1186;9525;570;-;-;92472;21965;1739;4520;105;-
09475123;      Feilitzsch;302199;7312;625;5792;586;-;1055;443;13093;1998;-;-;185174;78852;2005;5246;18;-
09475127;      Gattendorf;221865;3392;1631;3281;2024;13;65;5018;10526;-;-;-;130749;60737;816;3601;12;-
09475128;      Geroldsgrün;155736;9235;1039;3527;194;-;243;637;6825;-;11;-;91553;35281;733;6327;131;-
09475136;      Helmbrechts, St;587160;22756;5956;12926;1306;-;3101;1975;29814;1235;-;-;284747;207760;5046;10114;424;-
09475137;      Issigau;186902;3930;533;2381;139;-;557;252;6489;61;-;-;84344;83150;1317;3710;39;-
09475141;      Köditz;314387;8107;1544;7014;1133;2232;762;761;15503;985;-;-;177727;89284;3923;5334;78;-
09475142;      Konradsreuth;432451;8450;2705;8417;834;-;1045;641;16081;-;-;-;258744;128601;2906;3904;123;-
09475145;      Leupoldsgrün;102546;4320;143;2174;273;-;206;169;7749;41;-;-;57951;27161;601;1695;63;-
09475146;      Lichtenberg, St;94662;3761;258;1424;146;1235;1428;581;4449;193;-;-;32433;44673;2008;2026;47;-
09475154;      Münchberg, St;687853;23151;4800;20838;3831;255;2931;1469;36456;3935;-;-;416587;154947;7725;10587;341;-
09475156;      Naila, St;370473;19141;3642;11843;1087;742;2499;1163;20577;1360;-;-;141015;153650;3183;10252;319;-
09475158;      Oberkotzau, M;215055;14299;1710;5697;1082;-;1292;1085;9102;2632;239;-;110059;60485;2016;5194;163;-
09475161;      Regnitzlosau;398952;8326;689;7121;972;2796;730;525;19898;-;64;-;250266;93063;3330;11063;109;-
09475162;      Rehau, St;803276;22395;5986;12636;1482;2298;3389;2036;34617;2020;-;-;263505;429711;6346;16633;222;-
09475165;      Schauenstein, St;266568;5063;575;6077;276;-;497;419;10425;-;-;-;152973;83342;2726;4091;104;-
09475168;      Schwarzenbach a.d.Saale, St;591607;18199;5410;12596;1780;-;3599;1595;25404;4819;31;-;315823;177979;15577;8573;222;-
09475169;      Schwarzenbach a.Wald, St;367050;14081;2781;7123;489;544;805;1188;20052;-;1;-;111427;198669;1460;8283;147;-
09475171;      Selbitz, St;277491;12074;2253;7506;970;-;1269;847;17798;1211;-;-;157222;68025;1755;6319;242;-
09475174;      Sparneck, M;163568;5842;894;2720;144;923;497;432;5419;-;-;-;61921;81693;1077;1954;52;-
09475175;      Stammbach, M;346716;7715;1185;7624;1235;-;307;573;15608;1804;-;-;200508;105044;1891;3149;73;-
09475181;      Töpen;207967;2873;163;5393;418;-;106;440;6704;-;-;-;138036;48292;1378;4136;28;-
09475182;      Trogen;123166;3677;149;1623;274;-;552;222;9113;257;-;-;64068;40054;744;2331;102;-
09475184;      Weißdorf;219040;3710;487;4115;609;-;338;349;6747;387;-;-;133319;64371;1854;2686;68;-
09475189;      Zell im Fichtelgebirge, M;312508;6071;604;6099;743;-;482;415;10745;792;-;-;162989;118758;1954;2755;101;-
09475444;      Gemeindefreie Gebiete;375958;2;-;317;34;-;19;317;11132;-;-;-;3565;359103;656;813;-;-
09476;    Kronach (Lkr);6515336;180595;41678;87211;11784;9395;8800;23904;266850;14720;51;-;1841449;3845306;54909;125950;2734;-
09476145;      Kronach, St;669947;39769;10855;20708;2180;810;3745;4617;33499;2452;-;-;291308;234472;6734;18311;487;-
09476146;      Küps, M;356449;20855;3469;8398;1104;-;652;8449;16599;965;32;-;172107;109873;3645;9981;320;-
09476152;      Ludwigsstadt, St;587338;9813;1566;4586;336;2810;278;721;23145;2851;-;-;114455;412421;2117;12051;188;-
09476154;      Mitwitz, M;331910;6530;2802;5145;513;2339;397;749;12794;-;-;-;110372;176733;5559;7906;71;-
09476159;      Nordhalben, M;219109;5335;1596;1833;464;-;131;142;9815;645;-;-;51516;136955;6988;3637;52;-
09476164;      Pressig, M;531907;10508;2243;6296;527;2230;263;758;20580;2787;19;-;143632;330636;3687;7548;193;-
09476166;      Reichenbach;86510;1731;134;1087;59;-;109;211;2731;-;-;-;25490;53831;344;729;54;-
09476171;      Schneckenlohe;93055;3470;643;1416;28;-;46;226;5104;-;-;-;46290;33042;587;2146;57;-
09476175;      Steinbach a.Wald;361380;8487;3529;5115;1146;82;485;1374;13300;1413;-;-;127980;188344;1526;8447;152;-
09476177;      Steinwiesen, M;550354;8369;1422;4040;964;-;272;920;21266;565;-;-;88073;411518;6924;5921;100;-
09476178;      Stockheim;253699;14737;2728;5160;402;-;379;1211;12719;1966;-;-;105100;102262;2433;4296;306;-
09476179;      Tettau, M;238098;6665;2922;1342;269;-;338;725;9809;-;-;-;26464;181519;1057;6870;118;-
09476180;      Teuschnitz, St;342578;5522;635;3183;358;18;260;670;11725;370;-;-;87881;219762;1752;10374;68;-
09476182;      Tschirn;201243;1438;423;1055;120;-;16;144;7846;-;-;-;33516;151502;1087;4075;21;-
09476183;      Marktrodach, M;333224;10882;2196;4913;932;282;252;760;12748;492;-;-;126433;166401;2411;4372;150;-
09476184;      Wallenfels, St;456629;6131;2513;2910;402;38;486;484;20254;-;-;-;46418;367695;3112;6050;136;-
09476185;      Weißenbrunn;264113;9330;1304;4277;1608;711;282;735;11965;214;-;-;120771;105334;1457;6007;118;-
09476189;      Wilhelmsthal;429222;11023;698;5723;371;75;409;1008;16651;-;-;-;122858;260396;2923;6944;143;-
09476444;      Gemeindefreie Gebiete;208571;-;-;24;1;-;-;-;4300;-;-;-;785;202610;566;285;-;-
09477;    Kulmbach (Lkr);6583369;175705;40879;146274;23630;18303;10589;19352;296577;16085;-;-;3220704;2461753;46679;103820;3019;-
09477117;      Grafengehaig, M;208059;3394;621;3316;166;-;89;379;7649;-;-;-;92968;95310;1240;2874;53;-
09477118;      Guttenberg;106522;1711;65;1506;33;1954;156;282;4109;-;-;-;39224;55510;386;1561;25;-
09477119;      Harsdorf;112493;2655;270;1898;144;-;390;106;7237;652;-;-;49606;48119;268;1112;36;-
09477121;      Himmelkron;230523;7494;3131;7823;592;-;441;695;15914;2665;-;-;121143;61020;2076;7436;93;-
09477124;      Kasendorf, M;390061;5862;2396;6767;1776;3173;351;464;16150;-;-;-;222812;124078;853;5239;140;-
09477127;      Ködnitz;196196;5102;153;3273;68;-;123;315;8797;416;-;-;90935;82142;1634;3238;-;-
09477128;      Kulmbach, GKSt;927852;53941;15777;31472;5748;991;4451;3821;49286;3853;-;-;431197;297395;9876;18894;1150;-
09477129;      Kupferberg, St;82847;2932;236;1607;58;4570;116;411;3314;-;-;-;39754;27859;504;1446;40;-
09477135;      Ludwigschorgast, M;59401;2936;112;928;141;1318;103;292;2856;599;-;-;30746;17322;659;1336;53;-
09477136;      Mainleus, M;494210;15431;3398;13392;376;189;766;1202;20316;1428;-;-;275062;147677;5336;9334;303;-
09477138;      Marktleugast, M;338857;9266;1538;5826;1134;-;192;1263;12469;-;-;-;155315;144924;2771;3995;164;-
09477139;      Marktschorgast, M;158157;3803;1824;2512;217;-;75;345;9041;1666;-;-;72724;61539;1102;3248;61;-
09477142;      Neudrossenfeld;502307;10262;1237;11389;1606;2565;345;880;22961;250;-;-;289808;149192;6727;4977;108;-
09477143;      Neuenmarkt;189439;7771;2262;7425;895;-;418;351;7180;2557;-;-;134267;21129;1349;3753;82;-
09477148;      Presseck, M;548257;4931;321;6558;211;1200;296;543;20903;-;-;-;158368;346589;1942;6265;130;-
09477151;      Rugendorf;173200;2740;643;4311;1142;-;32;274;8519;-;-;-;112783;40302;561;1858;35;-
09477156;      Stadtsteinach, St;397923;8162;1584;7704;1205;2227;409;1146;15747;458;-;-;167812;182907;2475;5987;100;-
09477157;      Thurnau, M;641871;10611;2798;12174;1943;-;814;5181;27605;-;-;-;309331;261901;2324;7021;168;-
09477158;      Trebgast;170892;4739;287;4065;304;116;509;606;8130;669;-;-;81915;62953;1765;4764;70;-
09477159;      Untersteinach;114245;5083;1431;2330;2441;-;208;269;6366;872;-;-;67173;23453;1242;3251;126;-
09477163;      Wirsberg, M;172122;4501;676;3692;306;-;140;356;7338;-;-;-;78494;73398;1216;1962;43;-
09477164;      Wonsees, M;367935;2378;119;6306;3124;-;165;171;14690;-;-;-;199267;137034;373;4269;39;-
09478;    Lichtenfels (Lkr);5199508;151809;28927;118442;14045;15945;12453;16630;229313;23523;28;-;2304442;1995477;79686;205860;2928;-
09478111;      Altenkunstadt;329172;12692;1082;8488;220;279;716;1148;13381;-;-;-;149878;126304;3893;10884;207;-
09478116;      Burgkunstadt, St;405892;15748;2249;12124;613;1358;913;1139;17922;1929;-;-;197613;131111;5732;17009;432;-
09478120;      Ebensfeld, M;687295;11562;1127;17251;2288;352;770;1602;31265;1237;-;-;400933;179371;11155;28123;259;-
09478127;      Hochstadt a.Main;137846;4702;1255;3608;135;-;211;561;5652;1414;-;-;74661;36915;3061;5593;78;-
09478139;      Lichtenfels, St;1222687;42444;8249;27238;3007;1541;3123;5937;59727;7490;-;-;417915;581093;22002;42107;814;-
09478143;      Marktgraitz, M;37465;3451;128;1515;10;-;158;210;1546;-;28;-;20197;7235;476;2436;75;-
09478144;      Marktzeuln, M;68609;4154;714;1823;972;1718;383;463;3306;461;-;-;40372;7891;1835;4464;53;-
09478145;      Michelau i.OFr.;193553;17461;7250;4589;391;1;1099;1677;8722;271;-;-;74089;61131;7609;9005;258;-
09478155;      Redwitz a.d.Rodach;146609;7987;2324;4241;886;-;723;448;7477;1079;-;-;69624;37391;6319;7963;147;-
09478165;      Bad Staffelstein, St;993974;21397;3114;21504;1558;10178;3792;2035;45877;9642;-;-;458826;351729;15795;48153;374;-
09478176;      Weismain, St;901545;10211;1435;16059;3960;518;560;1178;31949;-;-;-;400329;403816;1749;29550;231;-
09478444;      Gemeindefreie Gebiete;74861;-;-;2;5;-;5;232;2489;-;-;-;5;71490;60;573;-;-
09479;    Wunsiedel i.Fichtelgebirge (Lkr);6064266;179972;50037;113437;17250;9202;14000;20067;258755;24139;3220;-;2327780;2791835;87188;164967;2417;-
09479111;      Bad Alexandersbad;89350;2697;121;2967;215;-;207;133;4232;-;-;-;42305;33939;1256;1226;52;-
09479112;      Arzberg, St;432001;14030;4081;7861;2018;-;466;1161;18451;3117;-;-;195295;169163;6644;9506;208;-
09479126;      Höchstädt i.Fichtelgebirge;149546;3479;765;2975;137;-;132;1256;8175;-;-;-;90017;34922;2610;5049;29;-
09479127;      Hohenberg a.d.Eger, St;156669;4749;1067;1923;382;-;23;252;5538;-;-;-;43818;90292;3929;4643;53;-
09479129;      Kirchenlamitz, St;484811;10028;2016;7672;487;699;241;712;17370;1937;-;-;202402;229593;3995;7557;102;-
09479135;      Marktleuthen, St;354846;8606;1646;6160;354;4;531;367;13818;2665;-;-;172979;135414;4873;7340;89;-
09479136;      Marktredwitz, GKSt;495302;31230;11828;16196;2527;549;1623;2205;33401;7302;-;-;223614;141684;6019;16507;617;-
09479138;      Nagel;77876;6816;417;1950;121;-;222;305;3314;-;-;-;33445;24288;1142;5787;69;-
09479145;      Röslau;298356;6151;1614;4320;506;-;201;455;9341;2156;43;-;156274;101163;6308;9756;68;-
09479147;      Schirnding, M;165175;3948;2397;2363;44;2702;120;350;7398;1690;-;-;49365;90248;2030;2461;59;-
09479150;      Schönwald, St;191900;8469;1121;3855;1042;-;1060;897;11082;835;-;-;58298;96327;2554;6235;125;-
09479152;      Selb, GKSt;860598;34619;10883;22792;3168;240;4391;3380;43192;2178;-;-;306887;379301;14338;34826;403;-
09479158;      Thiersheim, M;244150;5539;2566;4353;2564;237;89;425;13526;-;-;-;147703;57732;2634;6736;46;-
09479159;      Thierstein, M;129299;4178;1059;2503;293;-;45;247;7950;-;-;-;67157;35423;5142;5254;48;-
09479161;      Tröstau;192812;7725;1249;3810;255;46;411;4930;7944;338;-;-;85852;69143;3495;7543;71;-
09479166;      Weißenstadt, St;422377;8592;2096;7934;970;72;1380;1148;14163;-;2569;-;182393;172524;11935;16488;113;-
09479169;      Wunsiedel, St;548849;19116;5111;13526;2123;2734;2858;1765;23140;1831;-;-;265704;188352;6351;15973;265;-
09479444;      Gemeindefreie Gebiete;770349;-;-;277;44;1919;-;79;16720;90;608;-;4272;742327;1933;2080;-;-
095;  Mittelfranken;72448936;2361449;551075;1929739;277630;144338;328337;322804;3668097;324987;8649;3622;34493928;24981014;972775;2025553;54939;-
09561;    Ansbach (Krfr.St);999114;58562;16785;48692;8053;853;8836;5117;67590;12202;-;-;447294;288450;6195;29187;1298;-
09562;    Erlangen (Krfr.St);769525;110307;25713;56817;4800;291;13231;10200;87420;5090;-;-;235020;171391;27055;19951;2239;-
09563;    Fürth (Krfr.St);633506;103915;26296;53462;3651;-;12534;15922;68160;6776;-;-;218294;81942;13547;25543;3464;-
09564;    Nürnberg (Krfr.St);1863761;346192;97466;191493;18948;957;108425;40834;232519;92904;-;-;329066;314173;34653;42003;14128;-
09565;    Schwabach (Krfr.St);408184;55053;9658;22804;7165;-;3498;3279;35492;2624;-;-;135996;117007;3035;11203;1370;-
09571;    Ansbach (Lkr);19718400;356303;97320;476672;75704;17394;42959;58612;893883;42280;1187;1935;11192729;5633969;179806;640578;7069;-
09571111;      Adelshofen;271766;1402;309;5642;295;127;193;414;10622;-;-;-;175295;66568;1084;9764;51;-
09571113;      Arberg, M;313105;5559;765;6069;558;-;352;595;12441;-;-;-;155081;119033;4172;8417;63;-
09571114;      Aurach;366668;6604;2314;7619;4403;-;294;710;21777;587;-;-;216170;95201;1364;9530;95;-
09571115;      Bechhofen, M;618606;12583;2892;13830;2060;1926;1479;1483;23751;-;-;-;330633;195630;9870;22105;364;-
09571122;      Bruckberg;76196;2214;80;2621;80;-;253;122;4053;-;-;-;28677;34474;376;3161;85;-
09571125;      Buch a.Wald;264414;1709;418;5926;923;-;229;7088;9447;-;-;-;155015;71662;1905;10057;35;-
09571127;      Burgoberbach;126176;8015;1167;3920;402;578;478;618;6586;-;-;-;83137;14963;1233;4974;105;-
09571128;      Burk;140948;2618;440;2165;1038;63;170;223;4883;-;-;-;44636;76562;2866;5188;96;-
09571130;      Colmberg, M;383490;3812;541;7988;937;-;455;3533;13805;-;-;-;242131;97790;2194;10227;77;-
09571132;      Dentlein a.Forst, M;180140;6534;513;4694;810;95;347;436;6755;-;-;-;62450;89660;2038;5728;80;-
09571134;      Diebach;223579;2023;212;4622;255;428;91;277;12980;-;-;251;148745;43266;833;9540;56;-
09571135;      Dietenhofen, M;639429;11488;3927;13724;3002;-;1234;1174;29055;-;-;-;349793;203261;4290;18262;219;-
09571136;      Dinkelsbühl, GKSt;751688;21091;7939;22267;2309;-;4754;6927;39748;2061;-;-;422120;179216;17226;25620;410;-
09571137;      Dombühl, M;178965;3916;1326;3481;726;-;179;329;7078;2209;-;-;95115;57261;1145;6121;79;-
09571139;      Dürrwangen, M;230326;5972;485;4359;484;658;247;1059;10080;-;-;-;94781;101232;4371;6485;113;-
09571141;      Ehingen;476184;3810;660;8601;527;310;539;844;16209;-;-;-;274422;148533;9399;12186;144;-
09571145;      Feuchtwangen, St;1372312;20553;7930;40213;4131;793;2778;2352;67508;3502;-;-;798966;361132;13496;48679;279;-
09571146;      Flachslanden, M;409381;5466;650;7680;1342;-;646;776;15540;619;348;-;190049;168625;4098;13410;132;-
09571152;      Gebsattel;191217;3774;313;4180;269;263;279;237;14080;-;-;-;135444;23914;1370;7012;82;-
09571154;      Gerolfingen;125922;2098;176;4283;362;57;128;451;5857;427;-;-;85401;14475;1831;10338;38;-
09571155;      Geslau;419718;1998;1022;9265;674;-;264;677;16046;-;-;-;282513;97656;1505;8051;47;-
09571165;      Heilsbronn, St;622500;15437;5171;14369;10006;-;1350;1629;30882;2400;-;-;320278;205841;2101;12846;190;-
09571166;      Herrieden, St;817069;15541;4630;19310;2343;-;3606;1756;34840;-;-;-;464456;241683;4589;24096;219;-
09571169;      Insingen;213185;2256;1388;4558;777;-;124;400;9329;-;-;-;153806;32977;587;6948;35;-
09571170;      Langfurth;211571;4978;520;5273;473;389;211;1181;8797;-;-;-;117475;58651;4911;8578;134;-
09571171;      Lehrberg, M;508588;5990;310;9543;2457;-;807;504;20746;1582;-;-;265128;180457;3151;17812;101;-
09571174;      Leutershausen, St;841070;11082;3562;18780;4646;-;2203;1492;31037;5296;-;-;541042;183228;8170;29981;551;-
09571175;      Lichtenau, M;413599;7578;1739;10690;2406;-;497;4916;24793;-;-;-;217826;124656;2675;15708;115;-
09571177;      Merkendorf, St;260771;5758;2345;8356;2578;-;768;504;12326;1457;59;-;186454;29183;1547;9376;60;-
09571178;      Mitteleschenbach;105126;3110;331;3193;404;-;102;282;4668;-;-;-;58449;32303;388;1858;38;-
09571179;      Mönchsroth;119231;3974;1286;3305;161;642;161;313;5084;-;-;34;61242;34890;2514;5556;69;-
09571180;      Neuendettelsau;338134;11050;1903;12042;1069;-;915;966;19082;626;-;-;175992;101099;2072;11126;192;-
09571181;      Neusitz;137823;4517;687;4026;507;-;215;739;11660;216;-;-;92621;14851;995;6747;42;-
09571183;      Oberdachstetten;236467;3679;170;5944;533;-;273;288;9919;1777;-;-;129415;75498;988;7939;44;-
09571188;      Ohrenbach;227328;833;269;5790;727;-;208;16;12461;-;-;-;163000;35141;762;8076;45;-
09571189;      Ornbau, St;151627;3522;696;3208;412;-;438;349;5801;-;573;-;119838;5504;3025;8208;53;-
09571190;      Petersaurach;418142;11706;1617;9402;4043;-;762;849;20488;2958;-;-;199161;153506;1874;11609;167;-
09571192;      Röckingen;109123;1762;83;2841;197;-;147;318;4475;-;-;-;82883;8364;1437;6573;43;-
09571193;      Rothenburg ob der Tauber, GKSt;416803;15136;6980;14464;883;5898;3955;996;21849;1972;-;-;282982;44723;2918;13718;329;-
09571194;      Rügland;209210;2684;698;4830;433;-;206;410;9319;-;-;-;109904;71330;1226;8122;48;-
09571196;      Sachsen b.Ansbach;209402;8321;365;5855;1027;-;395;765;9356;5003;-;-;106981;59818;1387;10025;104;-
09571198;      Schillingsfürst, St;275159;5314;1878;7491;763;-;1710;517;12267;-;-;-;125547;113826;1404;4327;115;-
09571199;      Schnelldorf;514791;7470;4193;12177;1381;-;691;1304;30349;1994;-;-;242388;193658;3398;15598;190;-
09571200;      Schopfloch, M;153399;6736;1180;5675;271;-;715;318;7564;958;-;-;98593;23814;2156;5118;301;-
09571205;      Steinsfeld;318039;2486;1784;6308;922;3083;158;-;15575;487;-;-;217744;57836;1329;10264;63;-
09571208;      Unterschwaningen;185782;1768;313;3953;338;96;1798;798;6798;832;-;-;99403;60354;3798;5487;46;-
09571214;      Wassertrüdingen, St;535809;11203;2515;12787;1517;-;1044;1473;20101;1373;207;685;322054;140572;3953;16081;244;-
09571216;      Weidenbach, M;217113;4872;279;6912;432;-;305;501;9976;714;-;-;142316;42912;2223;5599;72;-
09571217;      Weihenzell;452275;6204;875;9621;884;-;673;611;16866;693;-;-;240136;158155;2078;15378;101;-
09571218;      Weiltingen, M;240214;2790;330;5762;425;-;499;319;9452;-;-;-;150849;58564;2345;8796;83;-
09571222;      Wettringen;214247;2433;326;3239;235;545;53;386;7396;-;-;-;99728;93066;980;5820;40;-
09571223;      Wieseth;205854;2776;672;6421;245;148;188;645;7464;-;-;-;127070;48447;2504;9197;77;-
09571224;      Wilburgstetten;252840;5328;6984;5016;787;944;195;567;10781;1917;-;685;103666;98700;8621;8587;62;-
09571225;      Windelsbach;385032;2247;299;5633;659;-;164;292;15346;276;-;280;168026;179603;2750;9410;47;-
09571226;      Windsbach, St;681095;11733;2848;15688;882;-;1101;734;30620;162;-;-;341546;252985;4164;18472;160;-
09571227;      Wittelshofen;242296;2103;210;7075;504;-;275;232;10238;7;-;-;176916;34676;1827;8137;96;-
09571228;      Wörnitz;244633;3326;2661;7972;1455;-;209;497;16377;175;-;-;171409;31101;1107;8299;45;-
09571229;      Wolframs-Eschenbach, St;254655;5361;1144;6014;2335;351;449;420;11174;-;-;-;145831;74167;1084;6227;98;-
09571444;      Gemeindefreie Gebiete;18168;-;-;-;-;-;-;-;326;-;-;-;-;17716;102;24;-;-
09572;    Erlangen-Höchstadt (Lkr);5646586;242080;31370;128963;17870;3650;22453;29493;282657;8369;329;1054;2133672;2373586;207006;159792;4242;-
09572111;      Adelsdorf;316673;13880;2199;10698;911;-;1245;1699;15268;478;-;-;139624;92641;24028;13809;193;-
09572114;      Aurachtal;184011;6282;425;3782;547;-;479;483;7973;-;-;-;107413;47870;4523;4120;114;-
09572115;      Baiersdorf, St;117999;11404;1734;4710;418;-;1804;677;10062;1004;-;-;58669;16846;4688;5789;194;-
09572119;      Bubenreuth;41459;7466;229;1939;61;-;267;365;3785;472;-;-;11093;14063;820;687;212;-
09572120;      Buckenhof;13898;4856;14;680;72;-;328;78;1418;-;-;66;2730;2975;232;359;90;-
09572121;      Eckental, M;297501;26565;3176;10707;834;-;1506;2920;17893;825;79;3;150699;69786;3649;8459;400;-
09572126;      Gremsdorf;129636;2895;1279;2876;252;590;279;450;8953;200;-;-;67324;20524;16925;7037;52;-
09572127;      Großenseebach;72025;4291;179;1267;161;-;197;415;3192;-;-;-;25346;32190;2621;2076;90;-
09572130;      Hemhofen;67597;9896;922;3100;348;-;506;966;4619;387;-;-;21497;19219;3172;2644;321;-
09572131;      Heroldsberg, M;110987;14914;1703;4156;417;945;1456;1014;7967;665;-;44;59838;14386;595;2642;245;-
09572132;      Herzogenaurach, St;476190;34591;6718;19408;2260;-;5274;9660;25681;1029;-;-;220638;125039;9600;15792;500;-
09572133;      Heßdorf;247807;6761;1265;4656;577;330;609;484;13981;-;250;-;100178;83049;24681;10935;51;-
09572135;      Höchstadt a.d.Aisch, St;708719;27422;3991;14725;2873;712;1643;1947;38841;163;-;-;271851;280619;39362;24008;562;-
09572137;      Kalchreuth;108621;5263;488;3553;233;559;920;786;4921;606;-;-;66984;21043;1322;1841;102;-
09572139;      Lonnerstadt, M;227218;3811;212;4933;727;309;294;514;9147;-;-;-;119499;79238;2806;5604;124;-
09572141;      Marloffstein;66182;4012;8;1766;65;-;254;286;2942;-;-;-;39643;14867;1032;1270;37;-
09572142;      Möhrendorf;131769;8827;388;3143;307;205;457;634;6811;460;-;628;48180;48858;8024;4756;91;-
09572143;      Mühlhausen, M;165940;3029;578;4449;591;-;299;584;9364;423;-;-;94178;45935;2208;4160;142;-
09572147;      Oberreichenbach;48305;2461;374;1523;52;-;128;20;2329;-;-;-;18557;18700;2795;1305;61;-
09572149;      Röttenbach;77551;10107;305;3522;403;-;613;477;3915;-;-;-;21837;27116;5834;3358;64;-
09572154;      Spardorf;32245;3501;-;1317;38;-;226;383;1410;-;-;-;14346;9495;76;1305;148;-
09572158;      Uttenreuth;59512;9588;289;2315;115;-;990;728;3689;-;-;-;31154;8637;718;1176;113;-
09572159;      Vestenbergsgreuth, M;318506;3250;1687;6683;3575;-;290;771;13179;-;-;-;151438;129110;2715;5749;59;-
09572160;      Wachenroth, M;231674;4402;2402;4810;1028;-;485;540;14212;326;-;-;118919;74160;4297;6031;62;-
09572164;      Weisendorf, M;367592;12502;805;8055;610;-;1679;431;14759;-;-;-;169110;115533;29812;14081;215;-
09572444;      Gemeindefreie Gebiete;1026969;104;-;190;395;-;225;2181;36346;1331;-;313;2927;961687;10471;10799;-;-
09573;    Fürth (Lkr);3075531;184354;27430;88604;17662;1973;19471;19981;159685;11760;-;104;1648828;787231;27483;77776;3189;-
09573111;      Ammerndorf, M;50576;3643;365;1158;820;-;444;493;3203;-;-;-;26262;10721;935;2402;130;-
09573114;      Cadolzburg, M;454186;19836;4064;12975;1877;-;4286;1447;18331;718;-;-;235019;142225;3218;10013;177;-
09573115;      Großhabersdorf;355094;7662;1079;8411;1383;-;993;656;12632;-;-;-;217427;95846;2225;6662;118;-
09573120;      Langenzenn, St;463345;19090;7175;12316;2549;1973;2372;3019;26384;1946;-;-;227407;139353;6133;13291;337;-
09573122;      Oberasbach, St;120952;25472;1458;5798;372;-;1568;1633;10341;1334;-;-;44920;13989;728;13004;335;-
09573123;      Obermichelbach;92797;8182;581;2507;335;-;191;428;5200;-;-;-;60016;13265;472;1573;47;-
09573124;      Puschendorf;33945;3934;163;1928;234;-;127;2211;2005;528;-;-;14147;7765;100;680;123;-
09573125;      Roßtal, M;443791;18647;2375;11506;3522;-;1854;1528;19271;3236;-;-;249562;125652;1026;5295;317;-
09573126;      Seukendorf;84971;5399;234;2285;675;-;202;442;5797;145;-;-;46155;21338;579;1672;48;-
09573127;      Stein, St;195119;15812;1576;7296;113;-;2520;1199;12521;152;-;-;113456;35981;884;3265;344;-
09573129;      Tuchenbach;64959;3155;394;1226;98;-;40;216;2682;-;-;-;42255;12886;714;1178;115;-
