;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
;;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung
;;Insgesamt;Wohnen;Gewerbe, Industrie;sonstige Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Abbauland;Grünanlage;sonstige Erholungsfläche;Straße, Weg, Platz;sonstige Verkehrsfläche;Moor;Heide;Landwirtschaftsfläche (ohne Moor, Heide);Waldfläche;Wasserfläche;Unland;Friedhof;Flächen anderer Nutzung (ohne Unland, Friedhof)
;;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar
09187167;      Riedering;379433;11553;942;11935;143;31;88;2328;12018;-;655;-;207410;123786;5216;3164;164;-
09187168;      Rimsting;199973;9339;1081;5995;541;-;439;402;6469;1003;482;-;98440;53073;19350;3245;114;-
09187169;      Rohrdorf;286585;11804;5268;8198;902;3547;292;901;15538;704;267;-;122004;101381;10347;5242;190;-
09187170;      Rott a.Inn;195714;7035;1937;6276;278;160;428;436;7167;1345;130;-;123316;39900;2276;4960;70;-
09187172;      Samerberg;333868;5705;149;6670;110;-;58;464;7536;-;18;-;170343;137898;1706;3141;70;-
09187173;      Schonstett;135949;2449;951;3233;222;-;45;176;3601;-;2581;-;75454;45132;1273;813;19;-
09187174;      Söchtenau;256276;5080;603;7859;521;2065;127;594;7801;1078;3836;-;146350;73826;3219;3235;82;-
09187176;      Soyen;289518;6688;840;9880;1009;379;50;840;9097;2682;774;-;174685;67991;10480;4006;117;-
09187177;      Stephanskirchen;265081;20068;5343;9129;1173;1891;875;656;11048;1918;75;-;92846;63199;48720;7880;260;-
09187179;      Tuntenhausen;689829;13024;3060;20451;819;134;68;7746;18672;1737;-;-;414325;202282;3759;3543;209;-
09187181;      Vogtareuth;342231;5549;581;9495;210;1085;69;358;10454;275;4047;-;169437;108107;27659;4788;117;-
09187182;      Wasserburg a.Inn, St;188009;15446;6131;14481;686;256;1367;871;12202;1415;935;-;68301;45613;15960;3987;358;-
09187186;      Albaching;181502;3192;1068;4810;56;21;49;278;5047;-;391;-;131378;33029;918;1246;19;-
09187444;      Gemeindefreie Gebiete;103707;-;-;5;-;-;-;-;2112;-;2306;-;5;98516;683;80;-;-
09188;    Starnberg (Lkr);4877147;281776;20017;120865;5453;16613;15185;46954;177991;24897;46858;21;1538289;1807626;664373;106189;4040;-
09188113;      Berg;366235;27739;828;10285;137;304;1061;1344;14487;-;3276;-;129821;168425;2299;6042;187;-
09188117;      Andechs;404365;7212;1567;7802;152;740;556;516;10839;-;1206;17;200570;160674;3153;9271;90;-
09188118;      Feldafing;91465;12141;118;6532;548;-;349;5422;4650;1304;1136;-;24043;30208;582;4302;130;-
09188120;      Gauting;555061;35258;1138;15540;1083;4883;657;1769;20053;5451;-;-;153093;305256;2080;8242;558;-
09188121;      Gilching;314982;24207;2988;10007;150;3997;926;1499;17770;1278;8019;-;140220;94606;2844;6090;381;-
09188124;      Herrsching a.Ammersee;208791;24339;1189;6868;103;159;1992;1169;10053;316;2877;-;52707;93903;9127;3781;208;-
09188126;      Inning a.Ammersee;244185;14076;880;6164;94;341;593;2194;10597;-;3352;-;83556;94713;21630;5841;154;-
09188127;      Krailling;159921;12323;2698;5069;55;-;899;843;7900;772;-;-;31108;93664;268;3848;474;-
09188132;      Seefeld;348705;16789;1553;6999;952;383;918;2949;12187;1254;1708;-;142628;128761;22949;8476;199;-
09188137;      Pöcking;209555;14024;278;8702;197;51;1965;401;8436;1166;7579;4;88442;66163;4359;7667;121;-
09188139;      Starnberg, St;618429;47099;2528;18478;1713;666;1547;15045;30180;2331;10702;-;188552;277729;2569;18375;915;-
09188141;      Tutzing;356472;21034;906;7978;118;506;1224;7005;12008;2674;2112;-;132023;150280;6578;11660;366;-
09188144;      Weßling;226001;11665;2990;5374;95;4155;381;1015;9975;7651;505;-;98767;77426;1886;3996;120;-
09188145;      Wörthsee;204169;13697;356;5012;56;428;534;5661;8832;622;3731;-;72724;65065;20786;6528;137;-
09188444;      Gemeindefreie Gebiete;568811;173;-;55;-;-;1583;122;24;78;655;-;35;753;563263;2070;-;-
09189;    Traunstein (Lkr);15340021;340998;69849;327192;16873;35535;11454;69277;419743;26060;169971;2231;6645275;5725297;1040390;434831;5045;-
09189111;      Altenmarkt a.d.Alz;261108;8245;1851;7611;172;1399;101;399;9342;577;96;-;154840;70376;4920;1035;144;-
09189113;      Bergen;369115;11715;845;4775;597;-;184;709;10508;1037;10194;96;112414;198102;3212;14605;122;-
09189114;      Chieming;377433;12484;1453;10852;498;2741;241;12968;11273;-;3431;-;205401;109894;1502;4553;142;-
09189115;      Engelsberg;341896;5235;1200;9590;248;1748;170;445;8773;158;-;-;233997;78693;482;1097;60;-
09189118;      Fridolfing;442360;9666;2981;13844;383;451;221;2978;17792;676;-;-;289171;85273;10541;8249;134;-
09189119;      Grabenstätt;378097;9604;2068;8644;360;5238;317;1073;13005;1540;11919;-;219248;93021;8944;3038;78;-
09189120;      Grassau, M;357834;13943;1631;6785;362;135;270;6873;8757;1591;70071;-;109023;127801;4418;6114;60;-
09189124;      Inzell;453504;10149;1050;7859;178;528;293;2014;13497;-;10382;103;94366;255684;3042;54271;88;-
09189126;      Kienberg;228312;3109;946;5616;1023;592;26;142;5865;266;-;-;160431;48887;440;943;26;-
09189127;      Kirchanschöring;252321;7003;874;8079;310;-;190;1525;8753;1106;21;-;152175;67515;2422;2246;102;-
09189129;      Marquartstein;134164;7329;268;3537;84;697;315;830;3958;-;1629;542;28492;82537;2683;1215;48;-
09189130;      Nußdorf;161213;5122;1737;3853;1095;2628;18;226;6058;396;282;-;82158;53785;2741;1054;60;-
09189133;      Obing;437498;8953;1815;11027;411;1847;136;3054;13176;298;1329;-;292435;94185;7560;1043;229;-
09189134;      Palling;538546;6480;568;12124;584;3257;122;334;15088;-;-;-;345057;152357;492;2021;62;-
09189135;      Petting;299253;4080;892;8199;377;182;135;807;9391;-;6511;34;155313;104354;6166;2754;58;-
09189137;      Pittenhart;279097;3462;84;7109;108;312;19;236;6903;865;100;-;166057;86920;5629;1268;25;-
09189139;      Reit im Winkl;709942;6692;952;4444;256;-;183;2954;12630;-;3478;831;91232;554824;12663;18759;44;-
09189140;      Ruhpolding;1478396;13774;898;11373;753;57;339;9287;22417;508;10;20;188601;999400;17290;213497;172;-
09189141;      Schleching;451636;5636;338;2564;324;-;52;485;6961;-;4566;-;100138;297130;6340;27042;60;-
09189142;      Schnaitsee;611471;6894;866;14694;747;2459;256;511;15516;-;388;-;413355;151396;2676;1607;106;-
09189143;      Seeon-Seebruck;479273;11453;1573;12186;424;233;459;1241;15209;-;5739;-;237650;167557;22057;3382;110;-
09189145;      Siegsdorf;569823;17727;3812;15816;519;380;752;1739;22178;782;5921;495;202848;286572;6502;3651;129;-
09189146;      Staudach-Egerndach;193412;2981;16;1774;127;-;17;24;3376;-;9838;-;55937;108005;1095;10198;24;-
09189148;      Surberg;237340;6736;269;5763;188;-;48;345;7247;2571;3110;-;122101;85501;608;2743;110;-
09189149;      Tacherting;502439;12742;4600;14157;917;2095;204;945;14910;883;-;-;347130;97565;2719;3347;225;-
09189150;      Taching a.See;267683;4592;300;7437;429;788;543;863;8088;-;502;-;176764;64675;839;1821;42;-
09189152;      Tittmoning, St;720375;11704;4533;18003;708;1946;650;1452;22664;3117;-;-;443002;193166;11848;7433;149;-
09189154;      Traunreut, St;450571;26849;12725;16916;1290;422;1817;2477;19503;1521;-;-;239840;118259;4105;3956;891;-
09189155;      Traunstein, GKSt;485523;26118;6902;19754;1579;2321;1441;2440;22875;2149;8966;-;186221;191001;4605;8500;651;-
09189157;      Trostberg, St;515500;19950;7683;17055;826;1978;701;1363;17665;815;-;-;322568;116395;4166;3936;399;-
09189159;      Übersee;305340;11966;1383;9388;480;-;257;2087;13410;1746;4726;-;158083;83513;12367;5830;104;-
09189160;      Unterwössen;412792;9992;694;3677;112;-;263;590;8968;1095;-;110;93931;284647;3970;4606;137;-
09189161;      Vachendorf;99596;3895;205;3156;84;685;55;287;3579;1192;66;-;64436;20503;581;842;30;-
09189162;      Waging a.See, M;488686;11920;1498;14386;284;416;622;5354;15917;528;5117;-;289898;135130;2186;5255;175;-
09189165;      Wonneberg;180039;2798;339;5072;36;-;9;108;4464;639;1579;-;110701;52478;1477;290;49;-
09189444;      Gemeindefreie Gebiete;868433;-;-;73;-;-;28;112;27;4;-;-;261;8196;857102;2630;-;-
09190;    Weilheim-Schongau (Lkr);9663815;255841;42803;207410;17216;24548;14124;43948;291062;18497;220832;158;4992561;3187773;244121;99446;3475;-
09190111;      Altenstadt;186635;6283;1229;6656;1207;1622;384;809;6705;924;-;-;108496;50115;517;1608;80;-
09190113;      Antdorf;223711;2327;-;4286;767;1013;25;314;7054;314;4466;-;133968;64039;2542;2577;19;-
09190114;      Bernbeuren;416684;6259;129;8696;45;456;97;5571;7974;-;3304;-;278389;90870;7967;6876;51;-
09190115;      Bernried am Starnberger See;137988;4639;354;7285;88;-;426;361;3843;1586;234;158;46993;66239;5064;664;54;-
09190117;      Böbing;403413;3800;391;5905;82;265;166;236;7507;-;2705;-;194969;179514;6091;1724;58;-
09190118;      Burggen;249385;4071;383;4767;187;323;42;446;7094;-;1520;-;170110;57374;1417;1603;48;-
09190120;      Eberfing;259295;2851;155;4033;90;418;-;179;6333;-;2299;-;131516;105758;2940;2668;55;-
09190121;      Eglfing;161659;2084;426;4406;31;1258;154;228;4818;382;1873;-;96544;47968;904;557;26;-
09190126;      Habach;121575;2293;120;1699;17;1247;142;740;5139;-;814;-;68004;38171;1970;1200;19;-
09190129;      Hohenfurch;124043;4147;170;2847;192;1720;20;355;5023;463;-;-;61249;41471;5342;1004;40;-
09190130;      Hohenpeißenberg;205118;9827;865;4651;197;-;161;317;5303;840;3204;-;63976;111408;1530;2744;95;-
09190131;      Huglfing;243616;5555;1197;4363;63;7491;302;572;5882;1051;9896;-;124745;79360;1579;1416;144;-
09190132;      Iffeldorf;275937;6602;398;2935;62;1;98;12743;9607;937;28739;-;48244;135299;28091;2101;80;-
09190133;      Ingenried;174462;2181;273;2771;2058;159;-;173;5562;-;18;-;96260;64104;339;536;28;-
09190135;      Oberhausen;149108;5947;86;3262;212;-;53;427;3752;361;1933;-;89690;39634;2684;1019;48;-
09190136;      Obersöchering;242757;2656;200;3952;289;499;36;260;7758;-;14764;-;155723;52991;2996;599;34;-
09190138;      Pähl;322217;6935;524;5558;938;639;377;6877;10386;-;1032;-;174722;100831;9703;3653;42;-
09190139;      Peißenberg, M;326824;22875;3313;11306;702;-;585;1500;13884;1077;750;-;182727;78902;3748;5219;236;-
09190140;      Peiting, M;751384;20480;5701;16161;590;2721;697;1373;23447;1127;13055;-;347160;296673;13301;8513;385;-
09190141;      Penzberg, St;257220;25770;6988;7666;819;-;3652;2052;11025;1298;30379;-;69426;85493;6819;5426;407;-
09190142;      Polling;292056;7368;683;7962;158;1208;280;607;9663;1227;1198;-;178540;77232;3355;2511;64;-
09190143;      Prem;159210;2407;959;2910;194;47;54;391;3211;-;693;-;99728;34071;9801;4716;28;-
09190144;      Raisting;219801;5023;590;4335;619;413;401;680;6485;673;-;-;150689;45530;2157;2152;54;-
09190145;      Rottenbuch;314603;4877;103;6016;123;734;136;598;7972;-;3278;-;186621;97235;5740;1146;24;-
09190148;      Schongau, St;213370;17822;10194;8259;2856;211;1629;1055;14774;1171;-;-;63341;63270;25359;3086;343;-
09190149;      Schwabbruck;73332;1799;438;1485;209;48;34;367;1755;80;821;-;59050;5483;777;964;22;-
09190151;      Schwabsoien;170260;3373;291;2974;32;104;104;196;4014;-;-;-;107095;51127;215;723;12;-
09190152;      Seeshaupt;299658;10611;254;4973;57;313;806;773;7770;1149;10450;-;120900;123478;16488;1477;159;-
09190153;      Sindelsdorf;175013;2439;89;2652;164;572;95;255;8111;-;42737;-;86634;26435;2901;1863;66;-
09190154;      Steingaden;640586;5879;392;12044;375;217;56;443;14286;-;20604;-;351854;191847;34228;8308;53;-
09190157;      Weilheim i.OB, St;554918;30674;5247;18254;1510;688;2893;2113;23609;2000;1900;-;304002;138271;13192;10163;402;-
09190158;      Wessobrunn;511158;6029;257;10059;129;-;73;267;10093;486;5237;-;274364;191351;10265;2430;118;-
09190159;      Wielenbach;330232;7077;104;7677;2080;81;87;433;9934;1351;503;-;198778;89693;6678;5626;130;-
09190160;      Wildsteig;476587;2881;300;4605;74;80;59;237;11289;-;12426;-;168054;266536;7421;2574;51;-
092;  Niederbayern;103286283;2671807;573912;2820721;281504;245590;124268;369899;4246688;172225;22143;4787;53547911;34976452;1462199;1729285;36892;-
09261;    Landshut (Krfr.St);658090;78941;9536;48006;2871;-;10604;5080;52527;8038;-;-;270257;128222;16644;25710;1654;-
09262;    Passau (Krfr.St);695700;78902;19254;42425;4246;484;4786;5007;55516;8516;-;-;181565;230772;50586;12493;1148;-
09263;    Straubing (Krfr.St);675784;55872;24112;39468;3900;-;7895;8088;49773;3810;-;-;397958;12190;35381;36423;914;-
09271;    Deggendorf (Lkr);8613033;268182;62124;237960;30708;21535;11599;21400;366209;22838;939;20;4659688;2500921;211122;194493;3295;-
09271111;      Aholming;293534;6531;938;6841;1105;819;131;339;11933;557;4;-;223388;22099;11694;7087;68;-
09271113;      Auerbach;240784;5741;518;6660;425;2369;99;370;8845;-;-;-;116525;95416;1525;2211;80;-
09271114;      Außernzell;241329;3488;446;5701;3448;-;83;290;7354;-;-;-;129072;84062;1412;5905;68;-
09271116;      Bernried;394818;14001;382;9521;84;837;512;936;11820;-;-;-;126759;222600;1535;5724;107;-
09271118;      Buchhofen;157339;2458;108;4765;1322;-;68;266;4618;-;-;-;139306;2873;175;1362;18;-
09271119;      Deggendorf, GKSt;771973;54324;14710;34099;1863;3317;4655;4187;48046;5722;66;-;275169;268283;30641;26235;656;-
09271122;      Grafling;463049;8006;252;5494;208;-;63;298;14084;4877;-;20;91153;328187;1875;8432;100;-
09271123;      Grattersdorf;259772;4478;110;5637;154;-;153;416;8206;-;-;-;113647;124715;496;1704;56;-
09271125;      Hengersberg, M;458090;15252;6472;15423;1995;1261;496;590;27307;598;295;-;270682;98917;7152;11469;181;-
09271126;      Hunding;146731;2998;389;2307;83;-;90;-;5918;-;-;-;45379;88368;710;476;13;-
09271127;      Iggensbach;190895;6014;398;4606;298;775;142;357;13541;-;14;-;90208;69452;1092;3943;55;-
09271128;      Künzing;403432;9989;1305;12359;748;1;126;321;14490;865;-;-;246211;106687;2297;7925;108;-
09271130;      Lalling;279358;4450;1336;4444;134;-;418;406;9044;-;-;-;76505;180625;1290;677;29;-
09271132;      Metten, M;119583;10426;875;4695;273;297;81;654;7380;-;-;-;47986;28673;13356;4686;201;-
09271135;      Moos;322420;6439;888;7223;713;599;577;512;10965;848;-;-;210763;62668;12723;7463;39;-
09271138;      Niederalteich;99709;4196;411;2578;214;226;118;380;5390;33;103;-;43993;11438;24017;6577;35;-
09271139;      Oberpöring;173888;2836;200;4560;400;-;68;493;6078;-;-;-;122164;23915;8920;4218;36;-
09271140;      Offenberg;237597;9035;1750;6672;180;511;162;546;10663;-;-;-;145775;50513;6131;5541;118;-
09271141;      Osterhofen, St;1111759;30289;5238;31427;3890;1536;1331;2215;43680;1581;112;-;806040;118899;38739;26330;452;-
09271143;      Otzing;304362;4387;888;5586;754;12;67;167;13253;1103;-;-;244881;24345;5654;3211;54;-
09271146;      Plattling, St;358657;22900;18134;14224;1860;788;1543;2182;20174;4795;-;-;151564;78127;18717;23380;269;-
09271148;      Schaufling;254180;3481;282;6860;135;-;38;3522;9438;-;-;-;88848;137824;725;2968;59;-
09271149;      Schöllnach, M;399249;14060;1239;11654;227;1630;120;570;13346;-;83;-;182861;165403;1475;6344;237;-
09271151;      Stephansposching;446775;8483;3498;11079;8836;6200;259;240;21643;1859;-;-;360000;8927;7176;8499;76;-
09271152;      Wallerfing;207665;3858;448;6342;377;-;39;353;7706;-;-;-;160929;25612;212;1733;56;-
09271153;      Winzer, M;276085;10062;909;7203;982;357;160;790;11287;-;262;-;149880;72293;11383;10393;124;-
09272;    Freyung-Grafenau (Lkr);9841415;247294;33143;178485;14348;7221;9883;40340;367283;6687;7311;407;3014126;5651498;71439;189134;2816;-
09272116;      Eppenschlag;170221;3226;239;3672;578;-;186;43;7446;-;-;-;73861;77599;1226;2113;32;-
09272118;      Freyung, St;486404;18060;2409;15243;1156;-;848;1226;22451;563;9;-;164977;241370;4229;13626;237;-
09272119;      Fürsteneck;104217;2681;189;2699;286;-;6;162;4311;-;-;-;51002;38419;2800;1648;14;-
09272120;      Grafenau, St;637884;21883;5151;17567;1192;-;2682;2363;30894;1732;-;-;267919;270109;5604;10557;231;-
09272121;      Grainet;361287;7427;525;5700;495;52;240;711;11421;-;-;-;126243;203183;1386;3851;53;-
09272122;      Haidmühle;210302;5919;252;5043;227;-;49;625;7394;-;442;-;67033;109595;1202;12481;40;-
09272126;      Hinterschmiding;210416;7190;632;4325;406;-;67;564;8892;-;-;351;89399;92012;1073;5461;44;-
09272127;      Hohenau;431131;10747;888;6796;876;-;401;586;17521;-;410;11;165229;211172;3624;12749;121;-
09272128;      Innernzell;221253;5068;1271;4897;198;-;59;502;9559;-;-;-;97988;96088;1191;4403;29;-
09272129;      Jandelsbrunn;423864;10207;3147;10774;418;-;56;6989;18378;-;-;-;224627;141085;1825;6262;96;-
09272134;      Mauth;288860;9370;398;4220;629;46;408;1311;11232;-;112;-;84480;164236;1199;11161;58;-
09272136;      Neureichenau;463871;19132;2640;12992;1474;-;157;1980;18702;-;-;-;226365;164757;2892;12698;82;-
09272138;      Perlesreut, M;297204;8925;1152;7635;282;-;71;603;13931;-;-;-;154880;98491;4000;7176;58;-
09272139;      Philippsreut;102160;2986;26;1835;373;-;718;790;4987;-;46;43;24346;59218;264;6501;27;-
09272140;      Ringelai;163836;5880;373;3482;210;-;63;548;6949;-;-;-;65703;75966;1076;3526;60;-
09272141;      Röhrnbach, M;406277;12823;4723;9672;613;863;198;1400;21926;716;-;-;211651;126442;3194;11941;115;-
09272142;      Saldenburg;280444;7554;325;3779;298;729;17;595;10930;-;-;-;60625;188018;1724;5803;47;-
09272143;      Sankt Oswald-Riedlhütte;403094;8599;583;5666;180;-;285;6006;9453;24;5943;-;53892;298207;6351;7733;172;-
09272145;      Schöfweg;190339;4803;256;2850;248;-;141;185;6920;-;-;-;59182;111598;249;3867;40;-
09272146;      Neuschönau;275250;7141;1158;4381;714;-;133;4226;8774;-;121;-;52034;191590;1376;3436;166;-
09272147;      Schönberg, M;327412;11933;1886;7704;413;1692;362;542;16190;-;-;-;137211;137262;3909;8193;115;-
09272149;      Spiegelau;404304;13488;1445;6831;567;-;1100;959;11677;1509;228;-;56723;300966;2492;5877;442;-
09272150;      Thurmansbang;329232;8290;922;5823;1156;592;112;1248;16639;-;-;-;92652;194788;1698;5202;110;-
09272151;      Waldkirchen, St;800405;29664;1929;21037;1109;3247;1496;4644;37760;2143;-;-;332762;342113;6807;15369;325;-
09272152;      Zenting;222485;4284;624;3526;206;-;28;351;6865;-;-;2;70468;129871;1377;4781;102;-
09272444;      Gemeindefreie Gebiete;1629263;14;-;336;44;-;-;1181;26081;-;-;-;2874;1587343;8671;2719;-;-
09273;    Kelheim (Lkr);10659818;240212;86453;219509;37151;37717;8894;33431;446029;13702;1874;1359;4974046;4219919;132524;202075;4923;-
09273111;      Abensberg, St;602933;26914;3810;17736;1322;2647;1006;2815;26082;2637;-;-;325180;176236;2908;13342;298;-
09273113;      Aiglsbach;399516;3047;307;7327;114;1794;69;216;15591;-;-;-;198278;160956;4334;7414;69;-
09273115;      Attenhofen;314767;2758;212;6560;86;747;15;477;8231;-;-;-;203616;88582;516;2908;59;-
09273116;      Bad Abbach, M;552883;20684;1410;12532;1242;2098;768;5858;30588;2016;15;-;282115;161068;19408;12858;223;-
09273119;      Biburg;141997;3276;1323;3530;425;116;42;227;7270;-;-;-;102478;20159;1362;1758;31;-
09273121;      Essing, M;173368;2589;331;1667;11;394;45;349;6395;43;-;-;29044;124496;5041;2930;33;-
09273125;      Hausen;346197;5192;842;6773;1669;74;7;848;17002;-;442;-;190031;115703;1171;6375;68;-
09273127;      Herrngiersdorf;250899;2479;2026;6280;203;947;56;203;8916;-;-;-;167102;57302;964;4358;63;-
09273133;      Ihrlerstein;230811;12458;539;3103;69;-;53;271;7603;-;-;-;45292;158012;43;3250;118;-
09273137;      Kelheim, St;767599;31559;10500;16970;4779;1169;760;2835;34599;3701;-;-;287322;333736;22335;16452;882;-
09273139;      Kirchdorf;164931;1918;130;4424;1092;717;14;188;8086;-;33;-;110168;33798;356;3974;33;-
09273141;      Langquaid, M;567870;12101;1795;13724;581;688;383;888;26404;490;-;-;318723;175588;2766;13424;315;-
09273147;      Mainburg, St;615874;25325;8211;22161;1665;4444;892;2687;30232;105;229;-;349317;150104;3147;16777;578;-
09273152;      Neustadt a.d.Donau, St;935598;25077;34840;24323;16689;1306;2462;3997;44481;2865;876;-;543296;179464;28601;26160;1161;-
09273159;      Painten, M;369001;5490;2387;3787;894;4824;82;504;8422;-;-;-;86195;253295;127;2944;50;-
09273163;      Elsendorf;326511;3937;1859;7406;706;347;35;348;15667;-;-;29;196268;92080;1692;6061;76;-
09273164;      Riedenburg, St;1004504;12792;4486;13741;1391;688;456;2374;42123;230;-;1330;374687;517858;17170;15043;135;-
09273165;      Rohr i.NB, M;541656;7255;2004;13907;297;1329;105;779;25796;-;37;-;358601;123354;2422;5684;86;-
09273166;      Saal a.d.Donau;440334;11758;3742;8349;1939;9924;213;938;19558;1615;177;-;214393;152540;9011;5972;205;-
09273172;      Siegenburg, M;255748;7308;1780;7961;238;-;106;438;17112;-;-;-;150047;57285;3598;9727;148;-
09273175;      Teugn;170900;3839;57;2500;739;-;42;5202;4719;-;-;-;86810;63995;242;2687;68;-
09273177;      Train;101554;4796;1563;2918;90;-;67;354;6571;-;-;-;57823;22453;807;4062;50;-
09273178;      Volkenschwand;292442;4172;1426;7614;204;2238;1192;314;9547;-;65;-;201746;59591;727;3474;132;-
09273181;      Wildenberg;181633;3487;873;4131;548;-;24;293;7228;-;-;-;92936;67767;1242;3062;42;-
09273444;      Gemeindefreie Gebiete;910292;1;-;85;158;1226;-;28;17806;-;-;-;2578;874497;2534;11379;-;-
09274;    Landshut (Lkr);13478966;318033;48270;433248;30241;43368;11951;33256;554403;21272;199;-;8585880;3073612;101825;218350;5058;-
09274111;      Adlkofen;478368;8797;1965;15641;1143;2618;128;498;18627;-;-;-;310368;112569;623;5292;99;-
09274112;      Aham;380164;4404;475;11229;447;1149;68;319;12821;-;-;-;234636;109061;2166;3333;56;-
09274113;      Altdorf, M;230030;17887;1056;10396;489;-;653;1147;18164;664;-;-;104539;67564;733;6254;484;-
09274114;      Altfraunhofen;242897;4723;642;8573;170;-;387;287;7166;-;-;-;172723;43640;916;3631;39;-
09274118;      Baierbach;167620;1938;43;5245;65;-;102;215;5114;-;-;-;128085;21782;826;4171;34;-
09274119;      Bayerbach b.Ergoldsbach;254178;4897;1071;6660;1616;1539;115;357;8989;-;-;-;164642;58063;289;5888;52;-
09274120;      Bodenkirchen;619980;12765;1666;21034;482;197;475;753;26399;1845;-;-;417241;128696;1337;6940;150;-
09274121;      Buch a.Erlbach;267268;8750;1320;9187;261;966;149;282;8933;-;199;-;177705;53562;1804;3987;163;-
09274124;      Eching;301358;8543;1060;10058;495;506;737;718;14594;1;-;-;155948;81505;20173;6949;71;-
09274126;      Ergolding, M;371665;18901;5235;15522;2348;1220;1091;1188;24430;1645;-;-;190382;99250;3270;7011;172;-
09274127;      Ergoldsbach, M;570263;16552;1515;15238;209;1744;660;2719;24003;1911;-;-;337935;156429;575;10508;265;-
09274128;      Essenbach, M;836109;24455;3679;22512;7279;5941;833;1614;41747;4190;-;-;505284;173604;27332;17369;270;-
09274132;      Furth;209585;7481;399;8225;353;3420;289;7505;9217;250;-;-;131328;35451;797;4661;209;-
09274134;      Geisenhausen, M;625045;12590;1758;21880;510;1284;275;733;22624;1741;-;-;413919;138281;2069;7088;293;-
09274135;      Gerzen;170190;4451;551;5791;187;152;196;236;6700;-;-;-;113476;35190;1590;1604;66;-
09274141;      Hohenthann;683284;8506;250;18037;404;1540;442;449;26167;-;-;-;446834;169510;1171;9845;129;-
09274145;      Kröning;396002;4724;306;11935;238;711;55;365;14482;-;-;-;234663;125780;729;1964;50;-
09274146;      Kumhausen;370501;10351;398;11917;164;2728;858;447;14778;1908;-;-;232240;88140;733;5672;167;-
09274153;      Neufahrn i.NB;387526;8234;4571;12214;1243;1201;417;688;19232;1015;-;-;241430;86819;1191;9145;126;-
09274154;      Neufraunhofen;179455;2468;-;6990;513;-;227;241;6497;-;-;-;129663;30317;785;1725;29;-
09274156;      Niederaichbach;340622;9112;958;11317;1537;83;48;532;13323;536;-;-;184768;100759;7295;10227;127;-
09274165;      Obersüßbach;235949;3274;157;7367;535;96;146;135;8750;-;-;-;178568;34003;382;2488;48;-
09274172;      Pfeffenhausen, M;717946;10612;2361;19305;2106;527;321;780;26951;35;-;-;441920;198484;1399;13013;132;-
09274174;      Postau;348346;4251;179;7023;226;-;107;253;13645;-;-;-;224630;91195;453;6292;92;-
09274176;      Rottenburg a.d.Laaber, St;901190;18188;4429;26395;2055;2562;465;1605;35806;50;-;-;554678;235196;2685;16698;378;-
09274179;      Schalkham;227043;1935;178;7085;335;101;87;71;7427;-;-;-;156740;49502;1487;2060;35;-
09274182;      Tiefenbach;247174;9559;410;7990;197;6470;262;612;10165;-;-;-;156761;49466;1049;4121;112;-
09274183;      Velden, M;494390;12877;1008;21583;589;523;410;1426;19661;-;-;-;362335;63206;3531;6905;336;-
09274184;      Vilsbiburg, St;688562;20752;5467;28424;1540;3081;1102;4573;27868;2171;-;-;469033;110368;4347;9537;299;-
09274185;      Vilsheim;217195;5975;251;8239;108;-;183;241;8980;-;-;-;164924;23723;958;3481;132;-
09274187;      Weihmichl;321731;5703;645;8198;295;98;65;753;12107;683;-;-;221569;66450;553;4553;59;-
09274188;      Weng;156223;3434;400;3897;338;-;162;304;6842;-;-;-;101180;36169;226;3222;49;-
09274191;      Wörth a.d.Isar;48395;5275;2390;3363;1088;-;192;481;5626;700;-;-;23921;658;2663;2001;37;-
09274193;      Wurmsham;281510;3010;458;10643;140;20;83;131;8650;-;-;-;215948;39089;944;2271;123;-
09274194;      Bruckberg;511202;12659;1019;14135;536;2891;161;598;17918;1927;-;-;285864;160131;4744;8444;175;-
09275;    Passau (Lkr);15302887;469558;86057;484241;49032;67128;19619;93501;688342;25281;864;81;8459111;4424596;283357;146959;5160;-
09275111;      Aicha vorm Wald;203545;5865;2836;7355;316;-;108;347;11764;-;28;-;98389;70922;2549;2998;68;-
