;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
;;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung
;;Insgesamt;Wohnen;Gewerbe, Industrie;sonstige Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Abbauland;Grünanlage;sonstige Erholungsfläche;Straße, Weg, Platz;sonstige Verkehrsfläche;Moor;Heide;Landwirtschaftsfläche (ohne Moor, Heide);Waldfläche;Wasserfläche;Unland;Friedhof;Flächen anderer Nutzung (ohne Unland, Friedhof)
;;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar
09471131;      Frensdorf;440053;11097;401;8159;506;-;419;1329;15755;881;-;-;237772;142269;4849;16484;132;-
09471133;      Gerach;77755;2142;192;995;66;-;210;289;2664;-;-;-;33371;34741;428;2629;28;-
09471137;      Gundelsheim;37721;6795;323;737;107;-;1458;424;5661;-;-;-;16870;3048;378;1758;162;-
09471140;      Hallstadt, St;146053;11370;5849;8857;375;-;2204;1313;12943;1912;-;-;68731;17994;6608;7714;183;-
09471142;      Heiligenstadt i.OFr., M;767112;7200;997;12236;745;-;693;1153;29045;-;-;-;373220;321321;1367;18958;177;-
09471145;      Hirschaid, M;409943;22750;3090;12918;1449;-;1635;2134;23798;1972;-;-;189742;122485;8066;19617;287;-
09471150;      Kemmern;82722;5026;118;1519;227;-;206;449;4714;411;-;-;37648;25941;2573;3833;57;-
09471151;      Königsfeld;428449;2487;592;6961;454;-;239;310;15099;-;53;241;241470;149663;452;10388;40;-
09471152;      Lauter;123998;2947;287;2537;206;108;40;376;4218;-;-;-;63790;46639;594;2213;43;-
09471154;      Lisberg;83556;3931;399;2344;127;-;73;532;3810;-;-;-;46699;21198;1278;3007;158;-
09471155;      Litzendorf;258590;14446;414;5460;257;2;579;1007;11914;-;-;-;137697;79454;978;6276;106;-
09471159;      Memmelsdorf;262435;15096;505;8159;570;-;1690;2142;15769;-;-;-;136578;67609;5230;8600;487;-
09471165;      Oberhaid;270472;8735;1347;4889;1245;770;444;1082;16081;2324;-;-;106166;105067;13005;9178;139;-
09471169;      Pettstadt;98784;4481;441;4691;1109;242;33;442;5573;458;-;-;42549;31333;3494;3905;33;-
09471172;      Pommersfelden;357032;6110;1003;7145;811;-;2260;849;14910;616;-;-;201302;105036;6994;9864;132;-
09471173;      Priesendorf;83475;3816;459;2423;57;-;150;239;2935;-;-;-;42394;28073;892;2011;26;-
09471174;      Rattelsdorf, M;396011;9545;2829;6276;632;-;583;1872;18896;455;-;-;233304;91887;14885;14652;195;-
09471175;      Reckendorf;130585;4387;506;1931;117;187;426;233;5807;506;-;-;53564;58263;1193;3381;84;-
09471185;      Scheßlitz, St;948826;16212;3205;17806;2223;2354;1273;1481;41084;-;-;-;498346;337095;2897;24557;293;-
09471186;      Schönbrunn i.Steigerwald;246935;3899;716;4162;105;-;214;451;8622;-;-;-;129987;90028;1590;7059;102;-
09471189;      Stadelhofen;411076;2733;659;5474;2257;294;202;250;22304;-;-;-;209468;157909;211;9236;79;-
09471191;      Stegaurach;239073;13888;503;4765;598;-;389;991;10152;-;-;-;121887;77240;2603;5876;181;-
09471195;      Strullendorf;316968;15704;4097;9955;1036;-;642;1673;17707;1207;-;-;166689;83267;3473;11254;264;-
09471207;      Viereth-Trunstadt;158201;7536;1141;3768;1056;754;340;871;8240;421;-;-;79524;43438;7410;3592;110;-
09471208;      Walsdorf;162277;5721;933;3753;227;-;495;794;5208;-;-;-;82949;57299;915;3849;134;-
09471209;      Wattendorf;222367;1519;181;2487;229;3842;119;75;7368;-;-;-;119019;82496;57;4938;37;-
09471214;      Zapfendorf, M;305424;11645;3247;5631;1999;1030;530;1778;18816;1053;18;-;150013;94192;7559;7677;236;-
09471220;      Schlüsselfeld, St;702484;11613;5834;12724;988;-;1253;7883;33845;771;364;-;321324;278025;8018;19503;339;-
09471444;      Gemeindefreie Gebiete;882078;-;-;6349;173;-;-;324;23401;-;-;-;459;848207;1693;1472;-;-
09472;    Bayreuth (Lkr);12737764;268427;35232;228465;17288;23770;15561;38887;524201;31974;-;-;5223461;5986484;66460;274106;3448;-
09472111;      Ahorntal;417033;5824;236;7428;192;-;141;197;15068;-;-;-;211633;163646;1090;11470;108;-
09472115;      Aufseß;294192;3087;296;4989;395;-;28;508;9893;-;-;-;141278;128886;550;4167;115;-
09472116;      Bad Berneck i.Fichtelgebirge, St;335658;10352;2888;9098;571;7975;876;1218;17483;-;-;-;163722;109990;2596;8752;137;-
09472118;      Betzenstein, St;518430;6566;689;9177;433;1132;353;806;22386;-;-;-;218191;252392;69;6165;71;-
09472119;      Bindlach;376003;15548;4944;13076;4203;2679;1135;1317;21428;4551;-;-;199207;89161;1592;17032;130;-
09472121;      Bischofsgrün;83865;5799;341;4019;147;-;88;391;4431;-;-;-;37737;24272;763;5821;56;-
09472127;      Creußen, St;604786;11682;1636;12186;1087;1249;453;508;25830;3740;-;-;286296;241539;5611;12781;188;-
09472131;      Eckersdorf;361761;11996;485;7190;886;-;2639;556;13323;-;-;-;205636;110128;1162;7603;157;-
09472133;      Emtmannsberg;223296;3004;43;4356;101;-;174;189;7047;-;-;-;120152;84527;1014;2642;47;-
09472138;      Fichtelberg;51609;7834;637;3155;188;-;80;950;3009;-;-;-;14339;16225;1555;3579;58;-
09472139;      Gefrees, St;503269;12049;1613;11339;588;210;547;572;22880;1429;-;-;279728;157995;3988;10182;149;-
09472140;      Gesees;98931;3569;54;3127;261;2667;51;288;3648;-;-;-;60531;20664;561;3471;39;-
09472141;      Glashütten;35289;4660;266;634;21;-;201;281;1523;-;-;-;17955;7859;228;1627;34;-
09472143;      Goldkronach, St;232407;10757;846;6846;141;-;728;1612;11428;1781;-;-;147587;42086;1180;7214;201;-
09472146;      Haag;133103;2968;316;1439;243;1482;52;350;9995;-;-;-;57284;54077;692;4188;17;-
09472150;      Heinersreuth;146574;9277;511;5165;169;-;837;729;6609;-;-;-;69459;48001;2027;3739;51;-
09472154;      Hollfeld, St;806661;12302;1750;13835;652;1353;573;1593;29724;-;-;-;370626;354048;2238;17795;172;-
09472155;      Hummeltal;184091;6807;292;4226;28;-;29;295;7401;-;-;-;99858;59948;754;4397;56;-
09472156;      Kirchenpingarten;335449;2641;231;5921;415;25;152;311;11066;-;-;-;146475;160652;2053;5439;68;-
09472164;      Mehlmeisel;132277;5385;187;2060;163;-;193;1737;4523;-;-;-;33328;79207;1316;4150;28;-
09472166;      Mistelbach;61248;3781;390;2014;686;-;633;234;2672;-;-;-;39305;9959;268;1251;55;-
09472167;      Mistelgau;405122;10087;976;9924;556;530;497;771;15789;123;-;-;217013;134258;2206;12298;94;-
09472175;      Pegnitz, St;999903;30614;5281;21133;1362;1129;1495;3486;54762;4973;-;-;426557;424416;3276;20916;503;-
09472176;      Plankenfels;140060;2633;198;2950;41;-;28;194;5164;-;-;-;68016;54043;966;5780;47;-
09472177;      Plech, M;152931;3290;312;2975;111;-;100;1188;10930;-;-;-;72574;58795;44;2571;41;-
09472179;      Pottenstein, St;733037;13026;1120;11263;232;1743;487;8919;28650;-;-;-;288821;358906;2256;17485;129;-
09472180;      Prebitz;209919;2955;271;4179;329;153;101;228;6841;1695;-;-;123463;63336;1900;4468;-;-
09472184;      Schnabelwaid, M;212814;2804;199;2425;208;-;49;130;7062;2200;-;-;70999;121414;2446;2845;33;-
09472188;      Seybothenreuth;174320;2984;507;3082;82;-;77;284;8253;1546;-;-;100484;54795;431;1755;40;-
09472190;      Speichersdorf;529197;12616;2176;10096;1555;-;474;1311;23731;7020;-;-;324620;126683;8620;10127;168;-
09472197;      Waischenfeld, St;571985;7458;610;9944;210;-;348;1037;18624;-;-;-;279556;241424;2575;9995;204;-
09472198;      Warmensteinach;267283;9135;470;3906;229;-;202;732;9954;-;-;-;16450;210995;1470;13638;102;-
09472199;      Weidenberg, M;689079;14892;4461;15080;681;1443;1667;986;29984;2326;-;-;308858;287896;5664;14991;150;-
09472444;      Gemeindefreie Gebiete;1716182;45;-;228;122;-;73;4979;53090;590;-;-;5723;1634261;3299;13772;-;-
09473;    Coburg (Lkr);5904683;213446;48380;130538;17758;6875;17815;28533;280863;17117;-;174;2997439;1873462;34201;233483;4599;-
09473112;      Ahorn;198342;12047;720;4831;222;-;854;1209;9321;-;-;-;97092;64924;1024;5958;140;-
09473120;      Dörfles-Esbach;38264;6989;1538;2830;60;-;366;391;4533;1057;-;-;16010;1333;1080;1934;143;-
09473121;      Ebersdorf b.Coburg;263610;14279;6267;6479;1869;-;464;1158;16065;694;-;-;137210;67203;1787;9988;147;-
09473132;      Großheirath;222690;6391;1598;6430;381;1363;404;335;12387;-;-;-;149623;34001;1575;8077;125;-
09473134;      Grub a.Forst;119755;7826;2026;3310;1951;-;507;754;7351;4464;-;-;66018;20411;460;4595;82;-
09473138;      Itzgrund;330827;6908;984;6664;252;-;508;339;15788;-;-;-;226392;55926;2476;14434;156;-
09473141;      Lautertal;303451;10786;1316;4896;386;-;384;1075;17442;-;-;-;94629;151482;1089;19852;114;-
09473144;      Meeder;735922;8635;2133;12400;1004;242;645;957;35208;967;-;-;519636;129336;1690;22834;235;-
09473151;      Neustadt b.Coburg, GKSt;618955;31040;10060;17498;4221;3634;3674;2851;28855;1228;-;-;270466;216756;5958;22189;525;-
09473153;      Niederfüllbach;25893;3460;795;2007;29;-;251;546;2315;616;-;-;11726;2812;230;1069;37;-
09473158;      Bad Rodach, St;776531;14774;2636;14740;1468;-;2644;2113;33437;391;-;-;431399;239153;2094;31240;442;-
09473159;      Rödental, St;499769;31054;6628;11739;2368;753;3029;2757;26006;5484;-;174;165694;209802;5892;27912;477;-
09473165;      Seßlach, St;725337;9931;2612;12821;1607;876;983;1294;25975;-;-;-;361493;277655;2460;27293;337;-
09473166;      Sonnefeld;346858;12857;3481;9349;495;-;1204;2039;16986;-;-;-;194112;92181;1872;11971;311;-
09473170;      Untersiemau;204925;12646;2674;6702;748;7;646;1223;11140;2216;-;-;123478;30939;1662;10695;149;-
09473174;      Weidhausen b.Coburg;96124;9073;2836;2918;318;-;698;479;5053;-;-;-;45463;24646;452;4017;171;-
09473175;      Weitramsdorf;337180;14750;76;4924;379;-;554;9013;11964;-;-;-;85680;197964;2359;8509;1008;-
09473444;      Gemeindefreie Gebiete;60250;-;-;-;-;-;-;-;1037;-;-;-;1318;56938;41;916;-;-
09474;    Forchheim (Lkr);6427928;221773;35239;152123;14924;18613;14854;38263;304415;12356;861;8019;2908340;2505750;69323;115689;7386;-
09474119;      Dormitz;45745;3745;100;1511;175;-;275;506;1953;-;-;377;31710;4372;361;609;51;-
09474121;      Ebermannstadt, St;499568;13721;2157;9569;1129;940;1127;5799;24743;3208;208;1113;175192;248494;2422;5947;3799;-
09474122;      Effeltrich;119160;5515;225;4015;356;-;153;440;4662;-;-;-;79462;21646;809;1797;80;-
09474123;      Eggolsheim, M;489148;12898;3523;10377;1342;9094;743;2704;26530;981;218;2459;215117;177698;10617;14703;144;-
09474124;      Egloffstein, M;280426;5293;946;5376;180;50;181;3865;11178;-;-;-;115392;133084;756;4023;102;-
09474126;      Forchheim, GKSt;444274;44274;11993;21064;2077;794;5224;4000;32840;2639;-;327;116639;174998;13160;13196;1049;-
09474129;      Gößweinstein, M;576940;9257;318;11165;529;12;403;879;24560;604;-;1568;226229;294957;1785;4547;127;-
09474132;      Gräfenberg, St;378649;9048;2020;9039;460;5506;1080;1354;18860;138;-;431;215378;111797;621;2800;117;-
09474133;      Hallerndorf;413309;8042;3485;6357;419;1143;371;1021;15948;-;435;49;163749;188808;13593;9700;189;-
09474134;      Hausen;135218;7027;1236;3316;494;263;251;996;7189;296;-;-;51464;50851;6406;5346;83;-
09474135;      Heroldsbach;155984;10123;497;3961;232;-;400;3071;7514;-;-;-;38483;83328;2783;5499;93;-
09474137;      Hetzles;117456;2457;386;2345;61;-;74;447;3846;5;-;48;70314;36174;652;616;31;-
09474138;      Hiltpoltstein, M;255637;4517;550;5166;444;-;312;169;11536;-;-;521;120261;110468;88;1556;49;-
09474140;      Igensdorf, M;288251;11750;573;8125;1307;46;148;1904;14720;974;-;75;175696;67189;1480;4180;84;-
09474143;      Kirchehrenbach;82371;4848;210;1983;166;-;266;495;4135;384;-;-;35851;27146;1088;5753;46;-
09474144;      Kleinsendelbach;74979;3446;323;2012;82;538;38;3733;3080;-;-;155;48795;10798;1334;615;30;-
09474145;      Kunreuth;97849;2909;177;2177;57;-;84;348;3844;-;-;-;60723;26281;398;801;50;-
09474146;      Langensendelbach;95846;6625;432;2709;73;-;186;642;4683;-;-;40;51094;25790;1853;1546;173;-
09474147;      Leutenbach;193928;3301;201;3936;196;-;106;461;7707;-;-;31;105304;70051;514;2043;77;-
09474154;      Neunkirchen a.Brand, M;264034;16759;2075;7607;323;-;1973;864;12063;717;-;-;147457;64745;884;8310;257;-
09474156;      Obertrubach;211429;4601;572;4948;285;-;202;826;9396;-;-;218;84085;102333;316;3557;90;-
09474158;      Pinzberg;133163;3657;299;3283;3097;-;71;707;4447;359;-;-;89848;24913;1129;1291;62;-
09474160;      Poxdorf;51656;2719;330;1717;47;-;232;364;2358;279;-;-;34401;7081;550;1554;24;-
09474161;      Pretzfeld, M;241865;4864;883;4112;210;227;182;284;10429;287;-;270;111368;103610;1979;2895;265;-
09474168;      Unterleinleiter;124747;3159;448;1642;175;-;237;320;5803;-;-;-;40310;70222;394;1996;41;-
09474171;      Weilersbach;86107;4517;188;2264;106;-;108;394;5006;-;-;285;41769;27882;376;3142;70;-
09474173;      Weißenohe;47003;2212;253;1063;13;-;21;187;2070;136;-;52;18898;21228;218;620;32;-
09474175;      Wiesenthau;64138;3918;238;1818;83;-;58;292;2842;463;-;-;41573;9838;177;2757;81;-
09474176;      Wiesenttal, M;459048;6571;601;9466;806;-;348;1191;20473;886;-;-;201778;209968;2580;4290;90;-
09475;    Hof (Lkr);8925202;265092;51046;183993;24985;14982;29860;25694;414613;24654;346;54;4437784;3207739;80236;160546;3578;-
09475112;      Bad Steben, M;258409;10052;861;7857;449;139;2284;894;11166;111;-;-;148068;66434;2255;7707;132;-
09475113;      Berg;389137;7356;2073;7477;874;3968;725;363;24646;-;-;-;209267;121504;3194;7591;99;-
09475120;      Döhlau;152476;11436;1312;4241;1674;699;984;1189;9496;570;-;54;92673;21953;1734;4356;105;-
09475123;      Feilitzsch;302201;7265;696;5745;600;-;1053;437;12912;1997;-;-;185337;78879;2005;5257;18;-
09475127;      Gattendorf;221863;3378;1742;3252;1758;13;65;5018;10476;-;-;-;130923;60699;825;3702;12;-
09475128;      Geroldsgrün;155736;9173;1061;3507;185;-;234;637;6813;-;11;-;91438;35331;733;6482;131;-
09475136;      Helmbrechts, St;587165;22753;5943;12464;1176;-;2261;1870;29933;1238;-;-;284993;209455;5064;9579;436;-
09475137;      Issigau;186899;3877;522;2470;133;-;557;253;6481;62;-;-;84296;83213;1312;3684;39;-
09475141;      Köditz;314384;8097;1575;7014;1128;2027;492;703;15392;964;-;-;177970;89596;3970;5377;79;-
09475142;      Konradsreuth;432451;8402;2705;8513;834;-;1045;641;16072;-;-;-;258213;128954;2863;4086;123;-
09475145;      Leupoldsgrün;102546;4312;143;2200;271;-;209;169;7711;41;-;-;57932;27160;601;1734;63;-
09475146;      Lichtenberg, St;94662;3760;258;1422;146;1235;1428;581;4451;193;-;-;32445;44673;2008;2014;48;-
09475154;      Münchberg, St;687856;22992;4742;20933;3881;255;2950;1469;36478;4167;-;-;416412;155057;7732;10447;341;-
09475156;      Naila, St;370471;18944;4019;10427;1726;568;2118;1349;20247;1373;-;-;141242;154485;3234;10420;319;-
09475158;      Oberkotzau, M;215066;14295;1710;5639;1059;-;1292;1085;9112;2633;239;-;110093;60470;2015;5261;163;-
09475161;      Regnitzlosau;398954;8310;689;7128;982;2796;730;525;19895;-;64;-;250277;93081;3330;11038;109;-
09475162;      Rehau, St;803275;22069;6277;12867;1441;1896;3224;1915;34428;2029;-;-;263948;430169;6330;16460;222;-
09475165;      Schauenstein, St;266571;5051;809;5623;230;-;418;394;10348;-;-;-;152958;83950;2717;3969;104;-
09475168;      Schwarzenbach a.d.Saale, St;591608;18115;5396;12588;1654;-;3585;1595;25424;4825;31;-;315985;178060;15579;8549;222;-
09475169;      Schwarzenbach a.Wald, St;367048;13569;2756;7367;501;463;687;1147;19948;-;1;-;111517;199249;1421;8275;147;-
09475171;      Selbitz, St;277495;12026;2265;7433;949;-;1269;847;17779;1211;-;-;157121;68069;1755;6529;242;-
09475174;      Sparneck, M;163569;5819;894;2715;144;923;497;433;5393;-;-;-;61949;81692;1077;1981;52;-
09475175;      Stammbach, M;346717;7697;1185;7565;1240;-;307;573;15617;1804;-;-;200554;105020;1891;3191;73;-
09475181;      Töpen;207969;2874;163;5382;320;-;106;440;6664;-;-;-;138202;48288;1378;4124;28;-
09475182;      Trogen;123168;3670;159;1616;274;-;491;222;9110;257;-;-;64056;40057;752;2402;102;-
09475184;      Weißdorf;219041;3710;487;4087;579;-;338;349;6743;387;-;-;133335;64388;1853;2717;68;-
09475189;      Zell im Fichtelgebirge, M;312507;6088;604;6166;743;-;492;279;10746;792;-;-;163015;118759;1953;2769;101;-
09475444;      Gemeindefreie Gebiete;375958;2;-;295;34;-;19;317;11132;-;-;-;3565;359094;655;845;-;-
09476;    Kronach (Lkr);6515330;180167;41621;86917;11748;9396;8836;23954;266554;14756;51;-;1843057;3845048;54943;125537;2745;-
09476145;      Kronach, St;669945;39745;10922;20772;2154;810;3749;4580;33523;2452;-;-;290940;234333;6742;18736;487;-
09476146;      Küps, M;356452;20827;3447;8324;1094;-;683;8497;16621;965;32;-;172063;109845;3646;10088;320;-
09476152;      Ludwigsstadt, St;587339;9806;1566;4528;335;2810;282;721;23160;2851;-;-;114467;412348;2119;12149;197;-
09476154;      Mitwitz, M;331911;6517;2763;5115;512;2339;397;749;12893;-;-;-;112825;176712;5576;5442;71;-
09476159;      Nordhalben, M;219109;5331;1596;1829;464;-;131;142;9813;645;-;-;51377;136924;6989;3816;52;-
09476164;      Pressig, M;531908;10372;2228;6229;497;2230;263;758;20470;2788;19;-;143889;330675;3690;7607;193;-
09476166;      Reichenbach;86511;1732;134;1091;59;-;109;211;2731;-;-;-;25526;53831;343;690;54;-
09476171;      Schneckenlohe;93054;3471;641;1414;28;-;47;226;5111;-;-;-;46281;33020;591;2167;57;-
09476175;      Steinbach a.Wald;361380;8446;3528;5120;1145;83;485;1374;13290;1413;-;-;127546;188266;1526;9006;152;-
09476177;      Steinwiesen, M;550357;8354;1426;4055;964;-;269;920;21227;565;-;-;88147;411512;6924;5894;100;-
09476178;      Stockheim;253697;14700;2706;5159;402;-;379;1211;12724;2004;-;-;105042;102242;2432;4390;306;-
09476179;      Tettau, M;238098;6682;2897;1332;269;-;326;725;9822;-;-;-;26330;181484;1057;7056;118;-
09476180;      Teuschnitz, St;342576;5477;635;3201;358;18;271;670;11640;367;-;-;87801;219874;1755;10441;68;-
09476182;      Tschirn;201242;1478;423;1012;120;-;16;144;7849;-;-;-;33447;151509;1085;4138;21;-
09476183;      Marktrodach, M;333212;10810;2196;4927;916;282;252;760;12498;492;-;-;126558;166498;2410;4463;150;-
09476184;      Wallenfels, St;456630;6119;2513;2908;402;38;486;485;20260;-;-;-;46446;367666;3112;6057;138;-
09476185;      Weißenbrunn;264114;9299;1302;4142;1657;711;282;774;11961;214;-;-;120704;105327;1457;6166;118;-
09476189;      Wilhelmsthal;429224;11001;698;5735;371;75;409;1007;16661;-;-;-;122883;260372;2923;6946;143;-
09476444;      Gemeindefreie Gebiete;208571;-;-;24;1;-;-;-;4300;-;-;-;785;202610;566;285;-;-
09477;    Kulmbach (Lkr);6583376;175419;40997;145403;23626;18396;10657;19670;295865;16112;-;-;3223552;2461332;46673;102660;3014;-
09477117;      Grafengehaig, M;208057;3397;621;3315;166;-;89;379;7666;-;-;-;92839;95391;1239;2902;53;-
09477118;      Guttenberg;106521;1667;65;1495;33;1954;160;282;4107;-;-;-;39275;55520;379;1558;26;-
09477119;      Harsdorf;112492;2681;269;1875;145;-;379;106;7201;650;-;-;49814;48108;270;958;36;-
09477121;      Himmelkron;230524;7449;3110;7851;592;-;441;695;15920;2665;-;-;121118;61026;2077;7495;85;-
09477124;      Kasendorf, M;390063;5854;2397;6743;1777;3265;349;464;16146;-;-;-;222852;123956;853;5261;146;-
09477127;      Ködnitz;196196;5102;153;3258;69;-;123;315;8810;416;-;-;90929;82141;1634;3246;-;-
09477128;      Kulmbach, GKSt;927849;53753;15785;31432;5774;991;4440;3771;49210;3853;-;-;432209;297249;9884;18349;1149;-
09477129;      Kupferberg, St;82848;2922;236;1600;58;4570;116;411;3313;-;-;-;39726;27894;504;1458;40;-
09477135;      Ludwigschorgast, M;59401;2926;112;931;141;1318;103;292;2857;599;-;-;30750;17324;659;1336;53;-
09477136;      Mainleus, M;494223;15357;3344;13313;375;189;857;1204;20246;1428;-;-;275616;147669;5346;8988;291;-
09477138;      Marktleugast, M;338856;9248;1452;5898;1116;-;176;1263;12470;-;-;-;155349;144957;2771;3993;163;-
09477139;      Marktschorgast, M;158158;3802;1825;2507;217;-;75;345;9039;1666;-;-;72704;61540;1102;3263;73;-
09477142;      Neudrossenfeld;502309;10138;1239;11353;1606;2566;331;880;22931;250;-;-;290180;149261;6726;4741;107;-
09477143;      Neuenmarkt;189438;7681;2262;7465;896;-;418;350;7203;2581;-;-;134534;20844;1341;3781;82;-
09477148;      Presseck, M;548258;4983;332;6508;209;1200;296;543;20930;-;-;-;158500;346527;1943;6156;131;-
09477151;      Rugendorf;173195;2730;642;4228;1153;-;28;274;7893;-;-;-;113461;40337;552;1863;34;-
09477156;      Stadtsteinach, St;397923;8477;1853;7094;1205;2227;438;1146;15765;463;-;-;168022;182600;2468;6065;100;-
09477157;      Thurnau, M;641870;10592;2806;12183;1926;-;811;5526;27623;-;-;-;308956;261971;2324;6981;171;-
09477158;      Trebgast;170893;4684;287;4109;304;116;509;606;8129;669;-;-;81910;63002;1770;4728;70;-
09477159;      Untersteinach;114247;5072;1412;2313;2426;-;208;294;6366;872;-;-;67269;23329;1243;3321;122;-
09477163;      Wirsberg, M;172121;4548;676;3632;306;-;145;353;7339;-;-;-;78514;73397;1216;1952;43;-
09477164;      Wonsees, M;367934;2356;119;6300;3132;-;165;171;14701;-;-;-;199025;137289;372;4265;39;-
09478;    Lichtenfels (Lkr);5199509;152334;32078;113159;14026;15566;11791;16595;230446;23524;28;-;2306799;1995039;79509;205700;2915;-
09478111;      Altenkunstadt;329176;12613;1149;8220;231;279;720;1148;13408;-;-;-;149775;126318;3884;11224;207;-
09478116;      Burgkunstadt, St;405897;15860;2944;11261;708;1358;868;1118;17952;1928;-;-;197649;131020;5729;17070;432;-
09478120;      Ebensfeld, M;687284;11846;1411;16529;2337;352;657;1598;31271;1230;-;-;400664;179422;11094;28617;256;-
09478127;      Hochstadt a.Main;137846;4837;1255;3484;130;-;167;486;5656;1414;-;-;74604;36987;3061;5687;78;-
09478139;      Lichtenfels, St;1222689;42320;8622;26697;2881;1541;3081;5914;60792;7227;-;-;419071;580757;21953;41048;785;-
09478143;      Marktgraitz, M;37465;3676;391;992;9;-;59;222;1524;-;28;-;20181;6984;476;2848;75;-
09478144;      Marktzeuln, M;68609;4131;884;1711;991;1718;414;466;3331;461;-;-;40858;7882;1835;3874;53;-
09478145;      Michelau i.OFr.;193551;17415;7093;4589;391;1;1099;1677;8702;271;-;-;74360;61154;7609;8932;258;-
09478155;      Redwitz a.d.Rodach;146608;8008;2290;4199;854;-;703;431;7491;1079;-;-;69633;37389;6319;8044;168;-
09478165;      Bad Staffelstein, St;993975;21446;3157;21400;1557;9799;3493;2097;45867;9914;-;-;460233;352067;15749;46820;376;-
09478176;      Weismain, St;901548;10182;2882;14075;3932;518;525;1206;31963;-;-;-;399766;403569;1740;30963;227;-
09478444;      Gemeindefreie Gebiete;74861;-;-;2;5;-;5;232;2489;-;-;-;5;71490;60;573;-;-
09479;    Wunsiedel i.Fichtelgebirge (Lkr);6064263;179522;50063;112808;16552;9278;13805;20288;258964;23891;3219;-;2331155;2789239;87077;165807;2595;-
09479111;      Bad Alexandersbad;89349;2648;121;3060;216;-;207;133;4229;-;-;-;42317;33859;1260;1247;52;-
09479112;      Arzberg, St;432000;13994;4088;7855;1901;-;466;1161;18616;3117;-;-;195294;168967;6645;9687;209;-
09479126;      Höchstädt i.Fichtelgebirge;149545;3469;765;3002;137;-;137;1255;8252;-;-;-;89737;35045;2644;5073;29;-
09479127;      Hohenberg a.d.Eger, St;156671;4746;1072;1936;350;-;23;230;5468;-;-;-;44397;90103;3931;4355;60;-
09479129;      Kirchenlamitz, St;484809;9999;2018;7642;465;726;230;700;17348;2069;-;-;202615;229471;4010;7402;114;-
09479135;      Marktleuthen, St;354846;8568;1620;6183;353;4;529;367;13830;2665;-;-;173045;135435;4875;7285;87;-
09479136;      Marktredwitz, GKSt;495304;31095;11739;16075;2490;598;1618;2203;33355;6890;-;-;224058;142048;5881;16592;662;-
09479138;      Nagel;77878;6797;417;1948;121;-;186;305;3296;-;-;-;33331;24316;1145;5947;69;-
09479145;      Röslau;298358;6170;1603;4276;510;-;199;455;9380;2156;43;-;156197;101136;6301;9846;86;-
09479147;      Schirnding, M;165174;3940;2504;2378;45;2712;120;349;7419;1718;-;-;49430;89892;2031;2562;74;-
09479150;      Schönwald, St;191900;8474;1153;3877;1016;-;1061;897;11035;835;-;-;58438;96304;2552;6133;125;-
09479152;      Selb, GKSt;860597;34440;10955;22643;3166;240;4398;3364;43225;2179;-;-;307719;378936;14287;34615;430;-
09479158;      Thiersheim, M;244150;5496;2566;4354;2564;239;89;416;13533;-;-;-;148038;57788;2627;6394;46;-
09479159;      Thierstein, M;129297;4240;959;2426;289;-;-;227;8039;-;-;-;67421;35416;5143;5079;58;-
09479161;      Tröstau;192811;7696;1249;3822;123;46;371;5073;7915;338;-;-;85781;69120;3498;7690;89;-
09479166;      Weißenstadt, St;422379;8493;2122;7774;803;40;1435;1303;14173;-;2568;-;183056;171286;12015;17175;136;-
09479169;      Wunsiedel, St;548847;19257;5112;13290;1954;2734;2736;1771;23072;1831;-;-;265994;188837;6355;15635;269;-
09479444;      Gemeindefreie Gebiete;770348;-;-;267;49;1939;-;79;16779;93;608;-;4287;741280;1877;3090;-;-
095;  Mittelfranken;72448934;2379131;565173;1865847;267017;147666;322908;322198;3659904;324315;8756;3817;34538731;24972555;972895;2042872;55149;-
09561;    Ansbach (Krfr.St);999114;58286;16144;48256;7980;853;8873;5118;67893;12200;-;-;448138;288592;6210;29273;1298;-
09562;    Erlangen (Krfr.St);769525;110635;25566;55317;4560;291;13383;10509;86539;4708;-;-;235800;171600;27055;21289;2273;-
